acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
-301,-702,3205,-208,1018,-1033
-371,-857,3255,-257,1030,-1182
-509,-996,3200,-79,1043,-1345
-579,-1024,3052,376,991,-1541
-607,-919,3023,771,836,-1692
-574,-501,2929,1154,607,-1773
-472,-390,3103,800,356,-1780
-518,-576,3469,331,154,-1787
-445,-704,3821,32,36,-1762
-352,-808,4009,-128,-8,-1734
-261,-930,4076,-363,8,-1690
-91,-1192,4267,-625,80,-1657
114,-1440,4427,-541,184,-1704
169,-1595,4419,-98,281,-1841
123,-1755,4441,298,353,-1970
122,-1801,4360,667,413,-2042
-6,-1840,4152,819,450,-2036
8,-2078,4359,693,487,-1934
-90,-2256,4595,670,588,-1810
-255,-1966,4448,1056,721,-1721
117,-1748,4370,1047,850,-1615
36,-1681,4190,1078,957,-1631
-164,-1749,4146,1385,939,-1626
-285,-1787,4229,1416,884,-1503
-299,-1710,4252,1493,853,-1326
-454,-1660,4254,1321,848,-1114
-565,-1593,4159,1239,848,-903
-538,-1462,3981,1140,829,-677
-418,-1492,4041,1289,691,-577
-463,-1459,4063,1539,574,-485
-470,-1754,4330,1296,520,-271
-622,-1745,4112,1184,463,-5
-742,-1451,3947,999,346,322
-832,-1060,4044,713,192,672
-868,-728,4380,451,47,991
-878,-370,4753,172,-48,1299
-806,120,5002,-76,-64,1567
-672,553,5147,-261,-6,1713
-612,806,5181,-322,105,1707
-556,1036,5112,-173,234,1574
-619,1180,5027,104,361,1346
-731,1241,4827,315,478,1116
-775,1172,4700,327,560,952
-776,1119,4595,327,584,803
-703,1028,4615,281,582,648
-641,889,4673,332,602,457
-625,726,4670,444,647,246
-605,529,4631,528,705,55
-582,280,4593,584,788,-96
-591,70,4426,704,885,-242
-613,-109,4177,838,980,-374
-657,-359,3875,970,1064,-483
-901,-818,3120,1125,1129,-550
-954,-918,2846,1104,1108,-469
-1006,-855,2539,1124,1048,-365
-1063,-707,2217,1071,935,-244
-1109,-522,1973,919,768,-116
-1134,-375,1871,779,543,-16
-1135,-230,1883,679,280,40
-1117,-100,2058,620,0,67
-1086,3,2404,594,-262,81
-1070,89,2848,549,-479,112
-979,247,3353,531,-627,143
-802,457,3750,676,-693,119
-796,586,4113,814,-657,87
-748,720,4356,952,-569,54
-744,922,4440,1088,-449,2
-754,1068,4432,1164,-331,-58
-847,1081,4424,1159,-216,-87
-988,1167,4266,1069,-118,-67
-967,1220,4225,926,-59,-52
-1065,1158,4234,887,0,-53
-1183,1140,4131,893,37,-38
-1242,1165,4053,848,48,15
-1301,1266,3976,776,52,90
-1354,1422,3971,667,41,165
-1244,1800,4127,536,19,190
-1204,1919,4168,555,32,105
-1173,1955,4196,605,57,-19
-1166,1919,4155,650,91,-157
-1091,1793,4059,669,126,-291
-1096,1560,3866,711,136,-411
-1186,1307,3604,709,98,-469
-1175,1098,3498,554,18,-427
-1145,1001,3575,363,-73,-332
-1102,1018,3768,222,-145,-235
-1009,1143,3882,139,-179,-156
-944,1257,3951,80,-185,-113
-908,1335,4027,51,-177,-108
-843,1358,4097,66,-154,-135
-777,1315,4116,100,-131,-176
-800,1216,4157,127,-104,-212
-771,991,4140,198,-7,-230
-764,912,4020,278,35,-223
-801,848,3898,338,61,-197
-877,861,3816,364,65,-140
-874,960,3786,326,54,-65
-825,1096,3826,287,42,-14
-833,1187,3902,292,36,0
-893,1277,3908,297,43,2
-1103,1313,3914,299,63,-6
-1007,1399,3485,360,78,-28
-705,1512,3427,222,25,-6
-860,1448,3629,170,-32,-37
-939,1387,3717,167,-57,-59
-882,1385,3766,127,-73,-48
-844,1431,3827,81,-84,-24
-843,1518,3948,22,-83,12
-761,1669,3956,36,-53,23
-698,1807,3882,64,-14,3
-754,1906,3855,39,14,-20
-799,1994,3791,23,43,-70
-792,1999,3749,22,68,-150
-847,1961,3659,13,75,-218
-931,1987,3610,-92,47,-223
-918,2086,3775,-253,11,-193
-975,2257,3829,-177,14,-261
-1036,2408,3741,-138,47,-522
-1109,2259,3584,19,43,-734
-1267,2002,3539,61,0,-886
-1279,1794,3634,-109,-63,-919
-1197,1622,3754,-300,-87,-929
-1200,1373,3881,-287,-77,-994
-1319,1148,3779,-115,-50,-1066
-1323,971,3621,-45,-43,-1069
-1387,872,3473,-40,-72,-1042
-1405,783,3422,-79,-139,-1002
-1345,694,3456,-126,-221,-964
-1321,574,3631,-165,-304,-935
-1325,459,3860,-202,-359,-900
-1205,319,4087,-251,-378,-860
-1201,155,4255,-229,-359,-839
-1226,-55,4382,-215,-316,-803
-1207,-219,4423,-176,-253,-729
-1197,-291,4367,-125,-191,-620
-1251,-316,4319,-115,-142,-475
-1264,-227,4345,-106,-111,-307
-1223,8,4380,172,-70,-226
-1180,518,3924,199,-38,-131
-1093,665,4356,-123,-26,0
-1128,917,4104,74,32,-54
-1056,881,3932,122,84,-198
-1090,761,3858,120,80,-232
-1041,698,3807,55,72,-216
-998,645,3752,49,59,-200
-1010,609,3664,74,40,-178
-974,673,3591,54,9,-131
-974,673,3591,54,9,-131
-972,767,3651,-28,-29,-69
-918,872,3736,-90,-60,-33
-826,953,3802,-73,-74,-53
-804,875,3917,-49,-73,-108
-827,506,4045,139,0,-186
-848,369,4032,178,40,-141
-891,337,3978,210,78,-54
-933,429,3901,228,106,46
-938,567,3810,256,120,134
-1026,730,3690,305,116,197
-1068,938,3565,295,81,252
-924,1177,3495,210,36,298
-948,1311,3518,103,-10,301
-961,1317,3668,38,-52,276
-924,1360,3752,73,-67,222
-863,1299,3841,115,-59,148
-905,1107,3941,172,-32,75
-966,912,3962,247,10,41
-1027,778,3893,291,60,56
-1081,736,3771,313,98,106
-1121,794,3581,341,111,166
-1185,885,3463,354,89,224
-1283,1030,3408,360,33,274
-1259,1252,3449,318,-38,331
-1239,1480,3560,248,-111,367
-1201,1640,3734,164,-172,373
-1149,1771,4007,136,-204,346
-1013,1843,4375,230,-189,260
-1065,1952,4395,473,-116,110
-1188,1896,4549,383,-13,55
-1218,1928,4393,383,109,5
-1166,1982,4033,401,210,-57
-1192,1938,3679,408,254,-144
-1288,1809,3406,385,243,-228
-1363,1674,3192,321,184,-278
-1347,1535,3085,218,89,-293
-1313,1426,3100,132,-20,-295
-1195,1219,3457,165,-207,-309
-1178,1171,3701,69,-246,-242
-994,1319,3819,2,-252,-171
-852,1454,3935,-33,-246,-154
-792,1454,4044,-12,-219,-195
-816,1393,4106,22,-170,-240


-1086,1148,4471,-654,180,769
-1019,1314,4608,-716,262,830
-1039,1459,4744,-728,370,848
-908,1588,4724,-666,511,822
-970,1696,4468,-576,630,768
-1068,1735,4218,-596,722,711
-1042,1806,4198,-716,803,662
-1136,1760,3903,-716,905,591
-1258,1767,3391,-814,925,559
-1276,1505,3288,-1107,881,555
-1320,1348,3153,-1094,813,532
-1398,1365,2998,-961,709,500
-1412,1304,3009,-975,579,480
-1382,1229,3133,-996,455,480
-1369,1196,3351,-1034,370,506
-1407,1062,3539,-990,320,530
-1255,1110,3649,-981,315,600
-1152,1176,3773,-928,322,570
-1261,1269,3654,-748,343,470
-1297,1313,3614,-753,349,423
-1289,1343,3547,-786,341,392
-1298,1386,3497,-844,300,345
-1344,1331,3508,-988,262,321
-1332,1287,3555,-1126,236,319
-1377,1244,3520,-1309,221,326
-1389,1150,3624,-1520,194,345
-1302,1062,3765,-1523,179,322
-1290,984,3748,-1315,185,221
-1338,882,3651,-1117,180,102
-1434,726,3642,-939,159,11
-1483,699,3592,-816,128,-18
-1470,709,3627,-865,99,5
-1452,786,3597,-862,79,6
-1504,788,3578,-907,62,0
-1472,763,3605,-955,38,3
-1410,832,3613,-915,-11,-14
-1430,868,3680,-940,-70,-27
-1392,891,3870,-1013,-113,-20
-1389,908,4022,-1039,-113,-24
-1314,909,4144,-1032,-84,-46
-1253,904,4233,-934,-44,-111
-1272,877,4188,-838,9,-192
-1316,807,4077,-777,74,-259
-1369,716,3852,-804,135,-306
-1419,488,3666,-832,162,-337
-1467,372,3329,-769,147,-345
-1473,367,3164,-774,75,-325
-1428,389,3145,-728,-21,-322
-1415,451,3396,-724,-239,-303
-1347,493,3586,-801,-316,-299
-1248,613,3864,-990,-344,-291
-1113,590,3934,-1085,-321,-352
-1161,410,3905,-1124,-270,-437
-1178,305,3679,-1075,-244,-527
-1148,258,3567,-1079,-241,-601
-1047,95,3475,-986,-254,-721
-1103,-318,3431,-755,-283,-865
-1205,-723,3306,-337,-332,-961
-1140,-885,3144,-151,-408,-960
-1171,-1218,3224,-167,-474,-875
-1192,-1075,3164,-239,-562,-724
-1047,-977,3495,-615,-650,-542
-973,-870,3762,-731,-675,-434
-872,-779,3975,-678,-659,-406
-876,-645,3996,-639,-602,-398
-739,-611,4145,-601,-545,-428
-669,-580,4021,-351,-472,-524
-679,-696,3933,-185,-418,-636
-674,-957,3809,-26,-374,-731
-743,-1125,3511,-7,-350,-741
-631,-1326,3529,-178,-395,-703
-587,-1583,3672,-112,-458,-687
-680,-1495,3782,-91,-518,-594
-615,-1342,4254,-313,-561,-452
-392,-1113,4765,-457,-518,-358
-333,-838,4875,-371,-369,-371
-296,-760,4798,-302,-192,-463
-350,-952,4648,-274,-6,-542
-404,-1167,4421,-174,143,-600
-446,-1313,4098,-50,234,-640
-502,-1414,3930,-5,270,-633
-549,-1366,3857,35,257,-594
-544,-1278,4002,24,246,-549
-464,-1126,4023,128,278,-554
-509,-984,3753,225,322,-599
-527,-987,3593,142,319,-624
-586,-997,3489,8,294,-615
-622,-946,3499,-126,236,-617
-497,-997,3680,-266,175,-644
-569,-1057,3750,-327,161,-658
-471,-1102,4008,-480,153,-660
-479,-1109,4069,-427,192,-701
-318,-1268,4151,-564,257,-726
-309,-1721,4305,-512,366,-750
-525,-1683,3830,-342,451,-742
-470,-1809,3869,-544,447,-647
-526,-1787,3799,-435,441,-607
-581,-1768,3720,-252,417,-620
-604,-1815,3716,-115,378,-630
-614,-1834,3816,30,340,-613
-631,-1661,3774,112,316,-559
-638,-1552,3803,-72,309,-467
-599,-1641,3978,-273,317,-400
-717,-1642,3895,-288,348,-363
-668,-1790,4079,-367,363,-308
-787,-1814,4031,-161,408,-279
-767,-1348,3874,-245,440,-201
-795,-1371,3807,-117,469,-245
-972,-1430,3417,111,487,-315
-1064,-1409,3267,35,428,-304
-1013,-1246,3348,-32,321,-275
-872,-1048,3501,-75,232,-294
-856,-1104,3526,-20,194,-380
-1013,-1358,3391,101,176,-460
-1285,-1106,3019,-122,96,-421
-824,-1375,3798,-685,-40,-337
-913,-1350,3974,-619,-44,-353
-894,-1822,4117,-816,61,-371
-819,-2217,4252,-987,148,-290
-844,-2389,4084,-877,261,-215
-899,-2401,3670,-701,345,-148
-952,-2402,3301,-540,365,-85
-1026,-2296,2944,-321,311,-42
-1056,-2156,2858,-224,197,7
-1029,-2015,2995,-165,75,42
-1011,-1873,3150,-152,-13,69
-962,-1858,3512,-279,-57,108
-964,-1742,3620,-286,-41,112
-966,-1562,3582,-407,-14,115
-901,-1498,3587,-503,0,70
-929,-1606,3424,-383,-5,-45
-968,-1923,3510,-284,-58,-127
-953,-2229,3840,-252,-100,-118
-875,-2406,4162,-234,-87,-49
-855,-2397,4263,-207,-6,36
-876,-2339,4127,-174,101,109
-943,-2297,3860,-109,184,151
-1003,-2335,3575,-76,222,192
-1098,-2263,3196,-29,223,241
-1210,-2152,2875,-63,176,307
-1252,-2070,2730,-179,73,381
-1206,-1877,2941,-289,-57,450
-1107,-1654,3253,-208,-163,430
-1014,-1625,3586,-85,-218,355
-946,-1708,3832,39,-213,282
-911,-1760,3902,100,-162,239
-893,-1895,3905,154,-35,218
-891,-1916,3880,216,20,209
-887,-1918,3794,311,67,191
-921,-1967,3672,336,104,190
-986,-2086,3562,266,130,221
-1112,-2196,3425,202,130,273
-1231,-2269,3169,47,96,381
-1208,-2423,3119,-389,38,588
-1322,-2382,3195,-727,-22,807
-1265,-2019,3358,-826,-95,970
-1227,-1569,3425,-872,-145,1044
-1217,-1282,3501,-923,-179,1038
-1099,-990,3538,-817,-200,941
-1174,-896,3456,-683,-205,765
-1200,-1081,3476,-669,-220,607
-1202,-1317,3431,-651,-230,485
-1231,-1565,3432,-706,-238,419
-1237,-1783,3534,-735,-251,387
-1164,-1969,3597,-723,-239,370
-1178,-2073,3484,-675,-206,363
-1237,-2279,3108,-889,-194,419
-1311,-2990,3153,-1494,-213,607
-1308,-3184,3221,-1625,-256,820
-1253,-2911,3262,-1531,-304,997
-1195,-2593,3414,-1478,-333,1117
-1181,-2296,3585,-1289,-325,1135
-1089,-1707,3930,-641,-294,1025
-1083,-1408,4093,-443,-207,858
-970,-775,4212,140,-73,586
-945,-524,4050,702,344,-127
-1193,-1180,3269,682,491,-431
-1424,-1779,2511,548,466,-556
-1529,-2370,2387,169,313,-485
-1539,-2573,2431,-29,139,-354
-1539,-2573,2431,-29,139,-354
-1508,-2699,2685,-239,-1,-203
-1444,-2754,2878,-430,-90,-49
-1323,-2671,3402,-663,-129,233
-1299,-2490,3411,-670,-85,309
-1314,-2399,3386,-687,-38,357
-1327,-2291,3249,-569,0,352
-1359,-2190,3076,-493,7,334
-1355,-2156,3097,-453,-3,310
-1365,-2112,3055,-314,-16,252
-1386,-2102,2950,-249,-34,203
-1412,-2202,2953,-371,-63,206
-1376,-2225,3351,-367,-95,208
-1299,-1887,3348,-107,-74,139
-1357,-2194,3350,-313,-14,125
-1380,-2311,3190,-347,16,130
-1392,-2317,3119,-333,18,137
-1388,-2221,3157,-248,12,123
-1356,-2080,3292,-79,22,69
-1359,-1959,3106,94,55,-21


-225,-571,3546,271,-1350,1274
-148,-437,3597,220,-1393,1201
-119,-366,3751,283,-1441,1087
-52,-421,4036,376,-1482,947
40,-656,4346,440,-1487,816
103,-836,4551,368,-1437,778
117,-858,4676,217,-1334,807
163,-742,4717,156,-1215,817
150,-587,4601,153,-1095,770
92,-721,4427,87,-988,687
41,-932,4241,93,-928,615
13,-1044,4156,58,-910,594
93,-1024,4097,-110,-891,629
67,-1004,4237,-322,-880,665
131,-1108,4456,-284,-858,635
157,-1181,4509,-172,-794,601
137,-1271,4469,-108,-721,588
145,-1236,4425,-149,-654,618
185,-1135,4393,-273,-582,656
121,-1138,4269,-311,-510,650
88,-1164,4070,-360,-457,639
97,-1181,3898,-380,-435,628
23,-1162,3772,-308,-445,600
84,-1038,3829,-260,-499,557
149,-934,3935,-214,-507,508
138,-958,3967,-142,-491,434
152,-1082,3831,-77,-475,352
105,-1317,3628,-122,-472,311
75,-1469,3372,-119,-506,301
119,-1512,3386,-142,-590,327
184,-1559,3593,-190,-661,353
203,-1720,3728,-242,-697,378
203,-1720,3728,-242,-697,378
274,-1704,3875,-267,-714,436
328,-1529,4017,-225,-710,485
394,-1378,4092,-135,-682,485
456,-1286,4006,-75,-649,458
439,-1338,3979,-98,-622,441
448,-1324,3889,-39,-604,415
488,-1230,3880,-7,-609,395
518,-1232,3928,-23,-616,363
557,-1307,3913,90,-599,285
611,-1258,3809,97,-594,272
623,-1255,3802,-30,-596,286
600,-1115,4026,-139,-604,303
701,-972,4324,-167,-574,279
706,-823,4450,-144,-481,220
800,-677,4410,-106,-373,129
805,-705,4172,-136,-271,20
702,-1082,3703,-208,-212,-90
591,-1496,3499,-231,-234,-146
631,-1697,3490,-132,-302,-145
687,-1617,3668,-39,-370,-99
802,-1342,4076,0,-411,-54
895,-1025,4738,-5,-385,-35
1034,-717,5309,-4,-233,-67
1135,-456,5312,63,9,-162
1129,-288,4905,88,236,-293
1152,-244,4349,43,390,-441
1014,-399,3725,1,469,-612
889,-816,3207,22,445,-779
784,-1234,3223,39,336,-869
840,-1628,3358,43,174,-826
948,-1540,3667,-66,91,-737
1037,-1404,4235,-93,68,-680
1111,-1246,4594,-96,146,-656
1111,-1246,4594,-96,146,-656
1127,-1036,4618,-153,417,-667
1095,-936,4438,-135,540,-712
992,-841,4199,-79,636,-779
1010,-825,4051,-40,686,-869
906,-852,3810,-31,721,-954
795,-1070,3583,-132,727,-1025
654,-1388,3250,-177,700,-1075
473,-1658,3139,-228,628,-1062
486,-1700,3102,-157,537,-1034
449,-1667,3082,-95,443,-1001
393,-1582,3256,-119,326,-967
409,-1704,3508,-204,260,-949
408,-1996,3615,-194,234,-923
423,-2068,3592,-143,217,-845
374,-1994,3564,-146,198,-742
441,-1869,3640,-133,170,-668
438,-1733,3756,-96,149,-626
462,-1574,3833,-55,146,-607
495,-1403,3919,-63,148,-603
508,-1349,4136,-102,168,-616
488,-1381,4192,-101,236,-643
410,-1389,3974,-74,311,-673
364,-1438,3716,-50,336,-704
299,-1470,3404,-92,308,-724
255,-1714,3374,-124,233,-741
143,-1890,3432,-89,183,-706
184,-1929,3505,-73,125,-653
163,-1890,3654,-127,77,-575
147,-1796,3807,-168,44,-521
119,-1722,4013,-177,47,-499
67,-1730,4189,-182,88,-495
22,-1757,4165,-168,146,-509
-67,-1946,4097,-169,194,-530
-222,-2198,4038,-274,233,-506
-181,-2578,4087,-281,260,-465
-188,-3002,3878,-176,341,-347
-218,-3061,3223,-53,409,-94
-210,-2355,2420,-5,345,225
-127,-1327,2217,-128,131,444
27,-412,2423,-183,-118,427
334,41,3126,-145,-355,195
495,-109,3792,-53,-451,-127
679,-732,4283,34,-440,-404
795,-1434,4517,101,-362,-541
827,-2041,4604,72,-243,-527
814,-2317,4562,60,-126,-407
838,-2284,4402,55,-20,-253
781,-2106,4183,29,60,-103
771,-1785,4032,-15,105,7
772,-1502,3949,-30,135,48
724,-1320,3863,-44,160,50
673,-1153,3734,-71,174,29
616,-1148,3566,-122,169,-21
539,-1265,3379,-157,140,-77
481,-1404,3316,-177,80,-114
485,-1490,3350,-181,14,-131
493,-1548,3509,-163,-41,-147
524,-1630,3706,-96,-77,-177
520,-1751,3792,-86,-69,-181
483,-1804,3697,-79,-45,-159
462,-1802,3534,-51,-42,-132
453,-1722,3446,-32,-70,-99
507,-1589,3453,4,-119,-82
536,-1476,3479,21,-164,-85
558,-1449,3553,2,-201,-98
591,-1456,3649,5,-224,-115
641,-1437,3721,0,-235,-127
690,-1440,3850,6,-244,-141
750,-1468,4001,0,-233,-153
778,-1526,4104,-7,-196,-160
769,-1555,4121,15,-147,-159
790,-1532,4097,13,-97,-144
792,-1453,4045,3,-51,-131
781,-1346,3988,13,-11,-138
779,-1300,3924,28,18,-169
760,-1398,3855,0,42,-206
708,-1586,3787,-43,60,-220
702,-1660,3726,-19,61,-208
702,-1611,3721,-4,53,-182
712,-1512,3720,0,47,-163
718,-1425,3734,1,45,-163
725,-1381,3800,36,41,-192
716,-1436,3823,59,48,-228
700,-1580,3778,32,63,-237
683,-1662,3769,18,67,-217
681,-1644,3771,28,67,-190
684,-1584,3752,32,68,-168
674,-1551,3718,53,66,-161
665,-1552,3625,75,59,-162
654,-1520,3547,48,43,-147
654,-1457,3558,12,9,-128
696,-1405,3695,-11,-14,-121
708,-1387,3758,5,-17,-142
717,-1421,3828,33,-18,-168
758,-1473,3912,72,-7,-194
763,-1518,3955,99,14,-207
778,-1538,3946,117,47,-209
773,-1497,3895,137,71,-204
726,-1445,3863,126,95,-189
751,-1353,3777,147,108,-194
738,-1337,3736,143,108,-209
709,-1370,3735,153,97,-231
716,-1456,3703,142,88,-240
702,-1607,3672,72,77,-222
658,-1735,3606,22,58,-177
661,-1775,3686,-53,27,-98
683,-1711,3791,-92,14,-24
688,-1552,3793,-74,17,19
701,-1404,3782,-35,19,26
709,-1319,3752,5,19,5
701,-1305,3731,28,14,-20
667,-1334,3688,53,6,-50
676,-1376,3721,57,-8,-70
689,-1453,3779,74,-16,-81
680,-1464,3754,92,-15,-76
707,-1416,3825,62,-17,-58
734,-1373,3864,65,-8,-60
739,-1386,3842,79,0,-75
747,-1443,3864,85,8,-84
743,-1454,3898,65,17,-73
745,-1430,3872,37,36,-53
729,-1407,3763,19,52,-43
689,-1425,3676,0,44,-38
682,-1437,3696,-19,25,-29
672,-1432,3703,-15,12,-22
662,-1445,3680,-1,0,-23
675,-1455,3727,-1,-17,-14
693,-1427,3787,9,-24,-8
690,-1369,3814,29,-26,-12
743,-1376,3882,35,-28,-27
730,-1431,3900,47,-10,-35
743,-1413,3863,42,8,-24
720,-1335,3786,32,20,-15


-393,-1215,2889,72,1017,-516
-308,-1192,4126,191,814,-646
-250,-1099,4429,375,865,-725
-208,-1026,4575,440,970,-795
-227,-1015,4446,461,1108,-876
-233,-1126,4155,482,1221,-957
-395,-1265,3769,422,1275,-997
-492,-1502,3550,352,1249,-1000
-607,-1554,3442,376,1188,-970
-583,-1470,3569,394,1084,-934
-495,-1444,3890,406,1003,-893
-418,-1004,4139,804,949,-894
-770,-504,4082,912,963,-957
-572,-728,4192,592,1030,-1079
-603,-634,4054,585,1074,-1210
-618,-856,4177,351,1089,-1243
-761,-999,3919,323,1105,-1292
-783,-1334,3729,308,1058,-1317
-913,-1598,3707,318,965,-1268
-967,-1620,3754,333,848,-1170
-929,-1590,3883,255,743,-1042
-967,-1531,4117,142,679,-901
-964,-1265,4257,69,656,-779
-934,-1010,4332,-84,671,-689
-974,-952,4355,-270,717,-638
-1060,-1015,4233,-259,756,-650
-1146,-1044,3990,-149,739,-682
-1204,-1105,3969,-237,659,-656
-1131,-1262,4251,-333,575,-614
-1152,-1314,4390,-188,539,-592
-1178,-1182,4548,-129,539,-548
-1096,-1075,4690,-128,600,-537
-1135,-972,4661,-21,706,-565
-1142,-730,4406,116,826,-624
-1128,-551,3952,18,917,-673
-1201,-732,3808,-421,955,-666
-1229,-1035,3545,-615,971,-691
-1315,-1215,3394,-652,949,-707
-1291,-1203,3324,-551,908,-732
-1300,-1143,3078,-383,828,-823
-1332,-1333,3018,-590,778,-788
-1306,-1441,3184,-763,741,-709
-1268,-1385,3156,-709,772,-689
-1289,-1356,2849,-631,840,-700
-1358,-1403,2455,-545,871,-730
-1379,-1451,2078,-430,822,-783
-1384,-1540,1897,-341,695,-850
-1409,-1573,1839,-209,501,-929
-1339,-1627,1989,-269,272,-957
-1234,-1892,2521,-617,105,-889
-1184,-2107,2999,-743,64,-819
-1128,-2094,3185,-633,112,-755
-1155,-1990,3126,-468,199,-698
-1218,-1847,2922,-286,265,-665
-1231,-1705,2734,-237,283,-621
-1206,-1595,2640,-236,272,-585
-1166,-1427,2508,-209,247,-586
-1149,-1258,2402,-196,196,-626
-1153,-1069,2248,-141,117,-717
-1171,-955,2193,-211,-4,-826
-1113,-954,2410,-466,-148,-915
-1068,-1106,2824,-691,-255,-1013
-1003,-1361,3135,-703,-290,-1144
-994,-1602,3317,-667,-279,-1239
-940,-1858,3535,-670,-239,-1278
-853,-2039,3594,-665,-175,-1274
-767,-2142,3665,-788,-101,-1198
-707,-2150,3728,-871,-12,-1112
-687,-2066,3673,-786,85,-1087
-671,-1978,3602,-638,163,-1110
-580,-2007,3577,-494,228,-1165
-503,-2057,3517,-317,291,-1236
-473,-2107,3426,-209,346,-1298
-382,-2239,3392,-229,385,-1324
-233,-2394,3450,-297,421,-1314
-114,-2485,3396,-255,470,-1313
-106,-2659,3332,-159,509,-1352
-102,-2923,3348,7,536,-1408
-94,-3172,3480,188,575,-1429
-276,-3422,3564,444,625,-1435
-243,-3566,3415,616,652,-1382
-268,-3780,3382,443,700,-1188
-335,-3804,3309,342,765,-943
-319,-3541,2982,312,798,-693
-327,-3220,2825,144,777,-442
-311,-2859,2655,-1,723,-255
-305,-2659,2660,-80,660,-174
-474,-2547,2459,293,504,-283
-547,-2600,2436,295,365,-310
-524,-2756,2684,100,222,-267
-439,-2891,3058,-59,146,-190
-412,-2931,3257,-50,138,-125
-404,-2863,3339,21,168,-64
-417,-2736,3232,98,207,-7
-482,-2551,3061,124,221,39
-544,-2303,2919,105,194,61
-574,-2162,2917,7,143,57
-612,-2078,3061,-87,79,31
-613,-2062,3261,-167,34,-15
-668,-2156,3430,-254,14,-60
-667,-2308,3545,-333,21,-93
-769,-2289,3522,-330,48,-126
-670,-2352,3590,-400,83,-166
-785,-2561,3397,-299,123,-223
-878,-2743,3200,-272,125,-229
-881,-2862,3209,-309,92,-179
-902,-2868,3204,-236,55,-141
-882,-2907,3319,-209,27,-107
-894,-2955,3369,-160,25,-69
-875,-2942,3380,-178,41,-16
-850,-2985,3377,-263,72,54
-871,-2957,3285,-351,106,135
-854,-2785,3195,-404,129,193
-881,-2571,2930,-385,138,195
-969,-2453,2706,-407,103,150
-1005,-2507,2617,-400,10,50
-1001,-2798,2714,-365,-113,-74
-931,-3338,3101,-440,-214,-119
-833,-3849,3639,-513,-217,-38
-795,-3978,3814,-332,-123,101
-799,-3720,3651,-118,-2,271
-826,-3250,3375,-32,97,425
-875,-2779,3073,-6,149,501
-889,-2499,2990,-32,149,507
-881,-2307,2857,-36,143,465
-892,-2225,2777,-122,133,416
-955,-2212,2637,-228,107,352
-970,-2351,2701,-363,57,301
-986,-2478,2731,-378,20,248
-1013,-2591,2717,-338,1,209
-1036,-2649,2688,-289,-26,183
-1042,-2700,2747,-326,-57,193
-1014,-2676,2826,-337,-67,210
-1021,-2571,2801,-241,-75,186
-1018,-2495,2862,-189,-83,154
-1008,-2501,2881,-116,-82,100
-1038,-2627,2803,-21,-72,41
-1089,-2734,2646,25,-82,13
-1062,-2881,2722,-148,-113,55
-1030,-2968,2867,-305,-133,122
-1001,-2942,2989,-317,-130,173
-975,-2879,3054,-222,-102,183
-973,-2810,2964,-97,-73,170
-982,-2749,2913,-75,-61,169
-974,-2700,2892,-105,-56,171
-971,-2753,2907,-164,-48,171
-976,-2776,2854,-183,-38,170
-999,-2790,2818,-180,-33,154
-1027,-2858,2797,-91,-44,120
-1001,-2935,2921,48,-61,88
-978,-2980,2956,165,-43,79
-1001,-2996,2953,170,-12,110
-1037,-2916,2803,182,14,147
-1053,-2841,2778,67,24,214
-1048,-2710,2780,57,26,246
-1057,-2569,2764,129,22,230
-1068,-2511,2793,194,13,191
-1062,-2473,2772,237,4,151
-1051,-2460,2816,157,0,142
-1081,-2467,2807,158,1,118
-1120,-2422,2748,205,-7,81
-1095,-2443,2874,218,-30,43
-1068,-2488,2933,261,-32,2
-1088,-2647,2927,216,-16,-9
-1111,-2777,2885,158,-3,12
-1118,-2776,2812,112,0,51
-1135,-2682,2794,86,-13,82
-1121,-2583,2879,70,-34,94
-1106,-2503,2970,80,-44,79
-1111,-2520,3005,64,-38,57
-1115,-2663,2982,35,-20,38
-1131,-2721,2978,32,-18,40
-1113,-2686,2962,52,-24,41
-1086,-2629,3028,13,-31,51
-1070,-2615,3081,-9,-22,46
-1077,-2681,3077,4,-3,30
-1086,-2764,3025,22,20,31
-1100,-2762,2918,40,34,50
-1105,-2680,2851,25,25,76
-1112,-2589,2869,-7,10,93
-1113,-2523,2887,-6,-3,80
-1097,-2518,2932,-9,-12,52
-1092,-2583,3006,-12,-17,30
-1097,-2610,2991,7,-4,15
-1114,-2611,2898,-5,2,17
-1119,-2625,2885,-52,-5,25
-1119,-2659,2884,-88,-22,26
-1102,-2760,2999,-140,-34,33
-1088,-2835,3076,-107,-28,38
-1082,-2898,3059,-37,-5,44
-1084,-2908,2969,10,19,77
-1103,-2834,2882,-44,41,149
-1115,-2635,2835,-99,54,214
-1129,-2341,2761,-82,58,224
-1138,-2142,2731,-80,47,181
-1138,-2127,2757,-62,28,100
-1148,-2262,2743,4,14,1
-1155,-2511,2726,57,2,-68
-1170,-2690,2683,73,-6,-78
-1192,-2731,2697,23,-23,-35


-1080,-2125,3237,662,30,-164
-1122,-2216,3226,742,39,-228
-1113,-2286,3260,854,42,-282
-1071,-2277,3247,919,44,-305
-1035,-2311,3503,760,57,-259
-952,-2277,3749,789,101,-246
-987,-2190,3725,997,176,-285
-1033,-2092,3611,1132,238,-330
