aX;aY;aZ;target;gX;gY;gZ
0.143;2.435;0.66;1;-139.099;-14.221;121.277
0.345;2.356;0.702;1;-129.089;4.578;119.812
0.516;2.35;0.807;1;-130.798;7.324;124.023
0.711;2.475;1.025;1;-138.245;-3.601;124.268
0.899;2.584;1.341;1;-147.461;-25.269;112.244
1.058;2.655;1.666;1;-144.226;-30.029;88.562
1.107;2.511;1.87;1;-120.605;-11.292;56.03
1.06;2.26;1.829;1;-67.81;17.151;24.17
0.951;1.937;1.605;1;-2.014;38.147;-7.629
0.811;1.702;1.297;1;48.828;41.931;-40.833
0.681;1.483;1.037;1;79.59;36.56;-65.125
0.539;1.348;0.823;1;96.497;26.062;-78.735
0.488;1.28;0.659;1;105.53;13.062;-88.318
0.441;1.185;0.568;1;108.521;3.723;-94.666
0.386;1.068;0.523;1;105.713;0.366;-99.182
0.326;0.949;0.514;1;99.06;1.282;-102.661
0.29;0.883;0.511;1;89.905;1.892;-101.99
0.29;0.908;0.515;1;80.872;0.061;-95.642
0.301;0.934;0.547;1;73.242;-4.822;-89.6
0.308;0.941;0.562;1;68.115;-9.033;-88.257
0.318;0.953;0.546;1;66.284;-10.681;-87.891
0.319;0.95;0.514;1;66.833;-13.245;-86.304
0.319;0.938;0.495;1;67.322;-19.592;-84.717
0.294;0.891;0.496;1;66.711;-24.902;-83.801
0.25;0.781;0.51;1;64.88;-25.085;-85.388
0.203;0.636;0.538;1;62.134;-21.729;-89.539
0.159;0.472;0.573;1;59.937;-17.456;-91.492
0.128;0.271;0.608;1;59.265;-13.55;-91.858
0.073;0.114;0.623;1;59.082;-13.611;-92.468
0.053;-0.01;0.626;1;56.274;-15.259;-92.224
0.036;-0.145;0.638;1;52.368;-15.991;-90.698
-0.022;-0.263;0.656;1;48.218;-19.043;-90.332
-0.101;-0.334;0.677;1;43.762;-25.574;-91.187
-0.181;-0.377;0.728;1;36.743;-35.034;-88.928
-0.261;-0.434;0.815;1;27.954;-42.175;-84.839
-0.361;-0.485;0.911;1;20.325;-44.617;-80.688
-0.464;-0.485;0.989;1;12.939;-44.067;-77.026
-0.525;-0.511;1.085;1;6.47;-37.109;-71.899
-0.592;-0.556;1.195;1;1.099;-23.254;-67.505
-0.645;-0.584;1.275;1;-2.625;-5.249;-63.477
-0.663;-0.61;1.32;1;-3.723;10.925;-59.204
-0.681;-0.617;1.333;1;-2.258;24.597;-54.81
-0.674;-0.626;1.346;1;0.61;35.706;-46.753
-0.671;-0.655;1.356;1;6.409;46.204;-38.086
-0.635;-0.68;1.336;1;13.428;53.833;-31.25
-0.508;-0.749;1.286;1;19.531;62.012;-23.193
-0.265;-0.863;1.144;1;23.621;72.998;-14.709
0.01;-0.931;0.92;1;22.217;83.069;-7.751
0.202;-0.938;0.743;1;10.315;78.979;-5.554
0.252;-0.846;0.707;1;-14.038;52.673;-14.099
0.125;-0.658;0.823;1;-44.739;8.85;-27.71
-0.1;-0.47;1.02;1;-67.2;-38.269;-34.79
-0.364;-0.286;1.255;1;-75.989;-74.768;-33.936
-0.59;-0.089;1.472;1;-73.425;-90.515;-26.367
-0.588;0.004;1.57;1;-57.495;-79.956;-7.996
-0.363;0.1;1.547;1;-33.02;-50.964;11.414
-0.181;0.119;1.438;1;-6.226;-25.024;17.639
-0.067;0.091;1.276;1;20.081;-5.92;9.766
-0.025;0.048;1.119;1;41.26;5.066;-3.601
0.005;-0.031;1.007;1;52.002;14.282;-15.137
0.017;-0.097;0.905;1;53.345;26.672;-18.799
0.036;-0.133;0.807;1;48.401;37.476;-15.93
0.095;-0.152;0.717;1;41.199;42.053;-8.057
0.159;-0.16;0.636;1;35.034;40.039;2.38
0.221;-0.153;0.581;1;28.503;32.471;13
0.271;-0.129;0.565;1;18.982;21.973;20.874
0.286;-0.096;0.599;1;7.08;11.047;24.048
0.273;-0.061;0.674;1;-6.042;2.93;22.461
0.227;-0.033;0.765;1;-16.541;-4.211;16.968
0.187;-0.001;0.856;1;-23.621;-10.071;11.719
0.146;0.013;0.934;1;-27.405;-12.939;6.165
0.11;0.009;1.002;1;-27.161;-11.536;1.038
0.063;-0.01;1.068;1;-25.452;-10.559;-2.38
0.034;-0.026;1.118;1;-22.156;-9.46;-3.967
0.034;-0.045;1.134;1;-16.968;-5.493;-4.089
0.039;-0.068;1.122;1;-12.451;-0.732;-4.333
0.053;-0.083;1.087;1;-10.498;4.15;-4.639
0.075;-0.095;1.046;1;-10.132;8.606;-4.15
0.088;-0.099;1.004;1;-10.376;11.475;-2.686
0.099;-0.094;0.975;1;-11.78;12.573;-1.16
0.114;-0.073;0.95;1;-14.465;11.78;1.953
0.143;-0.042;0.932;1;-17.395;10.925;6.897
0.165;-0.013;0.923;1;-18.372;8.606;12.207
0.179;0.029;0.93;1;-17.822;4.211;16.113
0.191;0.069;0.934;1;-16.785;0.366;18.921
0.215;0.108;0.948;1;-16.541;-1.709;20.447
0.248;0.159;0.971;1;-18.127;-3.601;18.738
0.249;0.181;1;1;-18.86;-6.958;15.259
0.251;0.196;1.027;1;-16.174;-10.498;12.207
0.245;0.201;1.054;1;-12.146;-12.329;7.996
0.236;0.209;1.072;1;-7.568;-11.414;2.808
0.224;0.206;1.077;1;-2.502;-9.155;-1.709
0.209;0.186;1.068;1;2.014;-6.592;-5.981
0.183;0.158;1.057;1;5.188;-3.845;-9.705
0.156;0.128;1.052;1;7.141;-1.953;-11.536
0.134;0.108;1.044;1;8.179;-0.61;-11.414
0.127;0.087;1.033;1;9.766;0.183;-9.949
0.127;0.069;1.022;1;11.475;0.122;-8.118
0.127;0.061;1.007;1;11.963;0.793;-6.531
0.129;0.051;0.995;1;12.024;2.563;-6.104
0.128;0.04;0.977;1;11.108;3.845;-6.653
0.113;0.029;0.964;1;9.583;4.211;-6.47
0.108;0.025;0.954;1;8.789;3.54;-5.249
0.114;0.024;0.952;1;8.057;1.404;-4.211
0.113;0.021;0.955;1;7.507;-0.732;-3.479
0.115;0.027;0.954;1;7.141;-1.221;-3.479
0.116;0.022;0.959;1;6.531;-1.343;-4.639
0.114;0.012;0.96;1;5.432;0;-7.08
0.111;0.003;0.949;1;3.296;3.357;-10.681
0.104;-0.008;0.935;1;0;8.118;-14.343
0.095;-0.019;0.922;1;-3.235;12.634;-16.602
0.08;-0.03;0.914;1;-4.578;14.893;-16.602
0.062;-0.041;0.907;1;-3.845;13.733;-14.648
0.06;-0.064;0.913;1;-1.892;10.376;-10.986
0.043;-0.07;0.923;1;-2.136;6.042;-6.47
0.043;-0.072;0.926;1;-2.991;3.357;-2.502
0.058;-0.058;0.937;1;-5.127;2.808;1.221
0.073;-0.045;0.945;1;-7.996;3.113;4.7
-0.026;2.634;0.464;1;-164.673;-47.974;201.355
0.02;2.694;0.65;1;-158.936;-12.878;175.354
0.329;2.826;0.882;1;-157.532;2.502;181.763
0.779;3.006;1.269;1;-161.682;10.62;198.669
1.109;3.134;1.627;1;-157.715;11.841;187.927
1.346;3.118;1.836;1;-131.531;11.475;150.818
1.497;2.848;1.836;1;-82.214;28.015;109.802
1.513;2.49;1.584;1;-23.987;53.833;66.589
1.364;2.182;1.284;1;22.888;64.27;17.273
1.097;1.826;1.06;1;55.664;54.81;-27.466
0.844;1.5;0.897;1;81.177;37.048;-59.265
0.628;1.192;0.754;1;101.318;16.968;-78.674
0.43;0.976;0.616;1;112;-4.883;-93.75
0.312;0.792;0.522;1;111.694;-17.944;-104.675
0.25;0.632;0.482;1;101.074;-21.79;-109.68
0.2;0.529;0.49;1;82.825;-21.912;-112.671
0.144;0.476;0.539;1;62.988;-19.958;-112.488
0.086;0.463;0.608;1;47.791;-17.273;-107.544
0.061;0.481;0.66;1;40.527;-18.555;-99.609
0.086;0.538;0.711;1;37.537;-22.4;-91.675
0.084;0.613;0.776;1;36.804;-23.437;-86.487
0.059;0.682;0.81;1;40.161;-22.766;-84.9
0.047;0.702;0.804;1;47.058;-21.851;-86.06
0.05;0.667;0.795;1;53.467;-20.02;-89.111
0.054;0.617;0.775;1;55.542;-13.245;-92.102
0.078;0.523;0.739;1;54.016;-0.793;-95.215
0.129;0.38;0.669;1;51.941;13.123;-97.778
0.15;0.255;0.606;1;49.5;19.836;-99.06
0.157;0.166;0.575;1;44.861;14.709;-96.436
0.167;0.081;0.591;1;38.147;2.319;-89.905
0.126;0.021;0.625;1;29.663;-13.611;-83.252
0.062;0.055;0.687;1;20.081;-31.433;-77.087
0.019;0.138;0.811;1;9.094;-46.814;-69.885
-0.034;0.181;0.983;1;-0.244;-55.725;-65.186
-0.078;0.17;1.143;1;-3.662;-54.321;-65.063
-0.072;0.142;1.246;1;-1.038;-44.8;-67.261
-0.069;0.127;1.263;1;5.981;-31.616;-71.838
-0.071;0.103;1.224;1;14.038;-18.799;-77.881
-0.082;0.04;1.185;1;19.592;-8.057;-81.726
-0.109;-0.028;1.144;1;26.245;1.221;-81.238
-0.147;-0.094;1.089;1;35.461;4.211;-79.163
-0.209;-0.142;1.057;1;43.579;-0.305;-76.355
-0.263;-0.165;1.052;1;47.363;-6.226;-69.275
-0.282;-0.197;1.053;1;47.363;-7.751;-58.35
-0.268;-0.234;1.042;1;45.288;-2.38;-48.828
-0.228;-0.261;1.037;1;39.246;4.944;-40.161
-0.179;-0.298;1.031;1;30.579;13.916;-33.691
-0.159;-0.346;1.016;1;24.597;23.01;-32.471
-0.161;-0.387;1.002;1;21.545;29.175;-33.325
-0.14;-0.4;0.98;1;21.24;33.142;-32.776
-0.113;-0.407;0.944;1;23.132;36.072;-30.151
-0.098;-0.433;0.911;1;25.33;41.443;-27.954
-0.082;-0.464;0.886;1;25.757;46.143;-28.992
-0.012;-0.527;0.87;1;23.682;49.194;-28.992
0.104;-0.64;0.844;1;21.301;53.955;-26.062
0.241;-0.756;0.775;1;18.677;60.486;-23.01
0.392;-0.803;0.7;1;12.39;60.12;-21.79
0.468;-0.795;0.686;1;-0.61;45.776;-25.574
0.411;-0.691;0.729;1;-16.602;20.447;-35.339
0.185;-0.479;0.834;1;-30.396;-12.451;-51.086
-0.05;-0.375;0.958;1;-38.513;-43.884;-66.406
-0.296;-0.328;1.13;1;-40.649;-60.852;-72.51
-0.471;-0.301;1.281;1;-38.025;-62.195;-64.941
-0.519;-0.306;1.357;1;-27.954;-48.95;-44.495
-0.459;-0.335;1.323;1;-12.085;-30.64;-22.888
-0.35;-0.325;1.207;1;1.038;-13.916;-10.498
-0.245;-0.338;1.089;1;5.981;1.099;-5.31
-0.182;-0.371;1.007;1;5.005;13.123;-3.296
-0.113;-0.401;0.943;1;0.671;21.912;-0.61
-0.039;-0.422;0.893;1;-4.578;25.757;5.249
0.056;-0.408;0.848;1;-9.827;25.33;13.489
0.143;-0.356;0.807;1;-13.55;21.667;20.569
0.194;-0.302;0.813;1;-15.259;15.015;23.499
0.214;-0.258;0.841;1;-14.954;7.507;21.057
0.225;-0.22;0.882;1;-14.099;1.038;13.794
0.188;-0.199;0.923;1;-14.648;-3.54;4.15
0.145;-0.196;0.959;1;-15.503;-5.066;-3.54
0.124;-0.193;0.968;1;-15.991;-4.15;-8.789
0.148;-0.189;0.932;1;-16.418;-3.54;-11.658
0.173;-0.183;0.886;1;-17.761;-7.568;-13.489
0.15;-0.173;0.895;1;-21.057;-16.174;-13.672
0.105;-0.164;0.948;1;-25.94;-23.193;-8.301
0.108;-0.137;0.986;1;-28.564;-24.841;2.441
0.138;-0.077;1.005;1;-30.64;-24.841;13.306
0.182;-0.005;1.016;1;-32.471;-23.56;20.874
0.217;0.055;1.031;1;-33.997;-19.836;22.827
0.232;0.108;1.05;1;-33.569;-15.625;20.691
0.247;0.147;1.05;1;-29.541;-12.268;18.494
0.265;0.178;1.044;1;-23.376;-10.132;15.93
0.277;0.195;1.033;1;-17.151;-8.667;12.634
0.27;0.193;1.033;1;-11.719;-6.897;9.705
0.261;0.181;1.03;1;-7.568;-4.15;6.592
0.249;0.164;1.028;1;-4.395;-1.404;2.93
0.234;0.144;1.041;1;-2.075;0.671;-0.061
0.212;0.114;1.045;1;0;3.235;-2.075
0.194;0.087;1.047;1;2.136;4.578;-4.333
0.158;0.052;1.05;1;5.005;2.93;-7.202
0.127;0.02;1.045;1;7.935;0.671;-9.033
0.107;-0.008;1.026;1;9.888;-0.122;-9.46
0.099;-0.033;1.003;1;10.437;-0.244;-9.338
0.095;-0.045;0.982;1;9.399;0.488;-8.972
0.085;-0.057;0.965;1;7.751;0.916;-7.812
0.081;-0.064;0.95;1;6.47;0.366;-6.226
0.087;-0.062;0.931;1;6.226;-0.61;-3.906
0.101;-0.054;0.908;1;5.615;-1.709;-1.77
0.114;-0.046;0.893;1;4.456;-2.136;-0.427
0.13;-0.041;0.889;1;2.502;-1.587;0.793
0.149;-0.031;0.886;1;0.305;-0.305;1.831
0.163;-0.024;0.882;1;-1.404;0.549;2.075
0.177;-0.023;0.875;1;-2.625;0.793;1.709
0.19;-0.023;0.867;1;-4.333;1.038;0.977
0.194;-0.024;0.864;1;-6.775;1.038;0.488
0.192;-0.022;0.862;1;-9.46;0.671;-0.122
0.19;-0.019;0.881;1;-11.719;-0.671;-0.183
0.185;-0.004;0.917;1;-13.367;-4.272;0.916
0.182;0.012;0.958;1;-14.16;-8.484;2.625
0.174;0.029;0.991;1;-12.939;-11.719;3.479
0.163;0.042;1.021;1;-12.085;-13.184;2.991
0.151;0.061;1.037;1;-11.353;-12.573;1.831
-0.373;-1.012;1.188;1;70.007;55.969;5.127
-0.397;-1.105;1.064;1;79.468;57.129;3.845
-0.425;-1.201;0.93;1;87.036;51.208;6.775
-0.447;-1.272;0.81;1;90.332;37.598;12.878
-0.468;-1.332;0.714;1;88.318;20.447;23.499
-0.495;-1.366;0.631;1;79.224;2.991;35.828
-0.531;-1.38;0.566;1;65.063;-9.033;51.636
-0.551;-1.336;0.473;1;46.997;-14.954;72.266
-0.567;-1.248;0.388;1;26.062;-14.771;95.337
-0.569;-1.102;0.277;1;2.319;-11.047;120.117
-0.561;-0.917;0.165;1;-23.193;-6.409;145.325
-0.525;-0.684;0.054;1;-50.171;-4.333;172.791
-0.435;-0.369;-0.036;1;-74.829;-7.019;198.425
-0.308;-0.057;-0.109;1;-95.276;-16.174;215.149
-0.192;0.42;-0.174;1;-112;-28.503;221.313
-0.036;0.88;-0.165;1;-124.512;-41.87;214.6
0.08;1.232;-0.093;1;-132.019;-52.429;200.439
0.082;1.45;-0.01;1;-134.155;-58.838;185.12
-0.012;1.657;0.08;1;-133.85;-63.66;169.495
-0.023;1.867;0.144;1;-139.648;-62.378;160.828
0.141;2.105;0.225;1;-156.006;-53.406;163.879
0.394;2.328;0.372;1;-175.903;-44.617;168.152
0.601;2.537;0.589;1;-192.871;-45.837;160.767
0.729;2.746;0.883;1;-200.073;-62.561;142.09
0.845;2.838;1.272;1;-195.862;-80.994;118.042
0.918;2.75;1.655;1;-180.481;-86.426;92.712
0.932;2.593;1.935;1;-147.156;-69.885;66.467
0.918;2.377;1.982;1;-92.285;-31.494;39.246
0.867;2.147;1.78;1;-25.635;7.019;10.193
0.734;1.894;1.494;1;27.405;25.452;-21.851
0.611;1.602;1.239;1;60.547;29.724;-47.18
0.525;1.348;1.029;1;80.872;30.334;-60.913
0.431;1.119;0.856;1;91.858;24.292;-68.97
0.391;0.976;0.722;1;95.093;15.503;-77.393
0.347;0.901;0.627;1;91.064;6.226;-82.336
0.308;0.865;0.607;1;81.055;-2.319;-83.435
0.285;0.88;0.629;1;69.702;-5.92;-82.214
0.276;0.93;0.653;1;60.547;-8.362;-80.078
0.31;1.027;0.672;1;54.321;-14.038;-80.2
0.307;1.109;0.732;1;52.979;-22.705;-85.938
0.277;1.125;0.796;1;59.692;-27.466;-94.604
0.21;1.083;0.835;1;71.228;-25.94;-104.614
0.105;0.988;0.839;1;83.496;-21.912;-113.342
0.034;0.859;0.819;1;92.224;-16.235;-119.08
-0.027;0.728;0.783;1;96.436;-7.751;-120.422
-0.036;0.596;0.721;1;97.839;0.61;-116.333
-0.016;0.5;0.666;1;95.642;3.845;-109.375
-0.008;0.446;0.629;1;90.515;-0.244;-102.539
-0.022;0.391;0.642;1;84.29;-9.277;-96.13
-0.045;0.315;0.695;1;76.111;-19.409;-92.102
-0.07;0.234;0.76;1;68.604;-24.719;-89.844
-0.107;0.175;0.808;1;63.11;-23.56;-89.355
-0.133;0.138;0.848;1;58.594;-20.325;-88.44
-0.147;0.104;0.878;1;54.688;-15.869;-85.083
-0.144;0.044;0.911;1;52.917;-8.484;-81.604
-0.145;-0.047;0.95;1;52.795;-1.953;-80.017
-0.165;-0.156;0.996;1;53.772;0.916;-80.139
-0.217;-0.235;1.022;1;55.847;1.587;-80.444
-0.244;-0.315;1.022;1;60.669;2.441;-77.332
-0.25;-0.388;1.01;1;66.956;5.31;-72.144
-0.273;-0.434;0.982;1;72.205;7.08;-69.397
-0.305;-0.472;0.949;1;74.402;8.667;-67.871
-0.322;-0.502;0.938;1;72.876;11.963;-65.552
-0.369;-0.559;0.94;1;70.129;18.86;-62.195
-0.391;-0.622;0.918;1;67.444;27.283;-59.143
-0.378;-0.693;0.906;1;64.026;34.607;-54.749
-0.349;-0.745;0.889;1;58.594;39.001;-48.34
-0.309;-0.801;0.881;1;52.246;44.067;-40.344
-0.184;-0.904;0.856;1;45.044;49.805;-32.043
0.021;-1.057;0.798;1;36.682;56.702;-22.034
0.221;-1.189;0.72;1;25.391;61.401;-10.071
0.378;-1.209;0.675;1;6.409;53.894;-3.174
0.387;-1.092;0.735;1;-20.081;31.006;-6.836
0.228;-0.882;0.858;1;-48.828;-3.418;-20.264
-0.052;-0.627;1.002;1;-68.726;-40.771;-33.63
-0.328;-0.414;1.188;1;-76.599;-69.58;-43.884
-0.493;-0.302;1.347;1;-72.754;-77.209;-45.654
-0.53;-0.239;1.424;1;-55.664;-60.669;-35.522
-0.472;-0.244;1.419;1;-25.208;-35.645;-21.606
-0.342;-0.248;1.274;1;7.263;-15.198;-11.597
-0.214;-0.266;1.095;1;30.762;0.916;-9.338
-0.146;-0.31;0.966;1;42.664;12.024;-12.756
-0.097;-0.359;0.882;1;43.213;17.944;-14.526
-0.031;-0.379;0.822;1;35.339;24.78;-11.169
0.055;-0.369;0.77;1;25.574;30.884;-4.395
0.16;-0.337;0.716;1;18.127;33.386;2.991
0.27;-0.303;0.657;1;13.428;33.447;9.644
0.34;-0.273;0.62;1;9.827;30.457;11.414
0.369;-0.252;0.628;1;4.15;24.109;9.583
0.346;-0.248;0.686;1;-3.357;14.404;7.141
0.286;-0.247;0.782;1;-8.911;2.136;3.906
0.217;-0.239;0.866;1;-10.803;-9.033;1.038
0.155;-0.231;0.934;1;-10.681;-17.334;-0.488
0.103;-0.23;0.983;1;-8.911;-20.813;-0.854
0.076;-0.236;1.016;1;-7.263;-19.714;-0.977
0.08;-0.236;1.025;1;-7.08;-14.954;-1.099
0.098;-0.234;1.019;1;-7.751;-9.46;-1.465
0.111;-0.233;1.016;1;-7.935;-5.92;-2.136
0.112;-0.229;1.009;1;-6.653;-5.188;-2.38
0.122;-0.225;1.004;1;-4.089;-5.005;-1.587
0.13;-0.217;1;1;-1.648;-4.333;-0.183
0.139;-0.207;0.985;1;-0.183;-2.319;1.221
0.149;-0.202;0.962;1;0.183;0.977;2.014
0.154;-0.195;0.944;1;-1.038;4.15;2.441
0.149;-0.191;0.934;1;-2.563;5.493;3.601
0.143;-0.187;0.924;1;-2.319;4.395;5.127
0.145;-0.177;0.905;1;-1.221;2.38;6.958
0.159;-0.162;0.901;1;-1.892;0.305;8.667
0.156;-0.157;0.926;1;-4.028;-1.709;9.521
0.148;-0.149;0.948;1;-5.432;-3.418;8.545
0.149;-0.133;0.945;1;-5.188;-4.456;6.958
0.157;-0.121;0.958;1;-5.493;-4.761;6.836
0.158;-0.12;0.978;1;-6.531;-3.906;7.019
0.16;-0.114;0.996;1;-6.165;-2.075;5.676
0.157;-0.111;0.999;1;-4.639;-0.671;2.869
0.161;-0.113;0.974;1;-2.136;0.61;0.244
0.172;-0.118;0.95;1;0.061;0.732;-1.282
0.178;-0.132;0.935;1;1.099;0.305;-0.916
0.184;-0.139;0.922;1;1.709;0.183;0.732
-0.417;-1.131;1.086;1;30.029;34.546;5.066
-0.44;-1.213;1.009;1;31.738;36.865;9.949
-0.45;-1.267;0.922;1;30.884;36.133;20.02
-0.459;-1.311;0.852;1;26.367;32.288;32.898
-0.468;-1.321;0.78;1;19.409;25.024;45.41
-0.481;-1.307;0.721;1;10.559;15.198;57.312
-0.508;-1.272;0.698;1;0.793;5.615;69.458
-0.5;-1.212;0.656;1;-5.554;0.61;82.214
-0.507;-1.164;0.626;1;-8.911;-2.136;96.558
-0.541;-1.099;0.612;1;-16.479;-5.066;111.816
-0.556;-0.996;0.572;1;-26.184;-5.432;126.16
-0.567;-0.832;0.508;1;-39.001;-3.357;139.771
-0.55;-0.655;0.464;1;-54.81;1.16;151.917
-0.517;-0.422;0.427;1;-68.848;7.629;161.194
-0.456;-0.163;0.393;1;-78.064;14.771;169.128
-0.339;0.143;0.385;1;-79.834;18.86;174.866
-0.201;0.394;0.419;1;-69.275;18.616;172.546
-0.153;0.656;0.426;1;-48.889;14.099;162.842
-0.111;0.942;0.353;1;-29.114;7.629;151.978
-0.062;1.168;0.294;1;-15.747;2.747;141.785
-0.076;1.313;0.246;1;-14.038;-2.93;134.705
-0.091;1.435;0.184;1;-23.865;-9.399;134.338
0.016;1.643;0.176;1;-43.518;-18.25;142.517
0.209;1.95;0.289;1;-73.181;-30.579;154.358
0.417;2.195;0.518;1;-108.093;-48.584;163.086
0.57;2.357;0.87;1;-136.23;-66.772;159.79
0.672;2.517;1.283;1;-148.376;-75.928;150.146
0.85;2.602;1.626;1;-143.921;-74.402;137.756
1.03;2.595;1.904;1;-130.737;-55.115;116.943
1.122;2.451;2;1;-106.14;-18.799;91.37
1.164;2.21;1.878;1;-71.777;19.348;57.678
1.142;1.962;1.64;1;-33.875;42.053;22.095
1.07;1.753;1.372;1;0.671;48.34;-5.981
1.016;1.553;1.117;1;29.602;45.471;-27.466
0.912;1.355;0.931;1;51.636;34.424;-46.509
0.784;1.185;0.808;1;64.453;20.081;-64.453
0.658;1.062;0.723;1;70.435;9.46;-76.721
0.54;0.971;0.671;1;70.679;0.366;-83.252
0.476;0.93;0.628;1;66.833;-3.052;-86.121
0.456;0.886;0.592;1;60.242;-0.549;-86.487
0.431;0.855;0.561;1;51.88;0.244;-87.28
0.387;0.857;0.55;1;43.945;-6.531;-88.501
0.354;0.891;0.587;1;37.17;-21.912;-86.853
0.312;0.953;0.658;1;31.86;-36.926;-82.214
0.286;1.022;0.76;1;27.771;-46.631;-78.369
0.241;1.024;0.851;1;25.513;-48.096;-78.308
0.191;0.979;0.896;1;27.71;-38.086;-81.36
0.179;0.905;0.886;1;33.63;-23.437;-85.388
0.184;0.803;0.859;1;42.725;-13.306;-89.661
0.172;0.706;0.812;1;53.101;-11.536;-94.238
0.147;0.582;0.787;1;61.035;-18.86;-97.839
0.091;0.437;0.783;1;67.2;-29.541;-100.403
0.014;0.292;0.79;1;72.388;-39.063;-102.722
-0.062;0.159;0.804;1;75.195;-46.936;-103.882
-0.134;0.04;0.829;1;74.097;-52.063;-103.027
-0.155;-0.07;0.853;1;68.848;-50.903;-100.464
-0.161;-0.189;0.865;1;60.974;-43.701;-97.046
-0.172;-0.245;0.877;1;50.293;-37.903;-93.689
-0.217;-0.284;0.94;1;37.72;-36.255;-88.623
-0.261;-0.332;1.004;1;29.297;-32.043;-78.735
-0.273;-0.333;1.021;1;29.114;-23.804;-65.43
-0.266;-0.31;1.031;1;32.593;-19.043;-52.917
-0.274;-0.341;1.066;1;35.645;-17.151;-44.678
-0.29;-0.382;1.065;1;39.978;-10.803;-40.405
-0.278;-0.365;1.053;1;42.419;-3.174;-36.865
-0.218;-0.421;1.076;1;40.833;5.127;-33.02
-0.172;-0.491;1.088;1;40.039;19.409;-31.128
-0.16;-0.568;1.065;1;40.405;35.217;-33.752
-0.157;-0.575;1.037;1;39.307;47.058;-40.527
-0.144;-0.588;1.024;1;38.391;53.162;-45.898
-0.142;-0.66;1.014;1;41.199;59.326;-46.204
-0.089;-0.739;0.972;1;48.096;64.941;-43.823
0.046;-0.854;0.896;1;53.65;66.162;-40.222
0.236;-0.971;0.78;1;54.321;65.796;-34.363
0.41;-1.066;0.656;1;47.424;60.547;-30.09
0.505;-1.055;0.587;1;30.64;44.312;-33.142
0.424;-0.935;0.608;1;5.737;14.526;-46.143
0.214;-0.769;0.7;1;-20.386;-18.982;-64.758
-0.075;-0.57;0.82;1;-40.527;-47.974;-77.759
-0.419;-0.462;1.044;1;-52.063;-69.58;-84.229
-0.614;-0.415;1.245;1;-49.805;-69.092;-75.134
-0.575;-0.402;1.322;1;-27.771;-47.607;-49.438
-0.468;-0.459;1.274;1;5.31;-29.541;-28.748
-0.391;-0.465;1.107;1;35.4;-19.714;-23.865
-0.316;-0.454;0.933;1;52.612;-9.644;-26.062
-0.266;-0.487;0.833;1;53.772;2.441;-25.94
-0.205;-0.523;0.763;1;46.753;16.724;-20.63
-0.125;-0.528;0.682;1;37.354;28.87;-11.963
-0.046;-0.512;0.619;1;27.954;31.311;-0.183
0.055;-0.468;0.596;1;19.531;26.55;13.123
0.115;-0.442;0.604;1;12.817;19.287;21.851
0.167;-0.421;0.61;1;6.348;11.719;24.475
0.196;-0.395;0.64;1;-3.235;4.761;23.56
0.187;-0.367;0.698;1;-16.113;0.061;21.545
0.178;-0.314;0.771;1;-28.992;-2.441;20.447
0.169;-0.268;0.867;1;-39.185;-5.249;21.118
0.15;-0.228;0.956;1;-43.335;-9.399;22.583
0.136;-0.202;1.024;1;-41.26;-13.123;24.231
0.134;-0.171;1.075;1;-35.034;-15.564;25.879
0.161;-0.147;1.111;1;-27.893;-16.418;27.1
0.198;-0.126;1.123;1;-21.118;-14.587;26.672
0.235;-0.11;1.114;1;-15.32;-10.376;23.804
0.267;-0.101;1.084;1;-10.681;-5.188;19.714
0.287;-0.088;1.046;1;-6.836;-0.61;15.015
0.302;-0.083;1.012;1;-4.578;1.831;10.437
0.315;-0.079;0.987;1;-3.54;3.235;6.592
0.313;-0.088;0.974;1;-2.808;3.052;2.991
0.3;-0.092;0.958;1;-2.625;2.93;0.061
0.272;-0.106;0.954;1;-2.136;3.418;-2.319
0.219;-0.127;0.964;1;-1.465;3.052;-4.517
0.173;-0.145;0.975;1;-1.404;2.014;-5.31
0.143;-0.156;0.975;1;-1.404;0.793;-4.211
0.116;-0.161;0.977;1;-1.282;-0.793;-2.38
0.105;-0.163;0.988;1;-1.953;-3.418;-0.244
0.107;-0.154;0.996;1;-2.258;-4.944;2.502
0.12;-0.14;0.994;1;-1.953;-4.7;4.15
0.152;-0.121;0.989;1;-1.648;-3.113;5.188
0.172;-0.112;0.981;1;-1.038;-0.916;4.578
0.172;-0.106;0.957;1;0.488;1.099;1.831
-0.351;-1.158;1.109;1;17.761;-9.644;10.437
-0.435;-1.215;1.041;1;17.944;-4.211;11.597
-0.505;-1.267;0.96;1;15.076;0.366;15.381
-0.582;-1.332;0.888;1;9.888;2.686;25.33
-0.641;-1.39;0.833;1;2.38;2.686;40.1
-0.695;-1.411;0.765;1;-5.127;0.793;56.946
-0.713;-1.384;0.678;1;-11.597;-2.38;77.454
-0.725;-1.295;0.567;1;-20.264;-7.385;103.088
-0.709;-1.142;0.447;1;-33.63;-12.573;133.789
-0.699;-0.932;0.326;1;-52.368;-19.348;163.757
-0.685;-0.639;0.204;1;-75.378;-27.161;190.186
-0.587;-0.214;0.089;1;-97.29;-35.706;213.074
-0.482;0.219;0.066;1;-112.854;-50.72;228.821
-0.362;0.674;0.119;1;-118.835;-72.021;234.436
-0.193;1.146;0.211;1;-115.906;-93.262;227.173
