acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z,target
-530,-716,3473,42,-119,-1364,1
-512,-834,3604,21,-118,-1300,1
-534,-1088,3479,36,-123,-1245,1
-552,-984,3367,81,-151,-1181,1
-603,-1113,3305,102,-176,-1147,1
-636,-1207,3393,134,-219,-1100,1
-605,-1303,3491,165,-257,-1053,1
-557,-1457,3522,196,-266,-994,1
-461,-1622,3648,218,-283,-928,1
-425,-1447,3617,237,-278,-839,1
-428,-1327,3334,267,-282,-798,1
-390,-1752,3444,283,-327,-764,1
-323,-1895,3556,299,-347,-656,1
-349,-1822,3267,314,-342,-528,1
-410,-1644,3012,323,-386,-404,1
-386,-1449,3205,311,-467,-292,1
-429,-947,3231,304,-505,-186,1
-481,-201,3039,307,-538,-141,1
-478,138,3212,283,-580,-192,1
-557,-48,3028,282,-595,-261,1
-597,84,2877,313,-638,-275,1
-614,335,2689,327,-680,-305,1
-651,116,2576,293,-746,-359,1
-580,-209,2785,265,-828,-367,1
-548,8,2697,258,-855,-324,1
-586,260,2168,238,-890,-324,1
-574,193,2005,237,-1004,-355,1
-438,60,2261,259,-1136,-378,1
-380,-68,2211,273,-1215,-380,1
-274,-10,2191,280,-1318,-358,1
-90,35,2689,258,-1428,-350,1
80,-167,2893,273,-1479,-356,1
275,-104,3062,317,-1518,-345,1
512,-407,3519,326,-1550,-358,1
651,-728,4105,321,-1535,-303,1
812,-190,4351,323,-1459,-198,1
795,29,4313,331,-1346,-193,1
825,-96,4546,358,-1352,-189,1
948,318,4956,375,-1316,-161,1
908,88,5002,353,-1237,-209,1
1015,-677,5102,311,-1083,-188,1
1075,-878,4953,308,-1058,-119,1
1168,-1035,5279,315,-1064,-33,1
1275,-802,5615,338,-1035,75,1
1380,-583,6010,342,-978,150,1
1436,-327,6430,310,-881,208,1
1367,20,6271,294,-727,231,1
1315,-10,6118,303,-614,205,1
1314,-247,6339,304,-523,199,1
1282,-307,6256,294,-389,235,1
1215,-309,5797,291,-270,269,1
1262,-556,5878,270,-224,298,1
1262,-556,5878,270,-224,298,1
1318,-763,5996,245,-140,353,1
1335,-836,5667,245,-19,410,1
1340,-1045,5243,279,67,447,1
1383,-1450,5117,327,117,497,1
1407,-1854,5159,368,177,594,1
1424,-1987,5004,410,266,738,1
1403,-1779,4771,427,352,906,1
1394,-1282,4206,466,422,1038,1
1361,-955,3681,543,413,1082,1
1330,-975,3548,605,347,1108,1
1349,-1093,3705,667,268,1169,1
1462,-1014,4461,686,212,1283,1
1445,-537,4960,657,277,1430,1
1381,372,4900,605,409,1549,1
1275,1030,4710,518,523,1562,1
1126,1368,4372,408,604,1512,1
938,1551,3756,318,636,1443,1
834,1394,3650,228,573,1371,1
787,1466,3807,153,508,1344,1
657,1839,3792,62,473,1324,1
623,2078,3946,-55,441,1272,1
602,2041,3993,-76,446,1181,1
487,1909,3703,-67,463,1112,1
554,1959,3691,-95,414,1076,1
502,2063,3841,-158,377,1034,1
377,2376,3564,-201,371,993,1
325,2837,3365,-203,315,897,1
342,2686,3707,-252,232,747,1
353,2351,3922,-335,214,642,1
367,2215,3868,-393,229,582,1
393,2048,3666,-444,233,522,1
394,1821,3557,-497,194,469,1
422,1737,3689,-547,115,435,1
577,1599,4363,-463,102,365,1
414,1686,3783,-370,190,312,1
539,1863,3727,-340,138,237,1
588,1218,3926,-407,98,127,1
605,553,4095,-460,86,123,1
605,972,3768,-469,144,212,1
595,924,3673,-493,103,170,1
613,655,3906,-515,61,130,1
595,486,3832,-515,55,124,1
538,474,3816,-515,35,124,1
496,425,3953,-456,15,107,1
538,388,4173,-364,11,88,1
611,205,4318,-337,42,74,1
555,24,4041,-315,91,78,1
497,-138,3785,-265,85,101,1
523,-203,3839,-219,36,143,1
541,-140,4048,-201,8,199,1
516,339,3923,-186,15,239,1
467,735,3649,-156,-14,186,1
478,492,3851,-138,-87,79,1
517,236,4246,-124,-114,30,1
555,102,4231,-118,-87,17,1
545,-22,4167,-124,-69,17,1
494,22,4160,-149,-63,31,1
533,-28,4250,-194,-51,41,1
555,-222,4214,-200,-16,56,1
570,-129,4120,-193,-10,95,1
623,125,4324,-193,-28,112,1
579,153,4249,-180,1,89,1
551,67,4213,-172,3,68,1
580,120,4401,-155,3,57,1
522,94,4108,-119,46,31,1
461,-30,3785,-95,38,4,1
499,-223,3952,-95,-16,-1,1
522,-276,4176,-118,-36,27,1
517,-85,4090,-126,-15,59,1
517,-54,4006,-137,-15,54,1
536,-160,4050,-144,-24,43,1
539,-254,4013,-158,-24,50,1
548,-308,4077,-178,-25,71,1
560,-349,4123,-160,-10,97,1
597,-72,4193,-126,3,123,1
591,268,4095,-109,25,96,1
560,-9,3990,-118,26,22,1
564,-269,4113,-112,7,7,1
577,-253,4188,-102,13,35,1
593,-97,4263,-103,22,54,1
559,68,4242,-108,44,47,1
511,25,3996,-98,61,9,1
493,-114,3921,-86,42,-15,1
513,-250,3995,-67,22,-20,1
525,-317,4035,-41,14,-9,1
530,-263,4106,-31,13,15,1
550,-130,4200,-31,19,31,1
988,725,6360,263,477,86,1
887,229,6348,171,578,7,1
775,-167,6188,122,689,25,1
671,139,5816,134,774,90,1
586,451,5694,129,809,91,1
516,367,5761,112,842,52,1
514,265,5829,109,895,35,1
506,301,5661,113,964,28,1
506,285,5604,96,1014,12,1
542,273,5575,72,1076,6,1
513,331,5237,88,1152,-7,1
464,378,5008,117,1184,-35,1
448,389,4974,123,1200,-63,1
411,233,4920,123,1233,-94,1
347,156,4735,124,1282,-98,1
235,176,4341,128,1325,-98,1
109,217,3767,127,1327,-103,1
-43,214,3320,135,1262,-124,1
-101,3,3569,142,1142,-142,1
-51,-42,4058,132,1093,-112,1
-135,290,3590,110,1161,-87,1
-200,180,3491,97,1148,-122,1
-285,-1,3279,99,1144,-126,1
-291,57,3216,102,1119,-102,1
-308,44,3300,68,1103,-85,1
-366,148,3217,20,1117,-56,1
-499,501,2663,14,1138,-50,1
-702,544,1993,37,1082,-104,1
-820,406,1894,48,935,-142,1
-928,405,1880,42,798,-140,1
-1017,534,1727,44,667,-128,1
-1001,641,2013,40,510,-135,1
-941,637,2440,21,406,-150,1
-925,684,2651,15,367,-157,1
-906,784,2914,0,348,-161,1
-933,1000,2924,-8,369,-162,1
-979,1257,2729,-12,380,-187,1
-1059,1608,2453,-6,356,-231,1
-1093,2009,2322,22,287,-319,1
-1092,1844,2531,50,197,-463,1
-1067,1474,2897,39,130,-544,1
-1077,1689,2933,6,117,-551,1
-1155,1986,2804,-19,87,-604,1
-1183,1827,3195,-43,30,-698,1
-1154,1888,3341,-41,42,-762,1
-1241,1946,2834,-57,66,-842,1
-1256,1707,2652,-93,-1,-939,1
-1206,1494,3010,-120,-95,-1007,1
-1104,1244,3384,-108,-153,-1066,1
-987,898,3959,-106,-162,-1105,1
-944,774,4300,-107,-84,-1099,1
-887,1046,3686,-83,43,-1102,1
-939,953,3098,-60,32,-1189,1
-875,759,3347,-55,-63,-1271,1
-816,336,3490,-25,-103,-1342,1
-763,-209,3689,-4,-122,-1360,1
-706,-482,3721,6,-106,-1316,1
-718,-557,3434,15,-80,-1255,1
-747,-614,3100,17,-105,-1204,1
-742,-681,2981,33,-187,-1164,1
-661,-919,3286,37,-273,-1133,1
-631,-1295,3470,42,-292,-1064,1
-583,-1448,3377,49,-276,-948,1
-537,-1385,3150,65,-285,-838,1
-456,-1249,3082,64,-329,-768,1
-447,-1347,2910,70,-371,-746,1
-464,-1695,2859,109,-428,-711,1
-394,-1775,3019,179,-478,-623,1
-374,-1699,2938,227,-483,-519,1
-455,-1380,2484,283,-494,-423,1
-556,-1076,2256,359,-577,-373,1
-561,-967,2351,394,-681,-342,1
-572,-936,2484,396,-757,-299,1
-545,-767,2593,389,-818,-244,1
-527,-554,2594,356,-865,-207,1
-586,-517,2348,334,-914,-197,1
-577,-593,2204,324,-1016,-175,1
-425,-738,2651,295,-1146,-133,1
-315,-753,2972,256,-1202,-57,1
-317,-363,2865,240,-1223,29,1
-190,136,2977,253,-1282,53,1
-61,373,3205,280,-1329,-5,1
39,164,3310,294,-1347,-90,1
164,-172,3308,316,-1359,-142,1
308,-511,3442,333,-1393,-160,1
396,-771,3503,353,-1415,-139,1
413,-969,3457,413,-1440,-85,1
523,-836,3903,453,-1496,12,1
596,-578,4504,426,-1500,111,1
498,-232,4611,384,-1430,192,1
536,148,4774,424,-1447,243,1
675,1000,5424,458,-1447,233,1
661,1036,5533,453,-1365,78,1
732,425,5840,411,-1305,-43,1
823,-34,6064,392,-1210,-49,1
924,-193,6014,328,-1112,28,1
1122,-125,6072,271,-1045,101,1
1250,-176,6353,245,-975,131,1
1297,-183,6516,204,-861,175,1
1306,-19,6394,189,-718,209,1
1304,33,6250,215,-595,193,1
1246,-197,6209,235,-485,162,1
1136,-323,6008,265,-369,177,1
1095,-257,5766,323,-276,213,1
1070,-324,5674,333,-216,252,1
1081,-237,5622,313,-160,313,1
1042,19,5271,269,-91,354,1
1004,-75,5063,221,-64,346,1
1055,-407,5200,193,-44,335,1
1132,-811,5114,194,25,356,1
1231,-1184,4954,229,97,404,1
1360,-1618,4950,284,169,461,1
1478,-2016,4670,337,265,553,1
1508,-2368,4287,408,332,674,1
1500,-2690,4077,510,358,835,1
1424,-2399,3830,619,369,1074,1
1421,-1389,3729,692,338,1292,1
1378,-716,4024,731,292,1369,1
1362,-348,4472,763,295,1392,1
1312,20,4459,747,374,1408,1
1204,127,4164,686,449,1402,1
1044,95,3812,662,456,1400,1
1030,387,3927,643,401,1439,1
1007,807,4133,563,391,1454,1
876,1218,4047,432,410,1438,1
769,1593,3957,315,402,1393,1
720,1650,4117,226,384,1328,1
688,1553,4356,168,391,1272,1
648,1646,4310,141,440,1246,1
606,1802,4146,162,490,1193,1
455,1861,3752,85,512,1146,1
478,2090,3631,-30,460,1120,1
421,2307,3504,-90,412,1041,1
399,2142,3692,-148,346,939,1
471,2096,4013,-209,320,875,1
477,2217,3818,-255,352,810,1
403,2165,3449,-311,347,715,1
428,1836,3391,-360,286,625,1
616,1583,3564,-365,209,582,1
648,1635,3858,-282,192,528,1
662,1792,3698,-229,191,470,1
711,1819,3842,-211,143,378,1
708,1596,4040,-229,116,280,1
640,1392,4042,-230,128,218,1
597,1336,3945,-206,149,182,1
561,1284,3818,-190,154,143,1
467,1152,3684,-216,141,111,1
464,1059,3791,-243,104,97,1
495,1047,3851,-261,90,87,1
517,861,3848,-284,91,65,1
550,695,3873,-285,83,61,1
618,649,4014,-291,72,78,1
625,754,4141,-294,81,89,1
633,776,4128,-269,113,65,1
589,752,4066,-219,136,33,1
606,567,4112,-202,153,-2,1
561,327,3974,-199,183,-13,1
485,200,3726,-170,192,1,1
420,367,3321,-127,169,27,1
317,371,3029,-87,83,17,1
351,182,3397,-70,-48,9,1
423,127,3967,-66,-116,41,1
449,378,4272,-59,-101,81,1
460,653,4255,-52,-54,78,1
452,591,4161,-60,-25,31,1
472,235,4220,-81,-14,-1,1
480,88,4318,-101,3,24,1
496,328,4349,-125,38,65,1
493,397,4199,-120,78,55,1
515,493,4114,-90,86,27,1
498,518,3969,-55,83,-31,1
438,201,3849,-36,61,-81,1
434,10,3994,-23,18,-73,1
437,65,4076,-12,3,-38,1
399,292,4053,2,3,-18,1
427,272,4255,1,-1,-34,1
423,143,4323,-9,22,-36,1
400,170,4208,-14,55,-13,1
396,334,4046,-12,63,3,1
380,445,3977,-11,44,-11,1
402,437,4005,-11,15,-46,1
389,298,4154,-26,-2,-77,1
435,133,4262,-41,-1,-81,1
417,115,4190,-42,15,-64,1
419,74,4140,-43,20,-51,1
443,49,4187,-43,22,-32,1
432,72,4082,-30,38,-10,1
411,88,3996,-20,35,7,1
447,127,4139,-13,20,22,1
447,152,4185,-10,33,33,1
404,183,4052,-13,51,45,1
394,254,3994,-9,46,51,1
402,258,4105,-13,32,47,1
390,293,4120,-18,38,46,1
356,339,4023,-11,45,37,1
384,353,4049,2,37,21,1
373,284,4045,12,36,0,1
352,207,3972,10,31,-7,1
378,280,3948,8,14,-4,1
402,100,4084,5,-2,-13,1
813,261,6982,76,663,-161,1
755,-64,6845,60,818,-138,1
541,-71,6201,83,1040,-38,1
483,18,6043,106,1097,-11,1
486,112,5958,114,1153,10,1
440,247,5741,114,1215,27,1
400,382,5690,134,1258,28,1
400,382,5690,134,1258,28,1
440,565,5636,167,1320,15,1
415,645,5447,139,1398,-14,1
345,598,5102,100,1466,-53,1
270,670,4574,69,1511,-81,1
164,418,4096,42,1505,-134,1
71,130,3803,42,1465,-148,1
-84,384,3225,76,1370,-138,1
-192,191,2876,87,1314,-172,1
-323,46,2510,114,1237,-175,1
-412,104,2248,135,1132,-153,1
-449,203,2160,134,1013,-145,1
-451,0,2546,131,885,-163,1
-433,-236,3143,95,842,-133,1
-570,-47,2712,63,920,-46,1
-752,324,1975,57,922,-1,1
-862,502,1731,82,822,-14,1
-927,608,1637,104,707,-43,1
-1014,545,1530,97,581,-68,1
-1057,535,1485,93,438,-63,1
-1043,687,1641,96,286,-41,1
-841,840,2287,90,140,-29,1
-742,1013,2967,56,74,-25,1
-771,1675,3089,-6,125,-36,1
-784,2016,3145,14,106,-109,1
-812,2097,3423,-28,82,-213,1
-775,1887,3731,-89,90,-308,1
-822,1860,3762,-87,132,-383,1
-898,1806,3563,-101,172,-457,1
-1021,1634,3246,-123,179,-518,1
-1049,1450,3158,-147,135,-549,1
-978,1322,3254,-158,81,-565,1
-955,1266,3467,-178,42,-580,1
-935,1359,3736,-192,38,-595,1
-967,1610,3583,-142,83,-639,1
-1010,1771,3296,-92,96,-732,1
-1044,1718,3105,-71,61,-846,1
-1097,1456,3099,-62,0,-947,1
-1121,1349,3237,-56,-61,-997,1
-1083,1363,3263,-91,-92,-1032,1
-1069,1182,3236,-128,-122,-1095,1
-1038,708,3303,-159,-151,-1157,1
-979,285,3289,-166,-159,-1171,1
-993,56,3132,-184,-170,-1148,1
-1011,-93,3009,-199,-192,-1114,1
-946,-195,3059,-185,-238,-1089,1
-818,-321,3182,-141,-284,-1084,1
-756,-479,3196,-107,-319,-1083,1
-708,-698,3257,-92,-363,-1074,1
-638,-972,3353,-61,-404,-1054,1
-554,-1216,3468,-26,-432,-1016,1
-419,-1513,3663,-17,-455,-962,1
-277,-1712,3853,-2,-453,-886,1
-209,-1782,3842,24,-422,-810,1
-164,-1895,3563,79,-392,-748,1
-133,-2084,3422,170,-414,-689,1
-87,-2262,3617,238,-464,-603,1
-87,-2262,3824,259,-481,-470,1
-147,-2049,3826,268,-463,-323,1
-210,-1631,3611,300,-445,-205,1
-304,-1304,3424,306,-455,-133,1
-360,-1130,3353,291,-479,-80,1
-426,-955,3266,280,-502,-27,1
-500,-683,3130,276,-519,25,1
-565,-369,2885,289,-542,55,1
-618,-87,2678,297,-595,61,1
-665,97,2524,288,-672,48,1
-639,144,2608,254,-778,29,1
-608,133,2814,209,-864,20,1
-593,236,2730,197,-913,21,1
-500,375,2762,189,-985,11,1
-372,436,3034,163,-1051,-15,1
-298,355,3127,130,-1076,-46,1
-263,255,3002,97,-1097,-58,1
-170,185,3035,63,-1152,-59,1
-47,9,3299,43,-1209,-66,1
11,-109,3475,46,-1228,-53,1
46,-52,3485,74,-1236,-27,1
117,170,3528,104,-1264,-5,1
183,384,3586,112,-1303,-12,1
255,473,3695,88,-1349,-30,1
375,396,4069,47,-1399,-59,1
558,271,4554,2,-1404,-81,1
619,25,4704,-39,-1313,-106,1
694,-460,4895,-98,-1268,-77,1
822,-169,5103,-37,-1224,-7,1
983,55,5352,-10,-1167,-4,1
1039,39,5468,-40,-1095,-16,1
1058,56,5605,-60,-1038,-29,1
1094,-68,5859,-65,-978,-47,1
1031,-256,5849,-64,-896,-45,1
1069,-163,5770,-66,-804,-26,1
1014,-136,5359,-59,-625,-53,1
823,-891,5080,-88,-594,-58,1
831,-792,5135,-49,-609,56,1
882,-386,5224,-44,-579,137,1
923,-388,5175,-58,-526,152,1
957,-434,5311,-20,-488,158,1
951,-426,5115,74,-338,213,1
981,-253,5076,136,-290,215,1
971,-309,4947,176,-243,201,1
971,-309,4947,176,-243,201,1
989,-362,4870,212,-217,206,1
1088,-483,5059,230,-207,224,1
1179,-616,5311,229,-162,260,1
1243,-647,5212,210,-72,313,1
1365,-803,5169,200,42,363,1
1344,-1093,4972,222,136,392,1
1306,-1235,4605,265,205,460,1
1271,-1116,4396,310,222,541,1
1253,-1043,4278,322,225,603,1
1219,-1171,4245,315,225,659,1
1211,-1296,4355,323,230,734,1
1224,-1323,4421,342,262,824,1
1231,-1320,4366,379,313,914,1
1186,-1090,4095,410,368,1001,1
1119,-1055,3846,447,373,1053,1
1136,-1043,4136,483,340,1127,1
1171,-533,4218,519,366,1214,1
1079,-101,3830,530,394,1238,1
1075,158,3825,527,350,1212,1
1141,12,4248,514,314,1161,1
1130,-371,4446,494,354,1165,1
1112,-164,4382,484,415,1267,1
1081,433,4273,440,464,1346,1
940,705,3954,371,498,1347,1
893,1042,3458,364,473,1315,1
813,1244,3525,280,432,1223,1
676,729,3437,214,408,1114,1
646,234,3515,175,354,1102,1
656,135,3670,174,326,1169,1
642,395,3669,181,328,1250,1
652,871,3583,165,323,1309,1
671,1494,3423,152,295,1297,1
681,1846,3454,154,239,1207,1
714,2131,3723,183,182,1077,1
766,2095,3917,191,161,928,1
788,1909,4137,165,158,804,1
779,1688,4297,90,180,737,1
743,1823,4195,37,217,718,1
740,2103,4140,-1,234,678,1
709,2214,4095,-60,241,582,1
644,1866,4082,-150,244,470,1
602,1512,4003,-212,254,409,1
555,1343,3798,-233,253,382,1
529,1323,3635,-221,220,351,1
544,1224,3749,-222,164,303,1
596,898,3913,-230,142,271,1
598,879,3999,-189,122,263,1
641,967,4187,-174,118,248,1
616,1012,3952,-144,152,205,1
590,896,3789,-101,142,144,1
604,636,4035,-73,103,92,1
608,501,4159,-55,117,81,1
541,464,3850,-36,145,82,1
506,425,3681,-20,116,80,1
516,334,3799,-18,65,78,1
513,244,3875,-16,38,88,1
495,290,3897,-13,20,115,1
494,530,3937,-13,8,134,1
480,718,3932,-17,-1,110,1
465,647,4045,-18,-19,56,1
496,507,4184,4,-17,10,1
507,267,4188,6,3,-14,1
482,42,4081,-19,19,-1,1
457,83,3977,-43,19,39,1
428,250,3955,-49,7,67,1
418,358,4023,-55,-12,67,1
416,370,4163,-66,-24,54,1
406,250,4211,-89,-10,46,1
407,235,4122,-96,3,46,1
413,231,4120,-86,3,41,1
439,143,4186,-85,3,33,1
436,84,4174,-84,17,40,1
436,207,4012,-66,28,50,1
411,282,3916,-67,7,34,1
432,105,4110,-97,-25,16,1
443,-70,4256,-115,-22,30,1
451,192,4195,-107,1,71,1
446,607,3997,-99,7,60,1
457,499,4018,-93,-11,-19,1
484,52,4262,-84,-24,-73,1
500,-230,4355,-79,3,-50,1
453,-129,4131,-83,45,13,1
415,173,3817,-64,48,45,1
432,320,3797,-26,3,17,1
476,100,4108,-18,-41,-22,1
507,-85,4293,-34,-30,-11,1
498,-26,4151,-37,3,25,1
466,115,3991,-43,4,46,1
453,175,3950,-44,-11,38,1
470,207,4053,-27,-34,22,1
507,291,4216,-4,-35,4,1
-81,218,5423,659,114,87,1
-143,481,5325,719,165,44,1
-227,239,5378,710,187,-6,1
-80,383,5552,715,135,-17,1
65,238,6216,739,151,-35,1
134,356,6445,800,246,-20,1
157,618,6654,683,367,20,1
100,984,6614,575,517,32,1
72,1159,6589,418,656,-1,1
65,997,6564,264,799,-66,1
26,667,6361,142,953,-109,1
-47,569,5896,90,1080,-108,1
-101,605,5521,63,1146,-107,1
-144,525,5314,15,1174,-116,1
-163,481,5170,-29,1195,-111,1
-194,420,5023,-19,1222,-116,1
-210,423,4815,10,1245,-114,1
-228,464,4674,25,1254,-116,1
-306,353,4453,33,1263,-125,1
-341,356,4195,64,1255,-123,1
-399,427,3995,85,1226,-119,1
-427,487,3929,85,1193,-124,1
-466,629,3784,166,1161,-180,1
-452,604,3656,178,1155,-224,1
-523,461,3435,165,1149,-255,1
-582,338,3362,155,1123,-263,1
-623,377,3305,170,1106,-255,1
-677,477,3050,201,1109,-261,1
-775,341,2698,203,1092,-280,1
-849,163,2465,189,1036,-274,1
-963,48,2218,178,970,-241,1
-1091,149,1873,192,890,-191,1
-1222,418,1558,234,772,-162,1
-1318,538,1534,308,619,-177,1
-1325,705,1699,369,485,-197,1
-1323,818,1796,385,383,-230,1
-1332,658,1935,367,291,-264,1
-1323,566,2117,355,217,-255,1
-1356,706,2061,331,172,-220,1
-1346,863,1999,279,110,-194,1
-1295,1006,2194,245,22,-182,1
-1258,1153,2540,217,-41,-178,1
-1243,1370,2717,192,-55,-170,1
-1278,1793,2570,207,-45,-174,1
-1318,2247,2451,241,-84,-227,1
-1275,2441,2764,236,-162,-331,1
-1299,2320,3095,182,-181,-441,1
-1401,2291,3102,118,-148,-502,1
-1490,2476,2914,86,-130,-558,1
-1567,2490,2874,66,-157,-647,1
-1586,2459,3037,38,-195,-734,1
-1562,2481,3181,7,-210,-815,1
-1501,2521,3217,0,-213,-917,1
-1447,2317,3247,-13,-228,-1046,1
-1376,1864,3382,-35,-248,-1158,1
-1313,1598,3443,-37,-254,-1220,1
-1265,1489,3294,-34,-256,-1269,1
-1204,1279,3160,-29,-293,-1326,1
-1103,991,3357,-26,-364,-1373,1
-985,663,3622,0,-399,-1402,1
-897,324,3840,33,-405,-1408,1
-828,118,4118,32,-389,-1375,1
-815,215,4107,40,-326,-1328,1
-864,221,3873,51,-269,-1322,1
-911,120,3709,68,-255,-1336,1
-909,-30,3594,97,-262,-1359,1
-891,-369,3520,112,-287,-1383,1
-866,-751,3491,123,-328,-1380,1
-849,-1267,3580,128,-377,-1343,1
-831,-1647,3807,135,-413,-1233,1
-809,-1603,3858,138,-416,-1082,1
-804,-1464,3850,153,-421,-958,1
-763,-1339,4042,196,-436,-876,1
-694,-1204,4235,284,-356,-763,1
-693,-1209,4075,313,-311,-707,1
-676,-1305,4126,304,-299,-642,1
-698,-1312,4022,263,-257,-547,1
-776,-1245,3585,228,-218,-445,1
-822,-1142,3366,211,-248,-348,1
-812,-990,3414,219,-290,-264,1
-819,-859,3319,228,-306,-192,1
-869,-616,3072,227,-321,-121,1
-903,-412,2874,223,-359,-70,1
-895,-207,2768,232,-409,-34,1
-868,-90,2770,230,-463,-15,1
-803,-5,2692,233,-493,4,1
-773,68,2488,235,-531,20,1
-769,96,2448,211,-600,36,1
-718,105,2553,204,-664,48,1
-662,62,2612,218,-712,53,1
-636,16,2569,220,-751,70,1
-624,64,2385,268,-793,95,1
-527,272,2534,294,-982,141,1
-546,403,2577,303,-1046,166,1
-565,577,2469,336,-1113,171,1
-507,663,2671,322,-1221,154,1
-427,603,2970,279,-1303,122,1
-348,338,3077,250,-1347,91,1
-285,138,3090,277,-1389,96,1
-222,120,3070,332,-1447,129,1
-222,120,3070,332,-1447,129,1
-145,310,3159,390,-1527,173,1
326,537,4189,369,-1812,318,1
674,1098,5656,189,-1750,349,1
512,1107,5181,242,-1493,229,1
590,591,5146,290,-1440,146,1
642,640,5504,261,-1366,175,1
591,734,5090,360,-1276,159,1
668,735,5412,290,-1277,153,1
662,711,5810,227,-1232,155,1
738,784,6003,165,-1156,168,1
775,817,6223,109,-1057,151,1
738,523,6166,64,-928,124,1
631,361,5933,36,-817,162,1
643,650,5802,41,-745,215,1
649,840,5781,44,-679,196,1
678,673,5754,22,-604,133,1
730,222,5829,4,-533,95,1
803,-114,5973,-26,-448,120,1
859,-187,5789,-54,-325,177,1
884,-332,5413,-25,-232,208,1
1012,-665,5558,15,-211,234,1
1174,-1016,5829,62,-150,277,1
1287,-1491,5908,88,-35,357,1
1379,-1721,5862,132,87,495,1
1408,-1729,5846,150,204,660,1
1453,-1371,5603,155,334,836,1
1457,-973,5155,180,427,936,1
1420,-1078,5239,172,473,1040,1
1415,-1086,5180,148,566,1130,1
1390,-1246,4854,176,653,1197,1
1375,-1432,4621,211,703,1287,1
1311,-1351,4294,229,747,1420,1
1169,-1182,3863,272,756,1550,1
1028,-716,3706,302,705,1696,1
986,106,3881,356,649,1793,1
897,598,3943,443,643,1781,1
822,905,3808,510,663,1751,1
675,1400,3613,454,695,1742,1
525,1966,3341,381,685,1697,1
484,2337,3308,298,614,1592,1
469,2414,3517,200,537,1458,1
440,2410,3656,127,523,1352,1
422,2635,3373,95,538,1257,1
338,2663,3127,29,484,1117,1
335,2377,3415,-25,397,1002,1
308,2485,3499,-23,383,942,1
261,2504,3432,-14,373,848,1
220,2472,3561,-43,336,761,1
209,2459,3768,-117,325,683,1
194,2367,3749,-163,349,608,1
184,2255,3649,-191,358,533,1
194,2116,3695,-231,348,467,1
220,1908,3633,-250,346,403,1
243,1767,3557,-252,328,347,1
241,1659,3468,-230,295,283,1
244,1254,3542,-225,240,215,1
260,905,3678,-227,199,204,1
198,857,3638,-246,193,238,1
91,852,3430,-224,173,263,1
66,1027,3571,-160,102,281,1
103,1422,3910,-99,65,268,1
74,1537,3928,-74,83,192,1
23,1269,3905,-138,93,118,1
11,1027,3828,-212,94,93,1
-4,808,3732,-238,74,91,1
57,876,3924,-237,17,116,1
129,1176,4112,-225,-1,114,1
162,1017,4187,-231,2,51,1
179,706,4208,-243,9,12,1
199,549,4194,-247,18,13,1
211,553,4278,-245,19,28,1
236,674,4282,-218,39,26,1
246,715,4067,-172,69,-11,1
136,453,3889,-152,63,-55,1
189,195,4070,-133,21,-47,1
189,252,4147,-133,22,-5,1
170,414,4077,-122,27,20,1
189,571,4174,-163,17,30,1
193,637,4254,-208,23,15,1
172,496,4136,-237,46,-12,1
151,264,4015,-237,45,-22,1
158,193,4051,-209,26,-6,1
186,252,4105,-174,19,17,1
175,456,4026,-133,23,27,1
172,525,4005,-91,12,2,1
203,418,4161,-72,-3,-23,1
208,234,4205,-80,22,-8,1
179,341,4005,-97,38,10,1
174,387,3924,-107,27,9,1
174,305,4070,-82,-2,-1,1
236,356,4406,-76,-12,9,1
238,528,4460,-82,36,14,1
197,600,4218,-70,89,-8,1
154,528,4098,-70,97,-40,1
100,370,4003,-95,97,-58,1
67,178,3822,-97,87,-57,1
53,68,3806,-79,42,-40,1
91,67,4015,-69,3,-10,1
150,335,4088,-25,1,3,1
-377,148,5315,118,597,-286,2
-396,18,5581,121,625,-253,2
-304,398,5673,141,703,-211,2
-346,483,5446,145,803,-247,2
-423,144,5212,169,874,-294,2
-464,49,5068,201,925,-280,2
-519,233,4822,211,975,-254,2
-567,347,4567,204,1007,-257,2
-641,181,4393,210,1019,-277,2
-682,255,4326,230,1018,-263,2
-650,453,4338,245,1025,-260,2
-729,246,4227,227,1052,-288,2
-769,231,4028,249,1064,-279,2
-795,283,3947,272,1061,-275,2
-823,207,3844,288,1063,-280,2
-833,221,3740,290,1058,-272,2
-862,279,3622,275,1044,-267,2
-889,243,3505,262,1017,-273,2
-910,99,3451,250,983,-277,2
-904,40,3471,241,952,-262,2
-921,48,3372,232,933,-241,2
-943,153,3303,235,898,-228,2
-937,177,3394,242,859,-240,2
-969,-56,3370,236,847,-254,2
-1044,15,3043,262,810,-209,2
-1098,-71,2926,264,750,-210,2
-1133,-76,2982,267,684,-191,2
-1149,18,3007,268,636,-163,2
-1158,118,2936,250,593,-150,2
-1166,75,2975,226,537,-145,2
-1125,79,3243,212,488,-132,2
-1113,137,3262,194,488,-117,2
-1160,103,3003,174,489,-113,2
-1175,112,2894,171,442,-105,2
-1197,59,2884,168,391,-98,2
-1200,96,2851,162,347,-75,2
-1200,96,2851,162,347,-75,2
-1216,187,2732,148,308,-58,2
-1251,177,2597,141,258,-53,2
-1270,251,2378,149,198,-42,2
-1314,300,2215,144,117,-42,2
-1352,221,2226,123,18,-39,2
