acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z,target
16,1333,4165,68,961,476,0
-97,1170,4030,73,923,427,0
-34,1069,4114,116,858,405,0
-81,1123,4421,73,816,413,0
-200,1289,4403,-10,887,428,0
-285,1553,4153,-12,915,417,0
-339,1711,4091,37,895,351,0
-334,1669,4208,83,877,270,0
-375,1501,4009,96,889,212,0
-440,1304,3837,56,868,198,0
-422,1469,4081,21,818,225,0
-358,1831,4324,5,826,218,0
-363,1972,4238,36,886,139,0
-474,1905,4101,110,926,28,0
-500,1840,3891,114,959,-39,0
-506,1734,3763,88,961,-97,0
-550,1549,3756,44,948,-133,0
-585,1648,3676,12,948,-133,0
-653,1872,3428,9,942,-162,0
-736,1851,3269,-4,902,-225,0
-803,1617,3289,-24,843,-280,0
-817,1559,3435,-70,804,-285,0
-834,1684,3425,-112,802,-286,0
-899,1820,3257,-145,807,-316,0
-918,1841,3255,-148,791,-378,0
-957,1742,3171,-115,788,-446,0
-1031,1696,2822,-77,773,-493,0
-1056,1663,2715,-59,698,-534,0
-1080,1601,2866,-62,611,-567,0
-1019,1612,3107,-83,554,-587,0
-989,1618,3197,-97,538,-616,0
-1016,1542,3044,-113,541,-651,0
-1090,1460,2894,-117,512,-678,0
-1126,1535,2862,-121,460,-700,0
-1151,1518,2891,-133,411,-748,0
-1211,1203,2971,-135,373,-804,0
-1254,1011,2973,-108,347,-816,0
-1313,1025,2797,-81,321,-811,0
-1389,971,2667,-69,266,-813,0
-1388,1012,2791,-72,182,-800,0
-1363,1131,3045,-88,120,-795,0
-1354,1115,3180,-115,97,-818,0
-1362,987,3186,-118,91,-850,0
-1398,917,3039,-98,88,-870,0
-1402,796,2884,-81,60,-894,0
-1435,627,2869,-64,4,-910,0
-1450,599,2887,-54,-51,-901,0
-1440,592,2853,-46,-103,-901,0
-1457,419,2893,-26,-164,-915,0
-1393,363,3202,-11,-227,-902,0
-1317,339,3431,-10,-232,-888,0
-1361,117,3294,-2,-206,-880,0
-1377,144,3220,1,-218,-839,0
-1354,300,3171,19,-239,-822,0
-1395,186,3104,47,-265,-842,0
-1389,-5,3251,70,-308,-844,0
-1344,-107,3418,73,-326,-818,0
-1375,-205,3327,77,-321,-783,0
-1383,-179,3216,76,-336,-732,0
-1378,-15,3235,61,-371,-678,0
-1369,219,3228,35,-403,-646,0
-1345,199,3263,21,-439,-655,0
-1299,63,3444,22,-477,-658,0
-1253,71,3632,9,-494,-636,0
-1219,169,3682,-22,-481,-613,0
-1208,169,3615,-38,-461,-615,0
-1220,125,3558,-29,-457,-630,0
-1208,46,3462,4,-458,-653,0
-1158,-210,3380,42,-475,-675,0
-1198,-311,3356,69,-506,-667,0
-1214,-541,3500,64,-532,-638,0
-1225,-660,3386,58,-534,-569,0
-1241,-476,3316,21,-568,-465,0
-1198,-116,3329,-20,-616,-392,0
-1199,84,3324,-47,-661,-378,0
-1171,135,3445,-43,-708,-391,0
-1121,85,3646,-27,-738,-415,0
-1094,-161,3745,-25,-739,-433,0
-1054,-407,3824,-32,-735,-420,0
-1012,-545,3903,-16,-724,-386,0
-968,-537,3952,6,-707,-338,0
-973,-456,3833,24,-689,-297,0
-1011,-413,3690,31,-702,-262,0
-940,-337,3888,7,-743,-222,0
-897,-331,4059,-5,-754,-201,0
-884,-433,4034,-16,-734,-174,0
-832,-423,3984,-6,-731,-140,0
-789,-328,4064,-2,-740,-107,0
-759,-191,4033,-10,-737,-79,0
-734,-229,4038,-19,-755,-74,0
-613,-324,4483,-33,-783,-57,0
-529,-343,4715,-34,-735,-32,0
-505,-271,4500,-41,-663,-24,0
-535,-600,4517,-62,-610,-47,0
-571,-1133,4219,6,-548,-34,0
-612,-1066,3863,75,-534,62,0
-590,-657,3751,122,-579,144,0
-616,-499,3815,123,-650,184,0
-551,-487,4120,109,-719,233,0
-461,-364,4447,107,-752,290,0
-348,-175,4920,76,-755,331,0
-232,-13,5227,20,-679,351,0
-225,42,4944,-4,-547,339,0
-221,-129,4542,25,-466,300,0
-192,-415,4413,65,-439,279,0
-210,-723,4263,113,-410,299,0
-245,-815,4132,145,-408,374,0
-259,-441,4059,145,-429,478,0
-255,-80,3963,152,-454,526,0
-244,-95,4052,168,-504,535,0
-143,30,4503,153,-549,579,0
-26,393,4847,114,-522,615,0
-38,473,4802,106,-449,590,0
-31,514,4676,116,-397,560,0
73,512,4693,121,-364,515,0
14,119,4623,152,-315,464,0
6,129,4414,179,-283,489,0
-17,187,4310,178,-277,510,0
-61,95,4243,168,-283,529,0
-54,130,4291,178,-298,561,0
-32,166,4413,195,-305,590,0
53,331,4541,195,-293,625,0
97,561,4429,208,-266,634,0
160,616,4461,251,-266,603,0
277,583,4698,297,-255,571,0
307,548,4618,310,-199,556,0
274,494,4437,310,-158,554,0
259,569,4403,314,-151,574,0
224,757,4386,288,-144,603,0
190,980,4405,231,-146,619,0
203,1114,4527,184,-142,611,0
242,1083,4742,162,-114,573,0
270,874,4833,161,-52,521,0
274,590,4625,159,28,494,0
221,408,4223,184,75,498,0
216,378,4109,209,50,532,0
290,666,4363,202,10,585,0
357,943,4623,191,18,595,0
361,1000,4713,175,64,573,0
361,1076,4621,149,125,556,0
331,1098,4360,129,172,530,0
244,1057,4128,121,180,499,0
204,1132,4116,117,159,488,0
208,1384,4245,117,137,474,0
207,1574,4424,93,138,435,0
182,1566,4480,54,173,384,0
138,1510,4343,21,219,340,0
83,1506,4040,3,251,297,0
54,1335,3857,-11,242,248,0
42,1056,3815,-32,219,220,0
52,1001,3811,-55,196,233,0
66,1143,3877,-81,175,243,0
69,1268,3896,-94,169,225,0
74,1237,3833,-72,170,174,0
70,1055,3782,-47,160,127,0
90,825,3866,-43,140,110,0
114,712,3953,-39,135,123,0
118,811,3937,-45,143,150,0
93,979,3783,-51,149,155,0
50,1040,3646,-37,124,130,0
49,920,3761,-21,80,95,0
53,853,3923,-15,63,85,0
24,908,3922,-22,70,92,0
0,1016,3858,-23,72,85,0
-20,1026,3818,-16,61,57,0
-28,866,3868,-15,40,28,0
-6,808,3935,-12,27,27,0
24,853,3992,-17,18,28,0
40,867,4096,-38,14,25,0
45,973,4125,-61,27,28,0
64,1052,4070,-83,44,6,0
41,868,3975,-94,54,-32,0
24,621,3907,-94,48,-43,0
41,577,3935,-98,30,-22,0
42,602,3957,-107,20,-7,0
25,582,4002,-116,9,-2,0
-2,682,4049,-100,5,0,0
-3,711,4027,-72,6,-22,0
177,-555,4149,214,-57,529,0
122,-462,4074,255,-42,636,0
133,-29,3971,315,-46,714,0
263,-170,4057,379,-63,709,0
294,-314,4157,422,-79,727,0
326,-420,4424,407,-74,781,0
438,-398,4464,492,-33,854,0
465,-435,4498,498,10,929,0
525,-861,4490,557,62,1022,0
471,-1039,4265,685,99,1175,0
419,-559,4172,796,105,1384,0
515,723,4149,730,108,1559,0
555,1284,4276,650,110,1517,0
511,1392,4225,635,91,1395,0
620,1716,4543,579,56,1284,0
656,1477,5073,517,83,1130,0
652,1029,5418,550,182,1036,0
682,1001,5450,580,334,1035,0
633,702,5289,607,495,1034,0
673,431,4872,676,637,1077,0
561,152,4523,617,735,1190,0
484,766,3686,670,755,1353,0
451,1966,3394,641,618,1415,0
533,2194,4042,539,444,1296,0
550,1714,4738,422,406,1178,0
571,1329,4981,362,485,1170,0
589,1464,5115,301,608,1240,0
597,2028,4488,333,733,1253,0
521,2432,4200,318,741,1163,0
470,2276,4536,299,714,1027,0
472,2161,4450,352,753,935,0
389,2242,4313,361,779,868,0
367,2207,4351,398,766,795,0
378,2250,4723,355,773,758,0
410,2211,4863,328,844,722,0
430,2569,4655,273,941,697,0
333,2789,4159,208,1001,593,0
150,2406,3815,186,980,440,0
84,1932,3953,219,907,353,0
93,1888,4233,244,884,350,0
74,2259,4160,225,918,354,0
52,2431,4093,161,939,298,0
-51,2244,4075,129,949,213,0
-89,2207,4102,113,961,180,0
-82,2422,4076,114,985,150,0
-102,2400,3989,88,1009,79,0
-143,2242,3873,59,1018,4,0
-198,2151,3733,48,1020,-47,0
-269,2131,3602,40,1009,-88,0
-339,2202,3433,25,984,-123,0
-384,2247,3377,-35,950,-156,0
-418,2248,3413,-72,915,-202,0
-466,2234,3464,-73,893,-252,0
-516,2296,3541,-57,886,-303,0
-544,2414,3485,-48,902,-363,0
-627,2379,3382,-48,894,-444,0
-650,2163,3564,-71,874,-515,0
-684,2156,3514,-94,902,-547,0
-741,2212,3145,-109,924,-585,0
-851,2168,2771,-110,886,-642,0
-883,2151,2742,-104,791,-695,0
-846,1953,3060,-111,696,-753,0
-837,1772,3215,-135,664,-780,0
-886,1741,3033,-161,659,-785,0
-906,1597,3125,-171,609,-803,0
-859,1561,3570,-174,575,-796,0
-840,1797,3595,-201,629,-785,0
-910,1917,3172,-227,687,-823,0
-1003,1834,2923,-218,663,-889,0
-983,1855,2904,-174,608,-942,0
-1021,1639,2734,-110,566,-1019,0
-1103,1266,2723,-39,490,-1066,0
-1078,1178,3011,-2,412,-1049,0
-1090,1154,3048,-29,393,-1024,0
-1158,1051,2814,-75,371,-1004,0
-1249,985,2594,-107,305,-977,0
-1314,954,2604,-117,204,-945,0
-1296,1010,2913,-139,108,-905,0
-1272,1126,3274,-162,64,-876,0
-1279,1475,3281,-183,83,-865,0
-1288,1700,3095,-177,95,-929,0
-1297,1419,3034,-135,69,-1042,0
-1342,938,2947,-99,42,-1110,0
-1389,668,2899,-67,0,-1106,0
-1399,650,2895,-48,-52,-1071,0
-1398,659,3032,-68,-113,-1041,0
-1381,535,3286,-120,-150,-1014,0
-1401,611,3194,-148,-137,-968,0
-1445,663,2958,-147,-149,-963,0
-1482,307,2987,-127,-202,-980,0
-1480,172,3180,-94,-244,-931,0
-1461,416,3211,-56,-249,-873,0
-1456,553,3134,-34,-255,-867,0
-1497,637,2977,-28,-268,-888,0
-1432,458,2883,-3,-307,-934,0
-1447,320,2991,18,-374,-962,0
-1472,65,3311,20,-410,-953,0
-1409,73,3216,42,-386,-891,0
-1439,132,2938,34,-385,-838,0
-1428,101,2877,19,-442,-803,0
-1432,127,2993,-11,-508,-771,0
-1435,-242,3154,-35,-554,-748,0
-1443,-518,3244,-35,-578,-672,0
-1373,-347,3180,-32,-584,-569,0
-1453,-110,2804,-43,-600,-515,0
-1468,-336,2836,-18,-688,-510,0
-1407,-448,3041,11,-755,-444,0
-1320,-2,3199,39,-797,-358,0
-1232,406,3285,31,-827,-348,0
-1169,-209,3428,29,-886,-414,0
-1115,-297,3586,53,-905,-352,0
-1040,-208,3787,48,-908,-281,0
-1006,-46,3872,23,-885,-223,0
-993,218,3748,-2,-855,-186,0
-976,206,3739,5,-854,-206,0
-969,-121,3850,7,-858,-220,0
-971,-272,3827,0,-841,-175,0
-935,-210,3708,2,-834,-114,0
-909,-106,3558,6,-843,-69,0
-938,12,3330,22,-876,-35,0
-863,64,3541,40,-956,-15,0
-766,-37,4005,57,-1003,-3,0
-732,-84,4171,59,-975,34,0
-681,224,4212,39,-947,84,0
-572,455,4294,9,-918,78,0
-562,108,4233,1,-881,38,0
-546,-4,4200,25,-864,65,0
-479,191,4235,44,-856,105,0
-429,149,4379,22,-849,114,0
-407,12,4519,-12,-819,135,0
-392,-2,4539,-24,-778,168,0
-408,-92,4452,-22,-734,190,0
-426,-209,4221,-10,-703,229,0
-403,-256,4080,4,-716,284,0
-347,-166,4150,10,-754,347,0
-248,0,4377,16,-781,400,0
-177,158,4526,19,-777,427,0
-106,384,4612,16,-757,436,0
-80,231,4654,32,-725,404,0
-49,33,4716,65,-692,406,0
11,51,4746,109,-648,433,0
14,36,4659,141,-598,456,0
98,389,4661,175,-554,507,0
124,372,4732,175,-521,498,0
113,432,4533,172,-464,498,0
99,288,4348,179,-439,480,0
147,-11,4409,207,-436,483,0
172,-102,4307,250,-409,532,0
172,-102,4307,250,-409,532,0
193,-160,4225,274,-408,600,0
283,-12,4387,257,-430,702,0
317,342,4454,226,-432,803,0
368,761,4349,171,-434,856,0
401,884,4560,119,-467,838,0
446,668,4922,51,-458,817,0
530,863,4911,-15,-273,792,0
458,512,4517,31,-177,717,0
410,330,4216,143,-138,695,0
422,524,4041,287,-138,692,0
449,468,4013,394,-166,663,0
526,194,4397,434,-209,673,0
600,284,4647,409,-181,762,0
547,616,4406,367,-117,845,0
504,1149,4188,299,-111,888,0
516,1475,4268,212,-140,852,0
500,1137,4525,145,-146,775,0
497,963,4703,129,-104,768,0
538,1163,4708,129,-34,784,0
514,1388,4478,121,35,772,0
473,1862,4214,99,63,741,0
439,2099,4185,109,52,635,0
467,1892,4516,163,39,492,0
530,1628,4857,195,86,396,0
542,1294,4765,163,195,342,0
487,978,4375,109,282,334,0
417,872,4047,75,305,365,0
422,929,4019,44,283,402,0
453,1016,4181,-2,272,432,0
387,1118,3807,-22,294,452,0
320,1332,3566,-23,230,457,0
445,1530,4138,-39,136,435,0
499,1446,4487,-63,160,383,0
453,1313,4395,-97,236,357,0
434,1417,4252,-123,286,347,0
431,1413,4251,-131,314,305,0
410,1286,4264,-135,349,264,0
370,1343,4023,-135,392,240,0
277,1247,3552,-136,399,196,0
188,989,3412,-133,330,166,0
226,844,3812,-137,245,176,0
282,787,4143,-153,239,205,0
247,850,4040,-179,280,241,0
205,1029,3790,-207,298,259,0
192,1053,3710,-214,278,243,0
206,899,3883,-190,242,218,0
232,904,4108,-178,238,226,0
239,1166,4038,-173,269,234,0
236,1241,3787,-192,282,196,0
222,963,4088,-257,263,153,0
154,879,3685,-198,298,147,0
359,-657,4429,267,-252,318,0
401,-449,4381,309,-220,372,0
425,-526,4401,347,-205,397,0
466,-566,4574,399,-189,444,0
530,-468,4653,435,-146,511,0
539,-209,4496,416,-94,571,0
488,-172,4360,386,-79,589,0
486,-144,4471,377,-84,620,0
536,-51,4681,385,-69,649,0
519,-64,4753,393,-20,668,0
505,-58,4747,391,33,699,0
544,-97,4712,396,90,732,0
568,22,4588,410,145,773,0
600,-126,4605,437,180,797,0
676,-76,4539,524,204,854,0
822,740,4472,529,220,924,0
793,756,4449,470,224,860,0
758,311,4818,429,215,835,0
826,530,5124,419,269,921,0
818,1010,5006,410,372,972,0
810,1154,4882,386,454,958,0
774,1486,4736,378,510,943,0
760,1813,4732,351,544,872,0
700,1524,4837,347,586,763,0
732,1590,4803,386,647,719,0
685,1530,4998,419,688,648,0
808,1254,5288,454,758,608,0
762,1489,5301,390,875,630,0
812,1506,5300,306,978,616,0
751,1452,5434,192,1077,601,0
806,1201,5591,129,1192,598,0
755,1459,4993,83,1360,631,0
501,1859,3962,70,1434,607,0
378,2414,3435,78,1332,519,0
268,2396,3436,59,1175,336,0
144,1529,3825,27,1044,172,0
133,1035,4301,7,990,174,0
139,1131,4540,-24,1016,241,0
121,1292,4559,-98,1078,277,0
26,1500,4279,-176,1146,292,0
-134,1598,3799,-209,1170,269,0
-172,1711,3778,-228,1120,245,0
-157,2043,3822,-192,1086,196,0
-264,2230,3471,-109,1068,81,0
-385,2126,3390,-18,988,-57,0
-379,1992,3885,64,893,-165,0
-320,1922,4374,83,886,-234,0
-315,1860,4416,31,956,-277,0
-380,1888,4097,-38,1027,-308,0
-504,1886,3652,-77,1052,-357,0
-612,1798,3330,-92,1021,-413,0
-658,1693,3269,-104,954,-457,0
-685,1648,3280,-139,892,-483,0
-747,1643,3191,-172,845,-507,0
-802,1676,3165,-176,794,-547,0
-814,1712,3248,-161,751,-601,0
-865,1348,3284,-133,711,-727,0
-865,1262,3390,-134,701,-737,0
-882,1367,3185,-138,710,-744,0
-943,1322,2987,-138,687,-778,0
-984,1234,2976,-112,633,-812,0
-991,1236,3054,-91,586,-837,0
-1044,1130,2982,-98,562,-866,0
-1181,1038,2739,-111,524,-876,0
-1207,1158,2714,-150,437,-870,0
-1206,997,2977,-190,355,-895,0
-1213,855,3156,-187,318,-896,0
-1217,927,3179,-166,303,-889,0
-1215,931,3162,-163,289,-904,0
-1224,851,3090,-163,277,-924,0
-1271,740,3004,-167,249,-931,0
-1254,763,3058,-174,201,-924,0
-1214,798,3228,-180,162,-932,0
-1231,747,3221,-172,153,-953,0
-1246,773,3058,-157,138,-974,0
-1261,595,3026,-162,95,-1011,0
-1261,337,3225,-159,42,-1029,0
-1258,270,3268,-148,26,-1017,0
-1259,140,3257,-133,9,-1015,0
-1255,67,3357,-115,-17,-1003,0
-1270,150,3265,-110,-22,-981,0
-1288,120,3147,-120,-51,-981,0
-1297,-16,3263,-137,-96,-978,0
-1280,110,3290,-121,-124,-956,0
-1295,183,3417,-111,-148,-967,0
-1262,-70,3480,-82,-136,-993,0
-1296,-233,3275,-51,-115,-978,0
-1300,-206,3159,-34,-131,-943,0
-1305,-181,3117,-45,-168,-920,0
-1294,-222,3066,-69,-198,-903,0
-1329,-354,2954,-48,-236,-897,0
-1323,-329,3020,-29,-299,-868,0
-1297,-253,3084,-39,-344,-841,0
-1285,-356,3103,-62,-378,-826,0
-1289,-336,3079,-59,-408,-797,0
-1312,-159,2966,-36,-442,-781,0
-1332,-168,3049,-27,-505,-796,0
-1296,-355,3446,-44,-559,-798,0
-1216,-299,3647,-68,-550,-765,0
-1182,-252,3495,-94,-517,-752,0
-1171,-369,3418,-109,-516,-752,0
-1140,-393,3397,-92,-521,-746,0
-1144,-501,3307,-81,-517,-744,0
-1130,-607,3242,-78,-532,-730,0
-1110,-695,3131,-66,-558,-714,0
-1126,-922,3037,-35,-604,-696,0
-1129,-948,3033,2,-675,-639,0
-1063,-767,3087,10,-750,-572,0
-1016,-682,3244,-7,-823,-530,0
-968,-687,3511,-34,-880,-494,0
-890,-700,3829,-63,-905,-456,0
-843,-593,3980,-87,-887,-418,0
-832,-585,3894,-97,-852,-413,0
-843,-805,3885,-83,-851,-418,0
-720,-695,3880,-64,-852,-387,0
-816,-570,3867,-43,-868,-394,0
-703,-896,4125,-2,-887,-412,0
-641,-1052,4231,19,-860,-379,0
-561,-1137,4331,57,-827,-343,0
-538,-1266,4160,44,-779,-298,0
-521,-1469,3959,42,-758,-255,0
-466,-1620,3879,90,-774,-208,0
-503,-1774,3883,124,-797,-141,0
-470,-1855,3926,163,-834,-25,0
-386,-1331,3930,186,-869,113,0
-330,-1177,4073,183,-916,169,0
-255,-1152,4428,180,-953,223,0
-180,-1061,4674,190,-930,271,0
-72,-1167,4878,218,-823,346,0
-40,-1121,4758,244,-747,399,0
-11,-1031,4525,285,-706,438,0
37,-1090,4684,286,-692,475,0
75,-1103,4658,336,-656,533,0
105,-883,4532,382,-636,603,0
199,-792,4738,396,-650,645,0
266,-807,4954,382,-620,685,0
282,-730,4729,372,-552,742,0
275,-554,4482,375,-540,782,0
272,-561,4700,408,-560,804,0
295,-324,4830,470,-543,850,0
353,118,5030,488,-516,879,0
370,232,5178,463,-453,859,0
356,237,5086,451,-364,841,0
362,247,4870,451,-288,827,0
342,223,4612,444,-235,821,0
352,343,4428,452,-217,822,0
416,245,4535,445,-225,804,0
437,138,4617,441,-197,806,0
461,102,4471,444,-142,820,0
391,-99,4162,453,-105,839,0
351,47,3952,467,-122,909,0
380,388,3913,477,-166,962,0
408,471,4182,462,-219,979,0
467,815,4453,436,-228,1013,0
481,1140,4392,417,-189,995,0
453,1064,4418,418,-172,939,0
501,1208,4682,429,-156,919,0
538,1412,4772,430,-94,881,0
499,1548,4778,421,-28,826,0
501,1828,4853,396,30,770,0
484,1917,4773,345,106,683,0
387,1745,4408,302,172,589,0
333,1566,4200,253,175,532,0
384,1450,4281,205,152,499,0
385,1288,4341,152,157,477,0
373,1286,4258,97,178,476,0
351,1401,4093,78,186,456,0
344,1342,4064,59,173,414,0
360,1240,4194,22,161,382,0
376,1175,4201,-18,178,366,0
319,1247,3965,-29,202,350,0
299,1315,3829,-20,181,313,0
349,1226,4051,-33,142,271,0
359,1169,4233,-71,157,246,0
332,1154,4108,-110,201,226,0
279,1054,3897,-130,224,195,0
256,944,3810,-144,217,169,0
229,778,3755,-151,206,150,0
182,666,3578,-129,200,142,0
138,606,3428,-98,162,140,0
143,634,3518,-81,95,152,0
152,792,3651,-71,53,160,0
153,861,3726,-67,30,142,0
153,849,3807,-61,9,120,0
174,835,3938,-71,0,106,0
161,835,3965,-80,3,92,0
127,899,3924,-94,6,83,0
105,983,3900,-115,2,64,0
96,904,3930,-134,-9,31,0
99,793,3963,-151,-12,13,0
132,862,3823,-161,-10,4,0
139,803,3730,-154,-31,-30,0
167,578,3856,-150,-72,-59,0
280,673,4087,-181,-85,-24,0
267,757,4078,-205,-79,-43,0
269,716,4160,-222,-76,-74,0
269,716,4160,-222,-76,-74,0
268,655,4226,-215,-57,-101,0
248,548,4199,-181,-31,-130,0
220,457,4085,-149,-6,-146,0
323,-1065,4258,421,-42,446,0
383,-877,4390,460,-50,571,0
417,-549,4487,479,-38,677,0
454,-208,4526,491,-22,738,0
422,-149,4620,504,-10,755,0
452,101,4796,514,6,791,0
510,334,5015,533,46,785,0
513,183,5154,547,119,756,0
503,30,5107,588,217,770,0
465,82,4881,631,305,815,0
478,24,4730,671,356,858,0
407,27,4644,680,384,950,0
514,645,4721,685,388,1049,0
538,1198,4684,648,411,1045,0
488,1240,4710,619,420,966,0
478,1118,4885,607,430,906,0
554,1116,4900,633,474,886,0
504,1517,4657,627,527,875,0
485,1701,4692,610,523,809,0
488,1590,5014,593,531,733,0
586,1519,5142,579,617,704,0
496,1724,4721,600,715,682,0
489,1761,4475,571,739,639,0
491,1599,4510,507,732,603,0
531,1593,4715,440,735,608,0
588,1858,4783,391,780,613,0
598,2098,4690,360,842,572,0
547,2080,4517,336,893,491,0
478,1922,4412,323,922,426,0
432,1992,4367,301,950,399,0
371,2226,4319,282,982,368,0
310,2380,4337,268,1005,301,0
270,2389,4439,230,1043,222,0
216,2395,4389,190,1107,156,0
123,2435,4154,143,1168,97,0
45,2375,4010,91,1195,33,0
15,2256,4044,39,1206,-21,0
0,2191,3991,-10,1235,-58,0
-117,2130,3890,-61,1262,-85,0
-56,2098,3705,-75,1275,-100,0
-116,2533,3280,-112,1267,-114,0
-247,2614,3009,-126,1188,-231,0
-333,2247,3141,-121,1077,-362,0
-371,1889,3436,-140,1014,-416,0
-407,1848,3526,-167,1009,-414,0
-465,2028,3384,-195,1022,-419,0
-529,2085,3264,-212,1010,-469,0
-590,1983,3248,-208,990,-532,0
-670,1948,3116,-189,982,-577,0
-734,1909,3046,-173,955,-624,0
-747,1858,3096,-184,920,-660,0
-807,1839,2910,-208,917,-693,0
-928,1833,2481,-205,893,-736,0
-1002,1810,2222,-198,807,-784,0
-1044,1633,2244,-171,686,-842,0
-1063,1421,2509,-160,571,-871,0
-1044,1367,2785,-173,510,-867,0
-1078,1353,2783,-203,493,-866,0
-1218,1184,2439,-228,423,-872,0
-1277,1233,2382,-187,349,-875,0
-1273,1337,2404,-146,263,-893,0
-1301,1274,2486,-117,169,-932,0
-1289,1232,2765,-122,80,-947,0
-1238,1334,3053,-140,24,-952,0
-1185,1346,3274,-169,5,-984,0
-1153,1319,3362,-201,14,-1019,0
-1119,1236,3251,-220,30,-1070,0
-1139,873,3197,-215,20,-1130,0
-1161,560,3279,-192,0,-1139,0
-1145,587,3271,-165,-5,-1110,0
-1154,612,3215,-144,-15,-1108,0
-1159,576,3289,-142,-35,-1112,0
-1219,650,3078,-155,-31,-1108,0
-1290,673,2746,-179,-65,-1125,0
-1320,446,2734,-191,-153,-1159,0
-1307,155,2970,-174,-234,-1168,0
-1287,198,3045,-162,-265,-1132,0
-1270,374,2892,-164,-286,-1119,0
-1260,121,2897,-159,-336,-1149,0
-1245,-165,3127,-144,-387,-1134,0
-1190,-160,3330,-154,-401,-1077,0
-1175,-138,3369,-183,-384,-1038,0
-1194,-97,3171,-195,-357,-1019,0
-1220,-95,2862,-173,-360,-1022,0
-1226,-329,2802,-114,-417,-1043,0
-1209,-560,2949,-44,-479,-1026,0
-1213,-547,2903,-9,-508,-969,0
-1239,-566,2712,-32,-557,-917,0
-1262,-740,2744,-78,-649,-863,0
-1294,-763,2773,-87,-731,-786,0
-1278,-589,2748,-66,-813,-711,0
-1166,-467,3007,-47,-915,-665,0
-1071,-390,3249,-54,-968,-632,0
-1023,-472,3349,-61,-988,-620,0
-956,-825,3758,-62,-1009,-605,0
-885,-1046,4135,-23,-972,-546,0
-863,-1046,4147,-68,-866,-437,0
-913,-923,3668,-88,-767,-349,0
-969,-809,3168,-73,-761,-296,0
-940,-598,3126,-56,-838,-251,0
-843,-455,3422,-38,-918,-235,0
-812,-614,3686,-31,-950,-236,0
-781,-754,3837,-39,-953,-201,0
-796,-742,3721,-38,-946,-155,0
-769,-843,3751,-46,-978,-117,0
-654,-931,4147,-62,-1017,-65,0
-535,-909,4385,-73,-984,-3,0
-556,-940,4135,-66,-917,50,0
-514,-896,4044,-63,-918,109,0
-404,-831,4277,-64,-934,152,0
-403,-990,4258,-55,-911,176,0
-444,-1056,4131,-26,-906,233,0
-362,-739,4245,16,-926,297,0
-315,-713,4337,68,-930,301,0
-291,-896,4412,97,-929,322,0
-181,-817,4628,99,-927,381,0
-103,-807,4697,109,-885,412,0
-77,-999,4634,138,-836,432,0
-13,-1051,4542,201,-804,481,0
26,-980,4503,225,-791,562,0
129,-589,4603,244,-798,640,0
217,-387,4796,235,-795,656,0
245,-444,4911,215,-759,655,0
260,-478,4919,206,-702,671,0
266,-591,4899,241,-644,682,0
250,-803,4793,280,-587,719,0
204,-715,4616,330,-554,811,0
325,-159,4611,356,-563,919,0
444,242,5009,349,-580,931,0
447,107,5297,349,-532,898,0
504,225,5304,352,-442,910,0
575,217,5278,358,-352,887,0
586,-149,5234,368,-260,865,0
602,-329,5153,395,-172,916,0
619,166,4900,428,-103,1020,0
621,883,4715,432,-84,1068,0
650,1338,4815,408,-98,1028,0
626,1497,4964,372,-91,955,0
621,1644,5097,334,-60,892,0
624,1682,5224,290,-2,816,0
591,1540,5201,239,85,742,0
541,1458,5099,199,174,701,0
530,1619,4977,162,251,680,0
498,1795,4646,104,325,641,0
393,1694,4264,68,356,572,0
352,1447,4307,58,330,525,0
415,1857,4264,80,340,522,0
353,2114,3880,59,356,427,0
260,1596,3752,-11,317,301,0
222,1237,3933,-29,266,262,0
235,1360,4016,-38,263,274,0
194,1437,3874,-48,279,254,0
193,1592,3722,-87,270,220,0
156,1575,3746,-147,240,149,0
149,1496,3879,-161,218,80,0
149,1470,3827,-136,228,8,0
112,1160,3671,-95,228,-76,0
120,893,3739,-74,199,-112,0
181,811,3867,-78,181,-115,0
165,667,3802,-98,183,-117,0
129,607,3692,-125,171,-93,0
122,653,3650,-149,141,-71,0
94,661,3664,-169,103,-60,0
94,712,3763,-167,66,-54,0
127,770,3972,-153,42,-64,0
120,852,4079,-153,52,-87,0
88,756,3983,-136,76,-130,0
69,577,3954,-110,73,-155,0
104,592,4082,-91,61,-153,0
90,600,4142,-84,70,-162,0
108,468,4095,-69,78,-172,0
71,417,4018,-66,75,-164,0
52,481,4084,-70,54,-147,0
89,430,4180,-78,43,-145,0
27,399,4089,-125,44,-110,0
33,428,4091,-125,32,-103,0
19,446,4025,-122,22,-103,0
55,434,4163,-135,-2,-104,0
91,398,4357,-146,-1,-107,0
88,451,4364,-154,30,-106,0
58,618,4182,-142,59,-117,0
33,549,4111,-129,55,-160,0
23,357,4160,-133,44,-181,0
15,254,4195,-152,49,-165,0
-6,278,4137,-177,63,-133,0
-18,278,4065,-191,70,-120,0
-36,184,4006,-175,69,-124,0
-37,132,3967,-153,64,-116,0
-54,-42,3948,-125,56,-110,0
-75,-151,3992,-100,43,-73,0
-61,98,4050,-91,37,-12,0
-79,400,4003,-90,40,7,0
-106,560,3900,-102,35,-11,0
-147,491,3814,-90,11,-59,0
-165,204,3898,-73,-31,-96,0
-130,11,4103,-78,-56,-79,0
