acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
338,-1283,5194,-130,-496,-402
354,-1286,5152,-130,-465,-353
402,-1365,5349,-136,-435,-309
366,-1392,5345,-136,-368,-257
467,-1411,5285,-113,-328,-218
472,-1570,5361,-95,-268,-188
423,-1860,5309,-73,-190,-136
448,-1905,5309,-45,-123,-50
418,-1849,5003,-42,-38,25
331,-1966,4697,-18,1,78
299,-2004,4731,22,8,155
281,-1890,4710,31,46,247
271,-1785,4522,35,91,321
240,-1712,4391,62,122,382
209,-1657,4179,79,143,442
189,-1637,3976,83,141,498
218,-1666,3909,95,113,549
251,-1723,3942,118,89,601
294,-1636,3952,145,83,673
320,-1623,3990,158,85,730
359,-1607,3982,180,97,794
380,-1459,3891,213,111,857
364,-1331,3807,239,111,903
332,-1251,3763,245,90,961
407,-839,3907,252,67,1009
360,-834,3800,233,77,1001
368,-831,3845,247,60,1011
390,-842,3949,255,59,1026
388,-876,3874,237,79,1059
375,-686,3752,236,82,1100
399,-541,3829,227,54,1128
462,-408,4106,194,59,1144
433,-80,3714,227,34,1119
424,-161,3910,222,-4,1083
410,-42,4041,221,-17,1085
434,291,4149,214,-17,1079
423,331,4268,180,0,1023
358,244,4193,150,32,988
320,436,4009,143,47,981
311,620,4028,129,38,947
308,669,4061,97,36,901
327,877,4058,79,35,861
348,1166,3832,82,36,788
340,1066,3755,98,-11,676
443,800,4267,106,-74,591
516,786,4454,63,-40,561
518,863,4284,13,8,527
537,887,4218,2,17,471
551,923,4319,10,20,402
519,687,4470,1,45,318
490,444,4476,-3,98,271
456,504,4052,-9,155,257
361,457,3623,-14,141,212
317,128,3748,3,56,162
340,-38,3993,-2,8,169
319,-92,3933,-27,9,189
307,-103,3974,-20,-12,199
325,-65,4116,0,-24,203
326,-26,4188,14,-15,201
350,12,4211,29,-3,191
385,26,4252,34,7,172
362,-18,4149,34,24,154
333,-21,4115,41,20,139
336,-114,4197,48,11,117
322,-206,4145,36,21,109
284,-209,4125,7,25,117
264,-62,4086,-4,26,126
235,37,4019,5,17,105
220,-14,4050,5,0,72
194,-196,4105,-8,-12,51
194,-179,4147,-35,-12,55
190,-260,4195,-34,-3,50
195,-247,4210,-17,9,49
205,-328,4264,-18,25,47
208,-297,4103,-28,51,58
185,-302,3919,-35,43,55
184,-355,4010,-36,7,53
184,-355,4010,-36,7,53
184,-296,4145,-35,-14,64
194,-243,4200,-19,-18,61
181,-288,4252,-15,-13,52
169,-274,4246,-19,0,60
164,-175,4192,-24,3,67
156,-225,4280,-36,-1,55
148,-142,4243,-49,29,70
140,-153,4195,-47,32,52
153,-268,4181,-48,31,34
155,-291,4077,-63,36,40
145,-292,3976,-82,21,45
150,-317,3992,-74,-4,42
171,-333,4102,-38,-28,36
195,-454,4328,-16,-31,32
199,-400,4273,-27,7,57
170,-249,4040,-33,32,67
154,-172,3923,-1,16,52
161,-261,3991,17,-11,26
166,-390,4142,14,-23,21
181,-376,4232,-3,-7,40
196,-231,4157,-10,18,57
205,-155,4088,-13,24,47
212,-212,4057,-18,20,28
185,-241,3968,-20,12,14
168,-360,4027,-17,-9,1
179,-406,4148,-22,-19,12
178,-336,4118,-29,-9,27
162,-345,4062,-28,-2,25
144,-373,4050,-11,-4,26
157,-254,4028,7,-9,34
178,-270,4127,11,-18,22
199,-312,4159,10,-9,17
198,-217,4009,11,1,23
195,-140,3975,9,-19,8
179,-414,4102,-18,-35,-17
190,-430,4153,9,-38,7
233,-240,4232,-3,-34,31
227,-288,4211,-30,-12,17
208,-319,4149,-37,1,16
199,-291,4100,-28,2,14
177,-401,4145,-28,3,6


487,319,6484,175,595,-283
467,-14,6404,183,717,-324
449,-56,6255,155,834,-313
362,3,5914,126,946,-318
270,-208,5677,149,1019,-353
233,-306,5488,198,1071,-353
195,-230,5340,224,1116,-345
161,-249,5219,223,1167,-358
100,-363,4920,242,1221,-368
54,-311,4552,301,1248,-357
23,-329,4437,290,1259,-364
-31,-438,4302,276,1272,-374
-95,-498,4120,282,1277,-363
-124,-474,4042,291,1270,-347
-178,-562,3959,280,1277,-340
-222,-541,3750,277,1289,-318
-261,-382,3446,280,1283,-306
-346,-412,3189,279,1247,-326
-489,-558,2875,291,1140,-340
-566,-534,2697,279,1075,-324
-650,-402,2483,263,1006,-311
-747,-485,2306,258,916,-324
-792,-641,2388,274,803,-316
-770,-574,2648,288,717,-276
-745,-472,2847,265,680,-246
-751,-554,2779,217,686,-226
-781,-606,2614,193,682,-186
-767,-455,2449,183,653,-139
-796,-330,2175,169,607,-121
-796,-330,2175,169,607,-121
-827,-188,2137,152,421,-115
-843,-164,2253,145,343,-110
-882,-31,2177,123,291,-100
-945,41,1922,86,229,-108
-1020,-171,1837,52,132,-123
-1049,-329,2006,35,23,-102
-1033,-146,2124,13,-47,-50
-1029,167,2019,-39,-97,-21
-1070,281,1864,-76,-181,-44
-1052,287,2032,-72,-306,-79
-1019,326,2320,-61,-405,-109
-1002,325,2418,-76,-462,-136
-995,272,2495,-94,-520,-161
-974,286,2620,-106,-577,-179
-938,430,2631,-115,-629,-192
-880,465,2802,-119,-703,-225
-789,544,3032,-133,-760,-248
-719,708,3065,-160,-790,-277
-664,688,3190,-184,-834,-332
-605,660,3317,-204,-864,-382
-593,582,3293,-232,-881,-431
-570,443,3365,-246,-923,-473
-512,481,3492,-240,-963,-494
-472,504,3591,-246,-992,-531
-428,395,3843,-271,-1019,-570
-399,389,4033,-289,-1010,-594
-397,378,3985,-304,-979,-624
-362,326,3931,-306,-974,-658
-335,218,3929,-311,-979,-695
-295,-90,4098,-316,-989,-731
-401,-64,3473,-312,-980,-709
-128,-86,4300,-235,-1131,-781
-162,-385,4673,-220,-1046,-801
-214,-162,4162,-190,-974,-768
-72,10,4458,-156,-1027,-801
-79,-274,4619,-157,-1002,-858
-66,-458,4704,-179,-973,-858
-14,-645,4727,-222,-932,-839
-47,-877,4506,-328,-916,-724
155,-543,5084,-338,-877,-684
-75,-1051,4183,-332,-744,-743
-6,-897,4203,-241,-807,-680
117,-552,4595,-202,-826,-665
-10,-918,4349,-227,-779,-707
61,-1029,4460,-183,-827,-696
158,-1132,5012,-181,-816,-664
129,-1246,4874,-221,-739,-606
271,-1204,5217,-212,-736,-565
319,-1158,5384,-210,-646,-517
339,-974,5159,-196,-547,-479
356,-1221,5196,-187,-508,-487
397,-1376,5399,-188,-459,-446
486,-1395,5258,-171,-345,-380
457,-1607,5371,-156,-259,-350
382,-1663,5076,-154,-165,-284
362,-1557,4940,-139,-120,-224
327,-1645,4812,-138,-80,-185
285,-1722,4694,-123,-53,-133
272,-1733,4640,-91,-41,-82
279,-1852,4682,-55,-24,-32
262,-1929,4635,-38,15,39
266,-1890,4522,-20,51,119
276,-1825,4436,3,77,185
264,-1786,4295,42,93,238
285,-1785,4329,93,86,281
310,-1820,4362,139,100,324
303,-1870,4253,165,128,381
299,-1946,4283,186,149,444
217,-1886,4026,193,189,531
245,-1682,3795,199,171,611
256,-1694,3758,204,129,644
227,-1861,3729,210,95,690
244,-1876,3812,228,61,767
294,-1829,3856,237,43,845
318,-1734,3842,236,39,919
283,-1655,3755,242,33,986
382,-1441,3869,262,0,1059
421,-1336,3996,301,-2,1077
426,-1326,4004,335,11,1095
461,-1117,4019,401,25,1125
488,-1170,3913,415,54,1183
473,-961,3754,401,63,1243
454,-687,3587,398,44,1281
449,-456,3754,407,-1,1297
499,-215,4049,387,-18,1309
523,100,3962,348,13,1305
523,100,3962,348,13,1305
477,172,3806,315,19,1256
462,177,3823,308,-1,1214
463,324,3916,309,-18,1186
464,460,3884,291,-21,1152
535,666,3958,236,-37,1073
539,826,3945,215,-45,1025
548,904,4052,191,-61,959
558,864,4102,150,-59,893
562,902,4124,119,-51,837
572,952,4233,97,-55,775
584,947,4398,88,-39,703
581,929,4319,92,5,632
532,904,4135,99,34,570
532,904,4135,99,34,570
528,911,4044,89,28,507
454,713,4053,62,24,442
409,513,3983,34,23,404
416,600,4032,35,11,396
429,806,3987,55,14,354
414,756,3873,79,0,275
445,634,4046,97,-38,211
454,528,4106,73,-42,177
452,375,4180,16,-42,132
441,367,4152,0,-38,117
441,271,4271,-4,-39,86
434,132,4304,-4,-18,67
419,169,4290,7,0,62
418,178,4337,7,14,44
386,17,4283,-4,39,21
332,-70,4147,-3,56,15
307,-89,4068,3,54,15
303,-79,3961,4,40,11
276,-110,3900,5,17,0
260,-151,3920,16,-12,-11
262,-194,3999,23,-41,-17
287,-200,4204,20,-56,-17
283,-208,4275,12,-35,-17
264,-233,4167,15,-9,-20
272,-291,4154,10,-11,-22
307,-419,4296,-4,-12,-21
275,-402,4187,-14,14,4
292,-281,4120,-29,9,21
281,-392,4221,-38,3,8
254,-490,4205,-46,17,20
245,-352,4177,-44,24,46
226,-275,4164,-40,29,44
222,-310,4165,-33,33,36
205,-279,4054,-23,40,37
196,-253,3993,-14,28,32
207,-215,4041,-3,11,28
188,-182,4065,4,3,25
195,-178,4126,6,1,21
186,-132,4091,-10,10,24
188,-119,4101,-47,13,25
198,-121,4106,-73,14,24
202,-136,4081,-79,14,22
203,-154,4096,-86,19,5
182,-247,4093,-77,24,-10
156,-265,3937,-69,26,-6
174,-236,3943,-69,1,-9
174,-236,3943,-69,1,-9
166,-351,3969,-67,-10,-19
193,-359,4007,-61,-26,-8
239,-322,4169,-61,-36,-2
240,-369,4194,-70,-22,0
254,-302,4196,-71,-14,9
269,-293,4294,-55,-7,0
236,-333,4256,-38,18,-5
194,-298,4081,-35,36,-5
156,-357,3971,-44,28,-7
160,-379,3967,-51,4,2
188,-381,4071,-56,-18,15
231,-360,4227,-69,-24,28
278,-234,4235,-53,0,33
282,-206,4296,-42,9,17
239,-351,4278,-32,31,-2
212,-360,4194,-15,50,3
182,-280,4021,-6,58,5
172,-302,3931,0,43,-7
141,-395,3924,13,20,-15
156,-373,4031,-11,-6,1
159,-371,4055,-29,-10,8
148,-386,4041,-20,-14,12


338,520,5569,17,535,-456
281,-133,5575,10,609,-525
210,-402,5257,-16,691,-489
154,-416,5095,-27,725,-438
136,-191,5092,6,744,-409
147,-72,5127,64,767,-427
168,-93,5121,102,804,-458
143,-181,4972,104,844,-477
119,-216,4954,90,861,-478
138,-192,5040,98,884,-483
141,-118,5020,131,934,-496
111,-93,4893,181,986,-524
100,-81,4781,218,1024,-552
75,-212,4779,220,1054,-581
38,-328,4670,197,1100,-585
-34,-369,4387,182,1147,-578
-124,-306,4163,177,1154,-569
-181,-343,4063,183,1146,-583
-285,-610,3873,160,1142,-590
-308,-613,3733,164,1112,-556
-318,-536,3684,171,1074,-538
-352,-631,3735,169,1046,-544
-363,-652,3705,176,1035,-538
-411,-852,3632,185,1029,-542
-446,-1031,3519,193,1028,-514
-489,-996,3351,200,1020,-470
-553,-1021,3189,202,995,-444
-617,-955,3043,218,962,-413
-692,-959,2878,245,920,-397
-768,-1074,2779,256,862,-373
-811,-1043,2713,250,803,-322
-865,-900,2533,231,749,-273
-949,-754,2343,223,677,-242
-994,-609,2228,229,585,-228
-1015,-653,2172,221,493,-228
-1056,-804,2274,204,400,-212
-1049,-673,2352,191,334,-160
-1066,-461,2205,173,296,-129
-1116,-420,1937,166,238,-133
-1150,-444,1768,171,141,-134
-1161,-511,1813,167,21,-122
-1132,-284,1942,152,-87,-86
-1110,75,1920,128,-177,-73
-1093,287,1882,108,-281,-103
-1068,277,1935,100,-394,-156
-1038,148,2145,88,-503,-193
-970,259,2333,68,-586,-198
-917,403,2513,30,-644,-216
-891,633,2589,-11,-690,-239
-842,914,2678,-47,-736,-285
-810,980,2748,-71,-783,-372
-791,855,2836,-111,-830,-453
-731,814,2921,-167,-876,-501
-698,772,3012,-225,-921,-549
-652,784,3239,-274,-966,-592
-584,838,3383,-304,-986,-646
-529,646,3418,-318,-997,-720
-448,479,3519,-318,-1022,-771
-313,453,3719,-335,-1038,-804
-246,449,3719,-367,-1030,-850
-197,293,3764,-380,-1041,-913
-3,206,4082,-385,-1052,-963
67,612,4307,-544,-944,-1045
-270,-278,2752,-648,-1000,-1233
143,-1719,5295,-433,-1314,-1185
114,-724,5068,-319,-1033,-893
102,-68,4465,-325,-917,-902
156,-405,4819,-339,-916,-1023
-82,-1256,4499,-336,-849,-1038
64,-1065,4681,-284,-838,-948
13,-1260,4556,-256,-799,-953
-33,-1432,4529,-252,-794,-908
-3,-1213,4585,-247,-799,-843
-3,-1213,4585,-247,-799,-843
-21,-1262,4640,-260,-794,-827
-34,-1285,4718,-255,-789,-792
45,-1110,4734,-254,-789,-750
134,-1237,5176,-246,-784,-752
140,-1347,5170,-233,-690,-727
209,-1383,5197,-205,-627,-692
253,-1532,5251,-202,-548,-664
234,-1559,4916,-217,-445,-614
214,-1571,4614,-196,-403,-577
230,-1801,4668,-165,-406,-553
263,-2100,4874,-160,-389,-490
325,-1954,4808,-170,-341,-385
328,-1816,4678,-153,-301,-339
310,-2209,4609,-103,-290,-325
376,-2432,4928,-40,-276,-249
351,-2536,4849,-27,-191,-146
319,-2604,4458,8,-95,72
304,-2624,4253,42,-81,157
308,-2772,4195,90,-91,233
313,-3002,4258,132,-100,327
349,-2971,4258,175,-86,459
392,-2703,4247,226,-72,582
425,-2472,4372,257,-56,672
441,-2388,4455,287,-18,742
438,-2217,4432,321,27,821
460,-1886,4179,368,76,880
413,-1937,3888,396,90,892
398,-2070,3833,430,76,931
378,-2087,3648,441,77,1002
334,-2139,3482,441,55,1079
353,-1880,3541,467,12,1189
395,-1298,3563,486,-15,1284
394,-971,3549,468,-45,1309
411,-926,3705,460,-77,1301
429,-896,3747,470,-78,1305
449,-727,3648,479,-69,1314
406,-823,3612,497,-77,1310
439,-734,3797,518,-103,1356
540,-95,3984,505,-100,1411
548,315,3956,451,-80,1381
552,412,4001,408,-77,1317
566,426,4045,375,-69,1261
531,302,4069,323,-57,1214
499,213,4057,276,-42,1197
503,406,4156,255,-31,1191
483,672,4237,237,-6,1166
483,959,4188,220,31,1111
482,996,4009,191,57,1021
498,982,3775,172,39,942
533,949,3877,165,-19,862
600,754,4331,129,-68,792
663,798,4595,75,-39,764
649,1044,4309,24,30,718
592,938,4045,4,39,624
555,796,4046,17,15,544
553,801,3950,23,0,492
566,632,4004,9,-28,433
583,466,4145,-16,-46,400
617,447,4318,-36,-42,380
592,436,4237,-38,-10,356
599,460,4252,-17,0,323
583,462,4232,3,19,276
492,409,4083,6,34,232
436,272,4099,11,24,187
400,50,4059,9,19,162
408,27,4056,1,7,168
421,140,4076,-4,-5,162
390,68,4173,-4,-19,126
344,-133,4412,12,-16,92
455,-181,4134,33,27,97
371,-195,4109,11,10,97
389,-249,4421,4,-8,92
376,-130,4438,1,28,105
361,32,4274,-10,61,94
323,-131,4232,-28,58,56
312,-253,4277,-34,53,48
307,-233,4215,-52,60,55
288,-269,4159,-69,58,48
263,-321,4161,-66,51,39
223,-331,4062,-59,55,34
174,-462,3928,-55,48,24
132,-609,3867,-46,29,31
124,-610,3866,-26,8,57
157,-412,3893,-11,-7,80
178,-288,3919,1,-21,73
194,-361,4025,7,-37,50
215,-444,4150,6,-38,46
237,-419,4181,0,-33,59
260,-332,4200,-10,-28,66
246,-383,4180,-9,-23,56
238,-425,4187,-1,-23,52
244,-395,4254,5,-21,58
234,-349,4287,3,-8,59
218,-295,4176,2,10,52
195,-350,4085,6,10,40
188,-394,4107,20,4,36
195,-376,4118,37,2,36
213,-354,4062,58,4,30
215,-360,4076,55,1,28
200,-371,4058,42,-1,27
205,-331,4066,33,-9,33
229,-282,4109,26,-15,34
231,-347,4184,0,-12,25
252,-418,4220,-25,0,28
250,-391,4135,-28,16,36
239,-377,4087,-22,18,31
224,-456,4104,-25,15,28
227,-406,4068,-33,22,41
201,-356,3916,-38,22,42
198,-378,3849,-32,-1,33
206,-400,3916,-25,-35,31
227,-399,4084,-19,-55,31
242,-377,4232,-11,-49,31
254,-343,4232,-2,-26,29
257,-361,4222,0,-8,24
240,-394,4215,-24,5,28
244,-332,4116,-47,19,40
239,-288,4053,-48,17,34
220,-303,4046,-51,10,22
223,-361,4078,-49,6,9
204,-425,4013,-39,7,3
192,-469,3986,-37,0,6
192,-471,3981,-28,-12,12
210,-433,4016,-18,-27,15
227,-445,4125,-7,-34,14
238,-433,4194,-1,-26,18


256,273,5276,134,557,-192
163,-280,5133,139,622,-245
123,-242,4900,165,669,-213
107,-79,4791,197,686,-208
68,-112,4769,243,695,-237
37,-181,4812,294,703,-254
21,-161,4879,319,727,-256
-7,-152,4830,321,758,-258
-7,-7,4806,326,780,-255
-35,49,4740,328,803,-278
-42,-81,4856,344,852,-301
-59,-30,4699,324,901,-300
-102,-102,4573,310,930,-313
-135,-129,4563,309,949,-315
-195,-104,4417,296,986,-317
-265,-9,4189,284,1008,-320
-330,36,4038,310,1001,-346
-409,-116,3990,337,987,-382
-479,-153,3798,336,982,-381
-500,-56,3755,317,949,-372
-502,-20,3839,292,916,-381
-528,-51,3907,275,902,-391
-540,-11,3971,272,904,-396
-540,113,3892,265,918,-404
-565,108,3720,248,918,-434
-610,-10,3674,240,895,-463
-588,-117,3773,245,868,-473
-569,-229,3747,246,868,-480
-606,-386,3628,226,868,-475
-654,-462,3506,200,853,-444
-693,-434,3456,178,826,-408
-731,-243,3370,172,802,-381
-773,-200,3312,184,773,-391
-818,-354,3219,195,746,-402
-855,-424,2991,188,718,-385
-901,-536,2957,172,656,-362
-917,-538,2977,140,604,-320
-945,-524,3010,128,563,-283
-959,-349,2968,125,536,-246
-974,-379,2998,112,510,-237
-1013,-311,2798,102,507,-214
-1072,-268,2545,103,474,-201
-1099,-276,2373,110,410,-195
-1127,-191,2286,109,331,-182
-1155,-133,2330,105,247,-178
-1172,-112,2330,94,180,-177
-1209,-52,2129,76,122,-175
-1237,19,1900,45,37,-176
-1292,-174,2006,29,-82,-189
-1245,73,2228,42,-184,-149
-1191,484,2263,51,-243,-151
-1191,484,2263,51,-243,-151
-1134,449,2365,42,-311,-213
-1129,348,2492,27,-365,-256
-1136,303,2470,3,-399,-275
-1159,363,2288,-18,-439,-287
-1167,461,2207,-28,-521,-310
-1122,543,2353,-36,-616,-343
-1065,679,2437,-46,-693,-379
-1014,721,2526,-74,-764,-428
-972,605,2597,-115,-831,-481
-952,489,2704,-150,-898,-517
-878,394,2990,-170,-966,-545
-790,344,3235,-197,-1001,-559
-729,475,3211,-226,-1007,-571
-654,514,3161,-242,-1035,-615
-581,367,3376,-240,-1082,-675
-452,345,3691,-250,-1098,-722
-503,242,3722,-363,-1044,-798
-556,-408,3572,-358,-1072,-822
-407,-283,4081,-263,-1150,-761
-327,-206,4294,-242,-1125,-747
-337,-309,4205,-249,-1084,-745
-222,-388,4511,-246,-1094,-736
-481,498,3319,-253,-1111,-754
-75,-592,4787,-154,-1428,-950
78,-944,6341,-179,-1214,-818
-235,-429,4582,-309,-836,-695
-215,-541,4387,-312,-884,-731
-186,-756,4537,-282,-914,-741
-195,-919,4410,-252,-896,-719
-95,-765,4476,-265,-890,-689
-121,-1080,4429,-264,-863,-689
-150,-1211,4201,-198,-877,-647
8,-1040,4773,-128,-917,-617
-46,-1290,4696,-140,-838,-614
-164,-1669,4429,-122,-808,-568
-60,-1614,4641,-54,-839,-470
-19,-1342,4821,-58,-784,-397
-77,-1515,4526,-114,-723,-351
17,-1443,4718,-102,-734,-280
119,-1314,4695,-96,-701,-221
196,-1274,4904,-79,-678,-191
251,-1252,5078,-68,-626,-158
274,-1189,5006,-80,-557,-120
283,-1288,5017,-82,-511,-95
383,-1208,5094,-59,-481,-59
442,-1146,5152,-45,-423,-46
407,-1448,5066,-34,-366,-51
417,-1730,5190,-3,-327,-14
412,-1821,5099,24,-256,52
388,-1991,4936,49,-208,114
392,-2154,4965,77,-181,188
404,-2210,4920,114,-138,282
417,-2082,4849,160,-100,379
456,-1913,4875,216,-71,449
423,-1954,4761,273,30,567
397,-1878,4531,298,70,638
407,-1915,4383,319,91,692
376,-2034,4212,345,118,756
322,-2111,3833,371,135,841
325,-2091,3732,423,97,932
351,-1904,3750,467,58,1030
431,-1447,3820,500,23,1119
512,-1187,4007,506,11,1152
457,-1135,3962,485,35,1183
488,-978,3918,486,24,1238
570,-653,4048,490,25,1266
485,-646,3758,464,59,1257
455,-627,3692,483,36,1265
485,-506,3879,508,10,1278
441,-574,3836,497,30,1315
504,-41,3872,529,36,1373
492,275,3837,519,40,1347
483,405,3739,495,20,1305
543,433,3842,493,-21,1263
593,532,3946,435,-34,1241
637,554,4025,359,-40,1211
685,530,4200,292,-42,1187
726,680,4248,251,-22,1172
726,889,4191,242,0,1129
728,1031,4242,237,16,1061
650,945,4118,215,42,985
608,823,4117,206,39,934
582,1055,3822,193,55,831
562,834,3877,177,19,766
586,777,3907,169,1,735
585,794,3823,150,-11,711
594,901,3885,122,-38,686
594,901,3885,122,-38,686
621,937,4012,95,-52,646
642,1001,4168,84,-53,609
640,1172,4134,70,-26,564
629,1226,4070,69,-12,490
614,988,4139,66,0,360
577,1055,4136,50,16,329
548,1224,3917,44,32,276
525,1032,3921,35,10,186
487,672,3927,23,0,130
476,580,3842,9,-12,120
487,582,3900,-3,-37,106
494,533,4026,-23,-49,87
500,505,4129,-32,-43,65
489,467,4100,-26,-27,44
497,450,4128,-21,-18,21
482,349,4123,-22,-6,-6
450,294,4099,-13,0,-25
451,154,4102,-17,3,-39
450,5,4136,-56,3,-37
440,-35,4193,-95,2,-21
423,5,4200,-105,0,-5
444,63,4218,-97,-2,-5
459,-42,4348,-85,-7,-23
441,-151,4418,-81,10,-24
404,-132,4244,-90,40,-7
373,-170,4238,-99,41,-6
345,-253,4263,-108,47,2
306,-111,4194,-75,75,27
259,-146,4087,-63,89,17
229,-216,4029,-58,86,16
221,-153,3969,-40,81,28
221,-55,3794,-27,68,30
245,-116,3831,-20,21,14
266,-215,3992,-15,-7,12
277,-155,4088,-19,-14,28
297,-94,4152,-22,-12,37
326,-65,4233,-22,0,37
334,-10,4230,-27,19,34
327,-9,4212,-35,31,25
310,-24,4168,-35,39,22
291,91,4064,-24,38,18
310,124,4112,-17,21,-4
317,45,4190,-32,17,-27
274,-115,4138,-50,23,-37
273,-154,4101,-61,22,-23
273,-114,4044,-82,19,-11
269,-117,4063,-98,8,-11
280,-118,4058,-92,3,-11
302,-89,4092,-78,-2,-14
325,-157,4177,-76,-4,-23
319,-194,4119,-54,2,-19
307,-157,4190,-46,1,-11
330,-128,4199,-56,25,-1
316,-87,4036,-54,44,0
306,-81,3996,-47,38,-7
267,-116,3917,-41,27,-13
255,-88,3905,-34,9,-13
259,-111,3961,-34,-5,-20
256,-196,3951,-41,-13,-22
255,-260,3993,-63,-21,-12


312,-68,5158,192,530,-185
304,-34,5107,202,572,-182
285,166,5155,180,601,-176
286,156,5174,190,636,-203
243,157,5169,194,671,-217
230,245,5261,187,711,-231
168,141,5126,175,768,-261
117,69,5046,169,803,-274
97,78,5031,204,835,-281
48,69,4976,226,874,-295
16,28,4920,245,909,-305
12,105,4837,264,938,-307
-6,97,4821,275,964,-331
5,404,4730,260,992,-357
-43,125,4761,178,1000,-445
-83,-350,4938,238,1026,-427
-52,60,4888,299,1083,-365
-71,91,4774,286,1126,-393
-112,25,4717,285,1159,-411
-154,5,4575,280,1193,-420
-176,64,4478,263,1215,-430
-218,12,4369,258,1238,-456
-280,-230,4213,271,1258,-479
-335,-316,4049,296,1271,-464
-380,-130,3804,297,1267,-444
-416,-162,3792,256,1236,-458
-460,-327,3763,224,1225,-460
-497,-336,3600,227,1218,-444
-548,-435,3453,228,1203,-442
-608,-568,3374,232,1178,-428
-660,-499,3234,224,1157,-393
-726,-459,3063,196,1132,-369
-826,-587,2921,195,1098,-356
-884,-544,2820,226,1055,-320
-920,-520,2714,233,1019,-293
-1019,-591,2417,212,984,-265
-1111,-539,2204,202,918,-223
-1166,-386,2084,203,838,-185
-1217,-244,1931,200,759,-164
-1268,-177,1762,211,665,-166
-1315,-111,1616,223,561,-169
-1366,-36,1459,220,447,-164
-1390,8,1439,206,321,-159
-1383,72,1401,186,208,-157
-1376,-52,1556,162,97,-162
-1376,-60,1709,146,28,-138
-1392,218,1518,132,-16,-110
-1431,336,1308,124,-94,-132
-1484,473,1101,127,-202,-158
-1489,576,1010,117,-346,-197
-1470,487,1060,84,-505,-241
-1434,535,1102,44,-659,-251
-1365,529,1407,7,-822,-269
-1228,700,1862,-36,-952,-274
-1132,1008,2049,-84,-1025,-300
-1039,1002,2300,-117,-1111,-377
-886,834,2862,-143,-1181,-438
-778,902,3148,-199,-1181,-461
-693,965,3182,-258,-1167,-505
-608,786,3289,-299,-1171,-577
-557,622,3384,-320,-1166,-633
-534,530,3269,-322,-1163,-679
-498,357,3315,-319,-1190,-726
-465,114,3506,-325,-1218,-755
-453,-29,3673,-351,-1228,-747
-429,159,3712,-365,-1227,-724
-379,276,3780,-366,-1239,-746
-362,60,4040,-357,-1256,-800
-341,-140,4353,-341,-1245,-816
-325,-2,4362,-320,-1198,-803
-336,57,4262,-306,-1168,-824
-265,-31,4469,-301,-1171,-851
-146,17,4765,-324,-1131,-862
-170,-105,4663,-359,-1055,-891
-127,-470,4895,-335,-1041,-920
-302,-246,4003,-333,-1018,-925
24,-1167,5167,-224,-1192,-1003
-66,-1314,5410,-153,-993,-884
-168,-1080,4591,-128,-904,-794
10,-944,5409,-95,-985,-762
31,-932,5658,-102,-889,-739
-15,-879,5542,-90,-793,-724
-85,-1471,5638,-46,-745,-718
124,-1189,5946,-104,-667,-602
8,-1637,5716,-143,-503,-603
-73,-1691,5272,-74,-422,-512
5,-1448,5286,-38,-423,-438
42,-1595,5405,-43,-378,-426
-60,-1990,4999,-43,-298,-389
-51,-2128,4974,0,-305,-293
10,-2117,5190,26,-297,-195
26,-2057,5197,20,-244,-97
39,-2034,5109,33,-189,-12
57,-2081,5032,59,-142,62
62,-2105,4885,77,-96,141
57,-2126,4723,101,-62,219
70,-2207,4763,145,-43,301
67,-2146,4727,170,-5,405
66,-1897,4472,182,33,503
69,-1816,4302,216,37,561
57,-1933,4458,275,21,611
109,-1721,4477,309,40,699
122,-1565,4289,297,64,760
133,-1750,4304,289,66,806
147,-1810,4289,310,80,885
188,-1606,4135,336,102,973
194,-1505,3980,360,111,1022
192,-1520,3935,397,105,1072
240,-1175,3826,432,98,1151
234,-888,3663,452,79,1185
291,-583,4038,509,29,1252
299,-224,3986,492,62,1281
311,89,3924,461,81,1273
304,305,3791,403,93,1235
288,203,3836,351,78,1190
286,227,3872,323,76,1183
288,299,3844,301,76,1175
346,387,3956,277,68,1167
362,742,3915,241,71,1165
376,948,3890,200,64,1113
368,885,3963,172,53,1039
328,974,3915,153,55,995
304,1111,3972,122,48,946
284,1012,3978,80,58,876
268,959,3818,44,62,833
234,1037,3675,24,44,790
275,924,3661,28,8,721
302,735,3788,48,-39,670
388,793,3987,47,-64,651
403,838,3997,29,-64,620
452,838,4152,27,-73,581
459,939,4326,32,-61,544
426,885,4318,24,-23,491
376,753,4270,8,9,452
337,743,4114,12,31,433
329,835,4035,20,28,402
303,790,4050,6,19,357
270,707,4010,4,14,318
286,676,3926,10,0,290
247,660,3918,6,-24,262
223,483,3994,9,-45,224
183,451,3955,15,-53,214
234,504,3963,60,-73,194
248,458,4236,47,-83,172
223,441,4354,41,-51,156
253,566,4319,73,-13,134
228,576,4228,36,25,102
191,386,4060,29,46,54
131,202,3806,23,38,38
116,175,3792,-3,-10,47
118,19,3998,-47,-49,49
124,67,4000,-65,-51,71
111,257,3981,-57,-61,60
98,-145,4162,-83,-59,37
99,-108,4092,-85,-38,81
135,169,4055,-81,-39,103
142,187,4157,-92,-50,76
151,157,4356,-81,-45,56
150,148,4285,-51,-12,39
135,-7,4193,-32,1,17
