acc_X,acc_Y,acc_Z,gyro_X,gyro_Y,gyro_Z
-772,-543,4068,-157,-302,-981
-760,-605,4119,-164,-275,-936
-770,-622,3951,-176,-232,-891
-787,-751,3669,-181,-212,-866
-803,-979,3529,-177,-238,-835
-754,-1227,3645,-154,-285,-784
-726,-1411,3725,-130,-294,-716
-764,-1407,3493,-113,-278,-623
-761,-1264,3264,-79,-303,-539
-755,-1239,3202,-38,-352,-494
-790,-1340,3169,-24,-386,-455
-850,-1416,2926,7,-405,-395
-894,-1381,2557,62,-453,-312
-856,-1255,2411,117,-559,-231
-796,-1023,2447,149,-672,-145
-684,-642,2401,164,-770,-69
-582,-378,2447,169,-873,-40
-445,-423,2932,177,-978,-49
-313,-558,3526,169,-1005,-36
-269,-471,3596,126,-929,20
-318,-213,3069,89,-846,64
-371,-86,2572,90,-869,61
-339,-114,2605,101,-977,50
-293,-129,2752,93,-1059,67
-262,73,2849,78,-1123,102
-204,373,2962,78,-1190,110
-122,471,3127,61,-1253,85
-39,480,3352,25,-1314,62
64,456,3748,-20,-1363,50
162,390,4252,-74,-1369,39
244,323,4530,-125,-1316,42
284,410,4452,-152,-1243,68
348,638,4395,-175,-1208,69
424,671,4501,-198,-1195,15
488,387,4743,-226,-1181,-54
506,-10,5032,-254,-1146,-83
548,-161,5133,-243,-1081,-57
599,-129,5276,-208,-1030,-35
711,-209,5560,-188,-973,-31
794,-271,5764,-178,-880,-16
807,-395,5826,-173,-770,-5
807,-620,5864,-169,-668,21
810,-615,5895,-151,-573,70
821,-635,5936,-138,-479,94
812,-783,5838,-130,-370,103
576,-1052,4871,-77,-297,113
786,-1135,5254,4,-397,120
792,-1588,5834,45,-297,143
642,-1989,5169,78,-136,246
642,-1842,5093,116,-117,409
675,-1444,5119,143,-117,566
759,-948,5235,170,-112,663
788,-771,5378,216,-85,681
820,-709,5226,279,-70,679
991,-795,5884,353,-20,685
890,-812,5427,370,201,715
762,-919,4549,376,308,733
746,-1040,4451,398,268,779
772,-832,4528,414,245,869
790,-591,4520,411,249,927
807,-544,4585,395,264,949
807,-552,4556,386,310,976
747,-539,4274,383,373,1003
706,-568,3886,396,394,1024
714,-674,3865,434,359,1054
745,-591,3930,463,344,1134
758,-77,3735,467,350,1230
762,379,3544,458,320,1248
780,456,3714,445,267,1211
779,464,3906,419,256,1194
744,625,3719,392,286,1193
672,723,3396,385,286,1163
642,775,3404,389,232,1136
659,1041,3521,390,175,1133
683,1383,3754,301,132,1050
667,1438,3790,237,126,1011
629,1610,3782,185,119,980
611,1796,3847,151,107,923
594,1802,3909,116,103,834
582,1585,3922,83,113,735
541,1309,3833,68,123,670
516,1295,3647,67,124,656
527,1640,3573,66,95,648
552,1853,3665,58,47,584
595,1723,3978,42,6,487
620,1567,4266,22,19,425
615,1580,4218,0,77,390
579,1556,3959,-29,109,339
571,1466,3986,-44,96,282
579,1379,4085,-49,93,232
546,1422,3912,-54,108,187
512,1283,3834,-71,94,123
519,954,3872,-79,69,75
533,797,3919,-74,47,68
565,768,4011,-86,33,67
530,671,3985,-119,42,55
495,539,3889,-134,36,48
488,456,3923,-117,12,56
509,608,4137,-119,4,74
443,707,4075,-151,35,63
423,631,3965,-157,35,41
414,569,4126,-150,6,31
457,631,4223,-141,5,31
457,756,4052,-146,28,10
395,625,3975,-140,20,-50
377,370,4003,-166,5,-70
376,219,4071,-200,-5,-45
435,259,4174,-216,-13,-13
441,247,4335,-230,-6,-8
495,108,4482,-237,28,-2
490,66,4356,-239,87,28
489,283,4142,-243,119,60
417,351,4026,-267,116,45
394,257,4041,-302,106,28
305,225,3989,-314,107,33
266,225,3966,-264,94,31
288,284,3856,-180,81,17
260,261,3813,-141,48,-8
305,45,4067,-155,3,-23
330,-38,4226,-130,0,-7
341,49,4276,-118,14,30
382,236,4379,-107,25,49
400,257,4382,-122,62,35
361,221,4175,-128,96,18
338,138,4099,-131,91,0
312,40,4055,-146,82,-6
286,-29,3931,-151,71,3
264,-19,3899,-143,43,21
305,60,4075,-139,5,35
343,21,4241,-154,3,34


756,577,6582,351,352,133
766,396,6612,365,492,65
745,139,6500,387,641,32
688,61,6214,427,778,35
597,158,5765,476,881,45
529,279,5491,515,928,36
506,277,5529,530,951,12
476,286,5531,540,1008,2
415,332,5318,554,1084,-5
309,304,5015,575,1142,-26
215,251,4766,599,1173,-37
148,260,4609,621,1183,-34
114,393,4505,637,1188,-24
91,528,4491,640,1190,-28
76,621,4446,631,1203,-44
19,650,4260,614,1225,-70
-40,600,4119,584,1225,-97
-52,414,4091,526,1223,-115
-73,479,3893,508,1245,-101
-146,654,3564,496,1253,-105
-180,692,3401,471,1226,-144
-225,640,3491,402,1216,-192
-397,340,3098,339,1234,-220
-498,179,2867,306,1180,-185
-584,335,2758,269,1119,-123
-705,618,2483,223,1075,-82
-858,889,2113,192,1005,-79
-957,980,1960,178,878,-119
-1040,921,1946,147,754,-156
-1104,810,1965,124,645,-170
-1137,758,2103,113,539,-164
-1105,626,2420,99,451,-160
-1062,471,2726,69,415,-127
-1017,773,2648,42,432,-40
-1030,1512,2068,61,344,-108
-992,1311,2351,77,222,-208
-939,1089,2724,105,145,-263
-933,949,2880,116,128,-279
-929,1007,2903,85,124,-260
-948,1143,3031,66,99,-247
-915,1233,3225,62,78,-263
-911,1412,3178,49,89,-274
-977,1669,2945,39,81,-301
-980,1758,2933,19,19,-370
-963,1630,3162,-9,-47,-450
-981,1517,3372,-28,-79,-500
-995,1597,3508,-37,-89,-526
-1019,1819,3503,-35,-87,-562
-1067,1963,3476,-39,-96,-624
-1093,1984,3599,-57,-126,-700
-1120,1931,3795,-85,-138,-777
-1130,1832,3820,-93,-115,-851
-1151,1679,3698,-99,-91,-917
-1189,1431,3498,-119,-84,-969
-1186,1240,3375,-146,-107,-985
-1135,1333,3363,-143,-145,-982
-1051,1464,3469,-118,-187,-1020
-995,1298,3628,-102,-209,-1097
-978,799,3767,-74,-210,-1190
-961,559,3850,-60,-192,-1201
-993,402,3680,-71,-141,-1179
-1030,517,3292,-58,-130,-1146
-1003,589,3147,-49,-183,-1158
-1007,462,3102,-58,-242,-1196
-992,172,3233,-53,-310,-1233
-969,-213,3502,-79,-349,-1238
-947,-486,3551,-90,-346,-1201
-957,-669,3521,-90,-348,-1151
-919,-1004,3586,-102,-355,-1099
-919,-1121,3500,-104,-345,-1019
-853,-1323,3323,-107,-344,-959
-835,-1550,3068,-83,-359,-906
-851,-1788,2841,-24,-407,-851
-845,-2133,2746,58,-477,-783
-821,-2290,2677,155,-546,-671
-848,-2277,2629,224,-632,-540
-827,-2147,2827,279,-737,-399
-759,-1797,3018,337,-806,-258
-719,-1427,3003,361,-836,-140
-692,-934,3027,372,-874,-46
-657,-574,3080,372,-912,-1
-668,-193,3102,354,-937,37
-650,204,3144,316,-971,57
-606,462,3223,260,-998,26
-563,448,3238,184,-1005,-30
-539,297,3200,114,-1019,-63
-498,475,3161,-21,-1077,-40
-453,451,3311,-83,-1122,-70
-399,206,3485,-136,-1146,-107
-391,94,3413,-162,-1143,-106
-368,86,3383,-166,-1167,-100
-299,-18,3549,-174,-1214,-100
-251,-23,3664,-184,-1241,-75
-172,173,3686,-185,-1265,-39
-80,290,3963,-187,-1316,-38
114,134,4378,-188,-1338,-53
209,166,4666,-173,-1313,-59
304,39,4983,-175,-1270,-80
394,-135,5128,-198,-1194,-76
468,-204,5271,-199,-1127,-76
555,-526,5535,-183,-1067,-93
612,-832,5652,-171,-979,-62
643,-864,5671,-160,-891,0
665,-922,5701,-133,-819,45
707,-998,5778,-91,-759,79
758,-1153,5932,-44,-700,109
801,-1274,6007,8,-629,166
690,-1383,5515,70,-581,258
1070,-640,7002,57,-483,396
903,-769,6301,-10,-210,406
810,-770,5928,-35,-65,419
662,-935,5294,11,40,411
549,-1177,4765,89,60,426
538,-1366,4750,178,17,468
541,-1544,4866,246,6,553
529,-1376,4620,288,12,681
602,-1095,4890,314,20,786
568,-815,4596,329,106,835
512,-1034,4170,358,133,815
553,-1271,4143,414,105,832
623,-1373,4118,482,109,888
679,-1487,4022,523,110,981
755,-1186,4132,506,89,1140
891,162,4425,434,90,1318
890,458,4535,389,120,1274
841,405,4492,357,179,1186
756,120,4155,352,249,1111
666,-219,3721,372,277,1079
618,-290,3412,396,237,1141
665,22,3517,385,158,1221
727,284,3734,359,102,1270
792,674,3912,322,87,1302
810,1003,3967,286,104,1283
784,1138,3833,252,135,1228
755,1121,3666,236,145,1164
765,969,3708,216,124,1111
781,997,3803,178,112,1113
763,1363,3707,132,117,1135
736,1769,3649,87,100,1106
721,1962,3722,38,80,1024
680,1944,3781,-2,73,930
672,2005,3755,-21,75,846
674,2018,3728,-42,70,746
667,1819,3878,-90,68,638
637,1446,3844,-130,79,569
651,1348,3790,-132,74,552
737,1546,3909,-133,61,532
726,1561,3855,-162,73,467
714,1513,3782,-169,61,404
736,1528,3906,-162,28,348
756,1431,3949,-162,6,283
770,1247,4145,-169,-4,226
776,1196,4276,-194,6,196
762,1217,4309,-217,34,164
749,1202,4302,-247,64,119
670,1068,4213,-279,91,66
620,820,4082,-302,107,21
551,615,3942,-317,100,1
542,522,3982,-327,67,2
539,421,4206,-348,42,6
580,364,4338,-362,55,23
546,574,4176,-345,84,37
513,551,4013,-308,73,-12
475,262,4037,-291,42,-57
493,51,4151,-269,25,-54
511,101,4189,-252,49,-2
494,113,4009,-229,57,-1
468,76,4043,-202,29,-11
468,76,4043,-202,29,-11
497,84,4219,-176,13,-13
401,-155,4100,-157,30,-24
406,-113,4235,-155,23,9
413,96,4219,-154,47,35
379,98,4071,-164,71,14
317,-104,3965,-171,67,-4
321,-184,4059,-173,42,19
363,-102,4201,-173,36,50
402,26,4236,-163,54,62
406,110,4180,-160,76,53
403,165,4060,-138,85,29
390,55,3972,-128,76,-6
379,-122,4032,-121,51,-20
397,-210,4153,-114,38,-4
424,-206,4204,-118,48,19
431,-131,4183,-131,64,43
432,25,4098,-140,78,54
434,83,3964,-139,75,33
424,-29,3953,-128,49,4
437,-98,4034,-114,24,-4
410,-139,4158,-118,14,2
418,-115,4217,-117,26,17
405,-43,4195,-99,43,25
421,76,4260,-84,52,21
400,111,4224,-95,76,-5
379,-12,4073,-127,94,-29
338,-114,3922,-138,86,-34
326,-150,3915,-132,51,-27
353,-78,4034,-119,20,-15
372,-63,4140,-122,8,-21
377,-161,4214,-119,9,-33


826,135,6173,352,570,-42
762,-19,5908,395,658,-70
708,-124,5756,425,720,-79
654,-211,5659,451,772,-74
607,-214,5588,478,824,-57
558,-163,5459,510,879,-45
524,-63,5298,545,928,-36
487,95,5144,581,966,-42
459,196,5025,610,991,-67
425,153,4965,631,1015,-99
404,67,4901,641,1037,-116
361,11,4860,630,1072,-113
300,19,4685,620,1117,-99
243,95,4471,604,1150,-82
175,156,4292,586,1167,-72
188,347,4240,564,1180,-69
142,568,4204,497,1239,-102
-28,323,3611,458,1287,-164
-137,118,3351,462,1236,-181
-179,197,3282,467,1181,-162
-281,341,3006,450,1144,-152
-340,401,2850,419,1065,-162
-436,212,3154,337,939,-175
-481,361,3304,279,942,-149
-619,371,3018,210,979,-136
-783,384,2581,185,982,-103
-912,563,2310,191,921,-68
-981,735,2208,188,822,-63
-1035,829,2272,165,727,-78
-1095,859,2268,153,665,-94
-1166,977,2112,152,607,-96
-1180,1081,2018,162,513,-120
-1154,984,2151,154,398,-156
-1105,928,2443,133,303,-159
-1036,966,2737,125,246,-150
-977,1172,2851,113,226,-142
-954,1360,2871,103,211,-169
-947,1377,2907,105,183,-226
-901,1363,3060,114,143,-277
-831,1345,3332,104,115,-318
-831,1352,3455,73,128,-348
-880,1415,3453,32,146,-369
-918,1493,3519,-2,141,-399
-944,1513,3556,-31,147,-438
-998,1606,3458,-58,156,-471
-1052,1688,3219,-83,148,-513
-1107,1763,3090,-119,103,-568
-1144,1779,3130,-142,35,-633
-1126,1691,3291,-157,-24,-703
-1142,1581,3454,-186,-53,-756
-1164,1551,3443,-200,-48,-795
-1212,1528,3268,-194,-44,-848
-1247,1435,3145,-189,-70,-909
-1292,1319,3054,-177,-111,-957
-1306,1174,3073,-150,-170,-996
-1290,1052,3205,-135,-223,-1014
-1284,1055,3351,-138,-267,-1019
-1224,1139,3403,-150,-288,-1029
-1204,1295,3211,-146,-304,-1068
-1143,1144,3230,-121,-367,-1157
-999,774,3630,-116,-424,-1231
-897,477,3745,-128,-410,-1251
-827,282,3756,-163,-399,-1241
-725,120,3873,-179,-413,-1231
-659,-70,4037,-174,-416,-1227
-576,-198,4213,-153,-405,-1215
-528,-420,4416,-137,-377,-1209
-472,-650,4527,-137,-328,-1180
-478,-540,4358,-128,-261,-1131
-523,-555,4155,-133,-230,-1132
-525,-886,4256,-140,-244,-1146
-496,-1179,4395,-133,-231,-1113
-478,-1345,4338,-115,-196,-1057
-494,-1525,4397,-95,-181,-1009
-519,-1711,4525,-92,-156,-953
-604,-1932,4424,-101,-95,-877
-722,-2109,4182,-99,-40,-778
-812,-2044,3876,-75,-20,-654
-906,-1841,3576,-36,-37,-550
-949,-1816,3486,-3,-92,-489
-961,-1943,3498,26,-146,-427
-965,-1950,3491,64,-191,-331
-954,-1801,3451,106,-237,-228
-923,-1639,3409,142,-279,-143
-874,-1493,3453,160,-322,-68
-818,-1220,3514,164,-345,18
-779,-898,3384,182,-346,80
-748,-632,3191,206,-365,110
-745,-485,2922,212,-400,123
-721,-231,2773,224,-457,142
-723,10,2825,223,-519,128
-706,-37,2924,203,-562,91
-736,-57,2772,171,-571,96
-749,147,2431,148,-598,123
-738,363,2130,146,-676,113
-702,442,2018,155,-793,76
-639,379,2204,152,-929,39
-530,201,2635,136,-1034,14
-440,-3,2994,91,-1071,23
-406,29,3049,35,-1061,73
-355,307,2875,-14,-1063,112
-305,452,2716,-53,-1111,111
-166,574,2822,-75,-1205,100
-14,699,3205,-95,-1299,78
160,769,3823,-134,-1350,34
266,631,4224,-165,-1320,-30
319,453,4399,-192,-1252,-79
383,282,4532,-216,-1179,-115
405,28,4580,-247,-1100,-146
381,-209,4481,-271,-1024,-152
355,-399,4431,-240,-986,-148
407,-577,4526,-181,-980,-131
449,-573,4588,-141,-970,-96
467,-517,4557,-112,-969,-67
564,-563,4780,-77,-1002,-46
658,-628,5225,-39,-1018,-19
738,-564,5588,-15,-982,29
807,-431,5817,-13,-902,74
828,-431,5937,-15,-798,80
890,-507,5938,-16,-684,79
848,-562,5839,-2,-579,88
825,-551,5631,31,-495,94
817,-571,5441,74,-451,98
829,-699,5521,95,-439,107
878,-770,5688,84,-402,136
832,-877,5262,92,-380,170
981,-978,6079,89,-347,217
840,-961,5619,71,-133,271
737,-1077,4830,90,-52,306
767,-1058,4822,153,-87,358
802,-922,4900,202,-91,422
834,-707,5038,207,-81,481
840,-453,5163,199,-42,519
830,-267,5124,202,19,523
798,-286,5059,209,77,489
749,-624,4881,216,141,442
668,-1068,4423,238,205,434
623,-1455,4102,295,214,464
671,-1808,4136,362,193,526
681,-1979,3944,415,202,647
676,-1724,3637,443,188,810
734,-1310,3693,463,120,938
808,-1073,4060,449,67,1017
865,-843,4326,413,83,1086
844,-610,4159,376,150,1136
799,-350,3848,382,190,1148
774,-264,3658,450,189,1108
774,-448,3588,525,164,1067
805,-573,3709,540,127,1096
877,-432,3937,498,100,1195
902,286,4042,421,101,1305
940,971,4161,352,116,1312
886,1232,4065,301,161,1218
757,1104,3767,271,188,1087
657,677,3713,272,168,989
677,428,3798,272,154,978
652,501,3753,239,162,1014
647,790,3746,211,145,1057
731,1253,3878,174,127,1063
723,1577,3796,131,139,998
630,1636,3501,98,135,889
597,1365,3490,83,79,774
591,998,3738,73,25,707
603,920,3872,63,16,716
636,1182,3869,37,22,738
650,1422,3855,0,22,716
664,1503,3849,-31,17,658
707,1506,3894,-42,10,584
736,1369,3966,-45,6,498
752,1153,4064,-65,10,440
749,1082,4106,-96,34,424
728,1196,3953,-99,60,410
708,1292,3942,-107,45,364
723,1261,4132,-125,25,297
717,1112,4250,-159,37,233
703,959,4284,-206,66,188
691,827,4166,-236,101,159
685,707,4106,-255,107,132
688,641,4284,-265,100,106
718,449,4290,-286,134,76
630,170,4036,-291,164,66
583,-134,4089,-263,140,88
648,-23,4187,-222,133,164
595,297,4107,-217,152,210
515,223,3999,-238,157,191
482,250,3960,-231,140,201
483,517,3838,-206,127,203
451,517,3740,-187,84,133
481,280,3987,-175,14,70
508,113,4210,-158,0,51
508,159,4150,-138,14,63
524,346,4175,-136,8,66
533,345,4256,-154,4,28
510,130,4214,-174,19,-12
477,-39,4128,-154,22,-19
469,-46,4096,-123,11,-12
495,-106,4197,-110,1,-14
501,-179,4268,-110,4,-10
500,-182,4251,-116,23,7
488,-84,4146,-120,40,22


995,78,6369,379,493,84
951,187,6145,412,598,70
909,217,6026,446,678,43
853,232,5965,470,754,23
786,253,5866,495,841,6
717,255,5647,516,925,-12
612,239,5319,529,994,-35
516,147,5032,547,1028,-53
476,115,4983,567,1031,-48
456,241,4981,584,1049,-36
437,362,4908,594,1079,-40
450,431,4868,589,1105,-54
424,435,4876,576,1134,-76
416,490,4847,566,1183,-90
378,501,4610,573,1246,-121
310,367,4332,567,1283,-158
227,229,4122,554,1297,-164
133,296,3922,531,1304,-137
64,507,3690,507,1304,-121
37,819,3669,448,1308,-155
-162,678,3292,377,1342,-239
-309,262,2922,348,1288,-281
-417,90,2896,345,1193,-247
-496,157,2804,358,1119,-190
-585,396,2745,351,1065,-133
-663,595,2766,348,997,-121
-660,546,3167,339,929,-144
-705,597,3265,299,959,-134
-817,782,2892,242,1018,-110
-957,955,2403,208,1016,-120
-1056,950,2175,209,934,-162
-1114,901,2228,224,828,-191
-1164,913,2240,227,748,-201
-1229,933,2069,196,689,-205
-1316,1026,1837,154,613,-205
-1349,1051,1695,149,500,-217
-1350,1000,1770,157,369,-224
-1329,1136,2017,159,247,-204
-1265,1400,2308,151,158,-191
-1217,1630,2463,127,110,-206
-1192,1780,2544,101,72,-252
-1176,1963,2654,88,24,-305
-1135,2028,2921,79,-24,-383
-1090,1915,3204,66,-50,-465
-1088,1824,3260,30,-37,-512
-1118,1945,3138,-10,-34,-533
-1118,2220,3105,-24,-69,-570
-1057,2359,3318,-30,-123,-652
-985,2313,3680,-62,-152,-759
-955,2178,3942,-126,-125,-859
-915,1949,3994,-203,-54,-945
-964,1789,3736,-218,6,-1008
-984,1732,3659,-210,3,-1064
-933,1596,3675,-190,-6,-1140
-961,1424,3639,-194,-4,-1205
-1030,1253,3400,-189,-12,-1263
-1077,1078,3359,-201,-54,-1316
-1033,730,3512,-207,-77,-1365
-1113,306,3476,-192,-85,-1386
-1126,-101,3561,-194,-110,-1360
-1131,-237,3531,-190,-121,-1286
-1059,-180,3470,-184,-141,-1213
-1018,-320,3502,-152,-174,-1191
-991,-488,3670,-126,-218,-1159
-947,-561,3785,-109,-232,-1108
-957,-643,3850,-96,-229,-1071
-930,-832,3994,-94,-221,-1040
-951,-959,3814,-86,-194,-991
-1013,-1009,3719,-78,-210,-938
-996,-1161,3757,-60,-239,-881
-993,-1092,3745,-51,-253,-793
-861,-1104,3816,-31,-279,-735
-802,-1163,3991,-1,-290,-695
-762,-1293,4158,-5,-272,-661
-795,-1551,4007,-10,-212,-622
-885,-1741,3600,14,-167,-557
-957,-1870,3307,71,-186,-473
-971,-1844,3175,126,-240,-367
-957,-1700,3137,156,-303,-245
-938,-1497,3271,169,-357,-133
-925,-1179,3350,192,-382,-40
-954,-817,3249,208,-380,30
-975,-431,3008,203,-383,83
-966,-33,2790,188,-421,109
-965,216,2671,165,-478,90
-969,312,2605,125,-535,59
-964,430,2487,103,-592,39
-976,516,2463,98,-661,0
-956,456,2509,96,-721,-57
-932,235,2411,99,-762,-112
-904,-192,2250,84,-806,-142
-883,-566,2074,68,-872,-103
-841,-439,1896,60,-971,12
-742,60,1849,64,-1110,120
-604,566,2229,63,-1264,144
-476,843,2666,60,-1365,104
-400,789,2955,43,-1414,27
-272,489,3225,17,-1441,-32
-188,444,3466,-46,-1424,-47
-146,306,3392,-107,-1402,-59
-72,128,3378,-149,-1424,-46
76,266,3655,-167,-1482,-6
281,418,4177,-172,-1522,-9
417,291,4521,-171,-1508,-53
519,71,4708,-155,-1484,-82
641,-46,5107,-141,-1458,-91
712,-200,5454,-122,-1396,-98
776,-380,5793,-118,-1316,-85
777,-456,6045,-126,-1212,-49
749,-468,6187,-133,-1095,-10
769,-475,6221,-112,-981,23
795,-478,6123,-92,-863,50
816,-453,5903,-77,-770,74
889,-397,5932,-65,-725,93
928,-415,6064,-34,-667,98
920,-421,6014,1,-591,105
897,-487,6044,-10,-523,117
882,-631,6120,1,-445,128
896,-811,6193,16,-350,153
822,-971,5812,44,-249,197
839,-998,5950,73,-189,262
794,-814,5721,96,-81,340
744,-585,5380,112,-15,398
739,-411,5322,130,8,418
729,-479,5273,150,47,409
711,-705,5173,170,100,409
714,-850,5041,206,158,428
703,-1037,4759,244,221,450
655,-1236,4340,285,264,488
662,-1365,4050,334,262,548
669,-1491,3894,390,237,624
688,-1478,3926,411,188,745
742,-1114,4155,390,156,888
771,-720,4199,368,173,985
753,-388,4072,360,199,1027
741,-234,4009,362,217,1021
694,-344,3894,382,236,1000
630,-419,3581,462,230,1032
639,-316,3622,501,188,1070
677,-66,3850,501,159,1117
688,375,3866,491,168,1156
691,843,3735,467,170,1147
672,1040,3793,417,147,1059
637,671,3897,392,139,971
618,549,3914,371,144,983
647,872,3941,351,145,1028
672,1251,3988,295,148,1031
655,1507,3919,220,156,982
612,1459,3883,168,151,891
575,1227,3996,146,141,810
555,1071,4015,130,159,769
522,936,3881,111,179,746
500,917,3783,88,180,745
506,1032,3755,83,167,738
497,1046,3794,84,147,702
516,1031,3842,62,137,676
514,1021,3756,34,135,655
490,1002,3635,8,115,635
488,982,3748,-30,76,620
508,1040,3804,-42,54,604
490,1163,3797,-34,42,575
509,1150,3893,-34,29,513
513,915,3904,-46,35,452
493,736,3915,-52,22,440
606,966,3961,-27,6,466
545,1391,4035,-36,0,441
561,1334,4164,-85,11,366
550,1206,3966,-104,44,311
480,1056,3955,-127,34,261
495,772,4176,-135,16,223
468,721,4091,-110,31,233
436,834,4017,-94,33,243
511,965,3982,-85,22,222
473,1068,3942,-81,6,170
444,852,3946,-101,-11,114
456,631,4025,-92,-35,90
499,563,4158,-87,-50,97
536,644,4252,-97,-47,105
512,659,4326,-121,-26,92
523,583,4288,-117,1,80
517,620,4243,-105,18,77
524,693,4166,-110,29,68
463,630,4079,-137,30,38
440,448,4084,-149,16,13
427,389,4067,-137,9,16
404,392,3994,-114,3,15
405,287,3977,-89,-12,0
433,256,4089,-71,-35,7
485,397,4197,-58,-39,20
504,436,4255,-56,-27,0
505,335,4276,-71,-6,-18
473,311,4177,-66,15,-23
452,297,4041,-45,18,-32
436,265,4025,-40,2,-39
437,257,4126,-36,-14,-41
447,241,4217,-38,-13,-42
435,195,4148,-46,1,-37
420,191,4088,-46,3,-32
436,204,4176,-53,-6,-26
445,130,4255,-65,0,-27


482,114,5330,260,510,-77
438,35,5302,306,546,-52
410,149,5254,337,579,-15
398,273,5298,351,600,4
439,396,5474,373,627,11
481,478,5543,396,684,4
504,498,5458,408,750,-9
521,488,5414,409,802,-23
529,480,5374,416,855,-31
536,554,5322,423,910,-33
530,623,5167,439,972,-52
505,607,4978,456,1021,-85
430,530,4856,458,1060,-116
359,423,4778,461,1096,-134
284,408,4646,475,1138,-133
211,504,4432,493,1178,-132
125,500,4261,492,1198,-151
69,387,4048,481,1215,-164
-83,400,3738,471,1210,-151
-159,564,3632,450,1170,-131
-197,818,3471,413,1145,-131
-293,603,3528,407,1099,-185
-184,783,4111,374,1102,-183
-286,801,3850,285,1223,-207
-443,517,3194,230,1257,-231
-551,451,2937,222,1204,-203
-648,611,2739,231,1145,-169
-757,700,2588,233,1066,-164
-801,730,2665,217,972,-161
-854,725,2755,183,909,-156
-934,770,2675,151,886,-144
-1026,945,2448,138,850,-130
-1084,1113,2315,132,779,-144
-1137,1084,2333,128,695,-192
-1159,908,2461,130,623,-221
-1204,929,2400,149,583,-216
-1262,1029,2132,165,535,-209
-1285,1124,2078,159,434,-212
-1260,1174,2287,144,318,-222
-1250,1274,2464,128,245,-223
-1261,1531,2511,130,196,-229
-1256,1834,2527,134,139,-264
-1246,1929,2614,116,77,-338
-1243,1795,2793,92,17,-415
-1215,1742,2983,66,-24,-446
-1204,1956,3047,46,-39,-453
-1189,2280,3006,35,-56,-492
-1158,2404,3044,13,-95,-582
-1157,2307,3228,-23,-133,-680
-1068,2149,3478,-69,-148,-748
-1065,2255,3399,-79,-133,-791
-1080,2310,3423,-116,-150,-873
-1071,2033,3550,-177,-154,-978
-1113,1754,3487,-201,-132,-1043
-1142,1576,3335,-207,-123,-1084
-1157,1363,3286,-202,-147,-1127
-1175,1102,3395,-205,-177,-1153
-1164,1035,3334,-207,-185,-1141
-1166,1086,3307,-219,-209,-1137
-1113,1040,3467,-234,-245,-1162
-1070,973,3491,-229,-255,-1198
-1051,727,3547,-220,-266,-1252
-987,407,3625,-206,-273,-1291
-943,33,3671,-189,-272,-1297
-914,-197,3593,-188,-268,-1253
-893,-180,3470,-185,-288,-1195
-798,-336,3603,-173,-340,-1183
-748,-682,3872,-160,-378,-1173
-728,-1044,4158,-164,-378,-1123
-703,-1273,4289,-167,-340,-1030
-673,-1282,4203,-165,-284,-920
-709,-1014,3908,-143,-255,-828
-685,-819,3943,-124,-287,-806
-647,-1155,4146,-99,-296,-836
-709,-1575,4119,-88,-255,-815
-775,-1894,3963,-58,-218,-743
-836,-2037,3737,-23,-204,-631
-867,-2067,3538,4,-211,-509
-892,-2015,3426,43,-232,-385
-868,-1769,3193,89,-259,-257
-856,-1438,3074,116,-317,-148
-802,-1131,3157,145,-373,-76
-804,-842,3065,184,-386,-31
-869,-582,2760,217,-402,-7
-943,-495,2475,225,-447,-1
-1002,-396,2130,226,-516,27
-1024,-99,1839,238,-628,72
-946,184,1898,259,-780,82
-847,247,2227,225,-900,76
-792,340,2558,168,-959,82
-763,541,2655,110,-969,91
-764,714,2381,62,-967,55
-758,509,2166,47,-1014,-38
-643,-393,2334,112,-1172,-65
-486,22,2249,130,-1258,53
-322,450,2372,101,-1379,96
-135,514,2726,74,-1507,83
27,578,3343,60,-1594,67
155,457,4001,42,-1614,38
235,395,4462,17,-1565,38
279,628,4542,-46,-1472,59
279,628,4542,-46,-1472,59
341,921,4467,-122,-1400,30
399,718,4594,-165,-1374,-65
468,369,4885,-164,-1354,-133
540,117,5218,-145,-1305,-157
576,-161,5379,-136,-1225,-162
543,-430,5306,-143,-1141,-136
536,-564,5304,-136,-1091,-82
546,-621,5467,-117,-1072,-12
651,-542,5624,-84,-1057,69
797,-249,5987,-49,-1045,121
929,-248,6542,-58,-990,116
1024,-349,6900,-71,-854,116
1086,-400,6914,-41,-679,116
1113,-584,6764,11,-518,107
1119,-775,6666,63,-387,117
1055,-919,6314,105,-130,212
959,-887,5908,103,-25,264
793,-908,5360,112,37,305
754,-955,5332,154,23,351
742,-945,5399,190,61,400
682,-1120,5096,214,123,438
662,-1321,5013,245,141,498
686,-1360,4941,276,178,594
686,-1211,4593,302,232,702
691,-985,4313,327,235,789
756,-822,4374,342,202,848
781,-694,4411,347,204,893
785,-654,4417,335,220,931
776,-609,4411,334,253,957
756,-679,4284,373,300,958
727,-884,4045,439,345,954
678,-1079,3656,493,371,990
637,-1124,3312,518,347,1074
630,-982,3190,523,270,1195
630,-982,3190,523,270,1195
694,-334,3398,491,176,1328
717,236,3757,426,123,1374
726,345,3987,404,123,1362
736,665,4048,407,165,1368
724,1221,3845,437,210,1339
667,1410,3702,433,215,1228
633,1225,3723,408,201,1117
