target;aX;aY;aZ;gX;gY;gZ
0;-0.232;-0.166;0.765;-44.25;-4.639;-19.592
0;-0.28;-0.166;0.804;-46.753;-12.573;-14.404
0;-0.351;-0.15;0.857;-49.133;-15.625;-10.681
0;-0.306;-0.172;0.788;-53.467;-20.447;-11.108
0;-0.416;-0.168;0.942;-54.138;-38.269;-6.653
0;-0.453;-0.116;1.069;-55.481;-30.701;-1.892
0;-0.483;-0.116;1.142;-54.688;-1.038;-1.77
0;-0.893;-0.488;1.649;-49.988;32.898;4.517
0;-0.391;-0.174;2.714;-25.879;32.776;33.813
0;0.012;0.22;2.558;-2.197;35.583;39.063
0;0.042;0.039;1.614;3.235;36.621;8.911
0;0.056;-0.277;0.891;6.042;21.179;-12.512
0;0.088;-0.284;0.588;16.541;-6.836;-9.949
0;0.108;-0.235;2.308;94.116;47.485;41.748
0;0.157;-0.251;2.396;108.704;43.945;37.659
0;0.201;-0.214;2.385;119.751;37.048;33.875
0;0.255;-0.198;2.289;132.08;25.146;24.719
0;0.295;-0.162;2.165;148.926;6.165;12.39
0;0.283;-0.133;2.089;170.288;-11.414;1.404
0;0.243;0.008;1.931;189.941;-19.043;-5.31
0;0.211;0.148;1.778;207.703;-24.78;-11.23
0;0.205;0.138;1.658;219.055;-41.199;-13.916
0;0.187;0.108;1.52;219.116;-60.12;-14.221
0;0.19;0.062;1.391;219.482;-74.28;-13.55
0;0.189;-0.025;1.314;224.304;-82.153;-14.526
0;0.222;-0.133;1.17;228.882;-74.89;-19.409
0;0.24;0.004;1.144;230.713;-61.829;-24.353
0;0.216;0.04;1.12;230.164;-52.917;-27.344
0;0.198;0.078;1.042;225.525;-49.744;-28.748
0;0.162;-0.012;1.039;225.769;-57.495;-25.513
0;0.219;-0.16;0.882;223.633;-67.993;-23.865
0;0.264;-0.162;0.729;218.262;-77.454;-28.992
0;0.226;-0.085;0.718;218.872;-89.661;-37.72
0;0.119;-0.002;0.641;224.548;-89.844;-45.105
0;0.027;0.082;0.56;233.582;-79.712;-46.082
0;-0.009;0.013;0.488;241.394;-67.078;-41.26
0;0.02;-0.082;0.272;236.938;-55.664;-39.612
0;-0.012;-0.151;0.198;223.511;-58.105;-43.396
0;-0.064;-0.18;0.148;215.576;-67.505;-46.448
0;-0.169;-0.202;0.082;212.158;-71.655;-50.049
0;-0.239;-0.242;-0.072;216.37;-67.871;-52.979
0;-0.281;-0.295;-0.28;219.727;-62.744;-55.359
0;-0.344;-0.371;-0.401;215.454;-60.12;-57.068
0;-0.403;-0.337;-0.587;208.374;-56.824;-55.847
0;-0.467;-0.382;-0.72;200.623;-59.082;-54.138
0;-0.501;-0.39;-0.952;194.885;-63.721;-52.063
0;-0.594;-0.341;-1.127;184.692;-67.139;-49.316
0;-0.723;-0.261;-1.349;172.18;-67.871;-44.739
0;-0.793;-0.252;-1.606;159.485;-71.472;-41.138
0;-0.821;-0.257;-1.847;145.203;-86.609;-39.734
0;-0.8;-0.283;-2.135;127.502;-109.253;-35.828
0;-0.729;-0.192;-2.263;101.868;-137.878;-30.029
0;-0.747;-0.116;-2.407;62.988;-163.086;-24.719
0;-0.825;-0.254;-2.425;21.423;-178.772;-22.766
0;-0.954;-0.37;-2.221;-14.343;-172.852;-16.724
0;-0.915;-0.493;-1.955;-47.852;-133.911;-4.089
0;-0.774;-0.609;-1.656;-65.918;-72.998;11.536
0;-0.564;-0.696;-1.421;-70.984;-3.357;25.146
0;-0.433;-0.758;-1.128;-81.665;50.781;29.907
0;-0.321;-0.79;-0.865;-93.079;86.426;29.724
0;-0.239;-0.813;-0.639;-101.074;104.919;28.381
0;-0.143;-0.782;-0.501;-104.248;108.765;24.597
0;-0.169;-0.778;-0.361;-105.774;97.534;16.968
0;-0.168;-0.755;-0.314;-104.492;80.2;11.475
0;-0.183;-0.727;-0.328;-105.408;61.035;7.507
0;-0.202;-0.708;-0.325;-109.924;41.565;2.747
0;-0.233;-0.682;-0.344;-115.356;26.306;-1.831
0;-0.238;-0.644;-0.349;-119.08;16.724;-5.554
0;-0.24;-0.653;-0.36;-125.366;14.832;-11.169
0;-0.244;-0.692;-0.359;-133.301;21.484;-18.616
0;-0.218;-0.708;-0.34;-139.709;33.081;-27.344
0;-0.202;-0.73;-0.313;-142.822;48.279;-39.124
0;-0.187;-0.697;-0.266;-144.287;67.2;-53.772
0;-0.192;-0.585;-0.192;-144.958;88.745;-68.115
0;-0.235;-0.347;-0.086;-143.982;107.056;-77.087
0;-0.417;-0.152;0.004;-140.015;117.676;-77.271
0;-0.582;-0.057;0.044;-140.503;118.042;-62.378
0;-0.657;0.051;0.103;-152.71;111.084;-32.898
0;-0.693;0.046;0.255;-172.668;100.952;-0.305
0;-0.633;-0.096;0.382;-195.068;93.994;26.001
0;-0.499;-0.235;0.457;-207.703;91.98;41.626
0;-0.389;-0.391;0.56;-209.29;91.003;43.701
0;-0.293;-0.52;0.62;-204.163;95.276;35.583
0;-0.203;-0.616;0.658;-195.374;104.553;20.813
0;-0.169;-0.611;0.671;-183.044;116.028;4.883
0;-0.204;-0.458;0.699;-165.283;125.061;-3.357
0;-0.187;-0.256;0.725;-147.095;128.845;-3.845
0;-0.249;0.024;0.805;-128.357;125.854;2.686
0;-0.364;0.234;0.987;-107.91;113.647;26.917
0;-0.325;0.199;1.197;-113.525;93.933;54.871
0;-0.196;0.063;1.35;-142.639;81.787;74.097
0;-0.108;-0.064;1.508;-167.542;66.711;92.102
0;0.03;-0.229;1.655;-185.364;37.903;96.375
0;0.129;-0.433;1.836;-189.758;8.362;83.191
0;0.177;-0.553;1.889;-176.147;-11.047;61.401
0;0.187;-0.58;1.795;-145.813;-18.372;37.598
0;0.183;-0.611;1.615;-107.666;-12.085;13.55
0;0.161;-0.6;1.416;-74.646;6.226;-6.836
0;0.126;-0.52;1.217;-47.791;34.485;-20.63
0;0.089;-0.351;1.024;-27.283;62.561;-29.785
0;0.008;-0.184;0.929;-16.663;83.069;-37.598
0;-0.09;0.021;0.901;-13.611;96.191;-37.903
0;-0.201;0.171;0.939;-14.282;94.971;-26.733
0;-0.265;0.066;1.094;-19.348;83.618;-9.277
0;-0.152;-0.162;1.188;-35.156;80.2;11.658
0;0.03;-0.237;1.127;-57.922;81.116;31.311
0;0.116;-0.336;1.116;-79.102;71.594;31.067
0;0.128;-0.553;1.109;-89.111;50.537;18.005
0;0.131;-0.517;1.218;-89.6;24.353;11.841
0;0.177;-0.429;0.729;-82.642;11.475;2.075
0;0.055;-0.558;1.129;-75.928;-49.011;-17.883
0;-0.132;-0.504;1.401;-55.786;-57.251;-18.433
0;-0.104;-0.331;1.241;-51.758;-8.545;-20.203
0;-0.05;-0.231;1.063;-48.828;28.748;-29.358
0;-0.211;-0.152;1.293;-47.974;29.602;-24.17
0;-0.257;-0.015;1.184;-60.364;28.259;-9.766
0;-0.968;-0.727;2.487;-69.458;2.075;5.615
0;-0.272;-1.003;3.793;-26.611;19.409;42.114
0;0.631;-0.13;2.422;2.136;109.497;67.81
0;0.452;-0.091;1.529;-2.93;104.065;35.828
0;0.465;-0.458;0.829;-22.705;54.81;-16.113
0;0.299;-0.681;0.858;-2.38;-23.926;-32.593
0;0.293;-0.348;0.652;12.329;-57.495;-12.207
0;0.126;-0.255;0.521;3.601;-76.904;-13.367
0;0.029;-0.261;0.396;2.563;-88.928;-21.545
0;-0.047;-0.326;0.297;4.395;-88.135;-22.522
0;-0.119;-0.342;0.281;0.183;-79.346;-16.113
0;-0.262;-0.281;0.495;-8.423;-59.875;-10.071
0;-0.368;-0.254;0.879;-13.184;-23.56;-9.644
0;-0.409;-0.278;1.214;-15.32;21.362;-8.789
0;-0.371;-0.24;1.295;-17.639;63.904;-2.869
0;-0.259;-0.238;1.357;-17.029;76.66;0.61
0;0.092;-0.359;2.355;70.19;44.495;53.406
0;0.153;-0.384;2.443;88.074;52.124;50.964
0;0.262;-0.408;2.414;104.98;56.641;44.434
0;0.381;-0.414;2.295;121.155;50.598;32.654
0;0.411;-0.441;2.116;132.507;30.396;15.686
0;0.393;-0.342;1.998;141.296;-2.075;-0.366
0;0.297;-0.123;1.996;152.222;-37.903;-8.545
0;0.219;-0.091;1.942;160.278;-67.322;-11.047
0;0.226;-0.099;1.758;162.964;-82.703;-11.108
0;0.243;0.024;1.607;173.34;-89.172;-11.475
0;0.238;0.105;1.571;195.251;-88.501;-12.024
0;0.251;0.041;1.448;209.229;-78.674;-11.963
0;0.297;-0.023;1.285;209.778;-63.11;-12.268
0;0.364;0.01;1.228;206.848;-52.307;-14.343
0;0.373;-0.057;1.202;201.233;-48.035;-18.372
0;0.374;-0.092;1.071;195.435;-48.157;-25.024
0;0.329;-0.092;0.971;202.576;-55.542;-32.715
0;0.284;-0.067;0.795;220.581;-62.134;-41.138
0;0.262;0.082;0.599;237.183;-63.049;-48.706
0;0.168;0.033;0.569;242.615;-67.505;-54.871
0;0.119;-0.111;0.392;231.567;-61.157;-60.852
0;0.085;-0.175;0.277;216.003;-50.537;-65.979
0;0.02;-0.149;0.216;206.36;-42.847;-71.045
0;-0.056;-0.078;0.182;203.491;-38.635;-75.073
0;-0.127;-0.094;0.12;204.346;-35.461;-74.585
0;-0.194;-0.082;0.029;200.806;-31.128;-72.449
0;-0.283;-0.135;-0.074;198.364;-28.32;-68.42
0;-0.29;-0.194;-0.196;195.19;-26.794;-64.148
0;-0.272;-0.252;-0.243;188.171;-25.879;-65.857
0;-0.344;-0.305;-0.315;180.054;-24.841;-70.129
0;-0.432;-0.292;-0.455;176.025;-22.888;-72.388
0;-0.538;-0.322;-0.526;175.232;-26.123;-73.364
0;-0.615;-0.314;-0.661;171.021;-26.367;-73.425
0;-0.703;-0.292;-0.774;165.71;-26.855;-69.763
0;-0.776;-0.382;-1.009;158.264;-30.212;-66.528
0;-0.826;-0.439;-1.215;145.508;-39.978;-62.073
0;-0.915;-0.463;-1.346;126.221;-56.091;-59.448
0;-1.029;-0.397;-1.48;106.628;-72.388;-55.786
0;-1.15;-0.298;-1.587;88.44;-91.736;-49.5
0;-1.242;-0.264;-1.645;68.298;-113.892;-38.696
0;-1.308;-0.25;-1.653;39.185;-133.118;-19.409
0;-1.29;-0.387;-1.59;4.883;-148.865;1.221
0;-1.188;-0.519;-1.447;-18.005;-146.973;22.827
0;-1.041;-0.627;-1.277;-25.269;-114.075;39.246
0;-0.858;-0.71;-1.134;-25.696;-56.885;45.715
0;-0.669;-0.782;-1.028;-27.71;3.296;45.959
0;-0.497;-0.866;-0.895;-37.842;44.067;44.739
0;-0.368;-0.911;-0.686;-54.749;63.66;42.053
0;-0.259;-0.91;-0.496;-71.289;70.618;37.72
0;-0.174;-0.91;-0.405;-79.773;67.322;31.311
0;-0.155;-0.908;-0.37;-81.055;52.673;23.01
0;-0.163;-0.908;-0.419;-79.163;33.569;14.404
0;-0.21;-0.876;-0.471;-80.994;13.184;6.653
0;-0.285;-0.829;-0.504;-87.341;-4.944;0.061
0;-0.347;-0.764;-0.531;-93.933;-18.127;-3.723
0;-0.411;-0.698;-0.547;-98.694;-23.315;-7.202
0;-0.438;-0.656;-0.576;-103.638;-20.691;-9.521
0;-0.42;-0.623;-0.598;-110.107;-15.015;-9.949
0;-0.39;-0.638;-0.576;-119.995;-9.583;-12.573
0;-0.347;-0.645;-0.543;-132.935;-3.418;-18.188
0;-0.301;-0.63;-0.478;-145.691;2.625;-26.55
0;-0.231;-0.615;-0.433;-153.748;9.399;-37.109
0;-0.162;-0.615;-0.383;-157.715;18.372;-50.232
0;-0.091;-0.583;-0.365;-159.058;30.457;-64.575
0;-0.07;-0.49;-0.33;-160.706;41.443;-77.271
0;-0.087;-0.331;-0.252;-156.738;48.462;-84.534
0;-0.01;-0.287;-0.088;-147.949;55.481;-78.491
0;0.038;-0.284;0.066;-141.602;70.862;-37.109
0;-0.359;0.142;0.131;-132.263;97.778;44.556
0;-0.717;0.335;0.051;-128.418;120.117;101.196
0;-0.839;0.425;0.016;-149.048;123.718;96.436
0;-0.548;0.212;0.154;-181.152;112.671;57.068
0;-0.383;0.075;0.362;-213.013;90.637;41.87
0;-0.386;0.089;0.678;-235.596;70.251;55.603
0;-0.328;0.002;0.967;-236.877;74.768;62.256
0;-0.179;-0.118;1.106;-228.882;106.75;58.777
0;0.019;-0.25;1.124;-223.694;145.386;45.898
0;0.07;-0.193;1.095;-220.337;164.917;29.236
0;-0.031;0.133;1.247;-207.581;145.02;25.085
0;-0.156;0.33;1.596;-185.913;86.609;41.809
0;-0.144;0.275;1.89;-183.594;24.109;57.556
0;-0.091;0.219;2.064;-192.627;-8.667;70.068
0;-0.053;0.141;2.089;-197.449;-14.526;80.75
0;0.09;-0.012;1.973;-195.19;-11.169;81.299
0;0.198;-0.21;1.85;-185.669;-7.812;69.824
0;0.211;-0.297;1.826;-164.612;-1.77;51.88
0;0.173;-0.36;1.856;-137.207;15.808;28.625
0;0.116;-0.45;1.851;-114.38;47.485;3.418
0;0.079;-0.483;1.784;-96.497;82.581;-16.418
0;0.041;-0.398;1.659;-82.52;113.037;-28.687
0;0.031;-0.387;1.556;-74.158;126.038;-36.56
0;-0.025;-0.229;1.532;-73.547;124.512;-37.72
0;-0.388;0.035;1.71;-75.5;109.68;-33.569
0;-0.009;-0.057;0.902;-80.566;68.481;-36.011
0;-0.317;-0.183;1.695;-77.637;-33.936;-20.996
0;-0.396;-0.011;1.54;-78.552;-52.185;-0.305
0;-0.287;-0.213;1.514;-76.172;-53.406;3.235
0;-0.149;-0.255;1.2;-71.045;-41.382;16.663
0;-0.143;-0.215;1.159;-59.937;-53.833;26.978
0;-0.128;-0.213;1.161;-46.753;-55.481;23.987
0;-0.088;-0.284;1.145;-38.94;-43.762;14.893
0;-0.088;-0.223;1.069;-32.532;-26.55;12.146
0;-0.056;-0.217;1.064;-30.151;-11.108;6.775
0;-0.067;-0.127;1.044;-26.672;3.235;0.916
0;-0.273;-0.436;1.374;-28.625;5.92;-4.7
0;-0.209;-0.261;1.982;-18.982;-16.541;1.831
0;-0.069;-0.161;2.032;-2.991;-11.597;5.371
0;0.032;-0.216;1.59;2.38;16.663;-6.348
0;-0.03;-0.17;1.164;3.052;30.64;-13.306
0;-0.079;-0.168;0.988;-1.526;19.47;-13.916
0;-0.047;-0.147;0.849;0.183;2.625;-6.958
0;-0.012;-0.132;0.76;4.517;-11.536;-2.075
0;-0.033;-0.168;0.709;6.531;-18.677;-2.991
0;-0.036;-0.206;0.695;2.625;-15.381;-5.92
0;-0.077;-0.213;0.761;-0.549;-8.606;-7.935
0;-0.14;-0.208;0.877;-2.014;-2.075;-10.315
0;-0.182;-0.218;0.967;-2.625;3.723;-12.756
0;-0.211;-0.238;1.049;-2.563;5.92;-13.794
0;-0.209;-0.22;1.071;-2.014;4.883;-13.123
0;0.085;-0.31;2.218;37.109;71.594;80.994
0;0.205;-0.329;2.372;53.772;70.618;74.402
0;0.255;-0.329;2.531;78.979;57.373;60.913
0;0.257;-0.229;2.578;109.68;49.011;47.241
0;0.26;-0.148;2.577;141.235;45.593;35.217
0;0.318;-0.118;2.478;163.025;43.457;25.085
0;0.366;-0.113;2.303;175.354;40.833;12.512
0;0.362;-0.076;2.123;192.139;37.903;-0.183
0;0.337;0.058;1.917;210.815;33.447;-9.277
0;0.31;0.089;1.74;226.929;22.278;-14.893
0;0.321;0.084;1.596;237.183;7.263;-18.25
0;0.385;0.059;1.394;241.455;-5.249;-22.4
0;0.393;0.083;1.229;244.69;-16.235;-30.212
0;0.349;0.158;1.093;252.441;-23.01;-40.283
0;0.303;0.076;1.001;260.01;-30.884;-48.462
0;0.304;0.064;0.9;258.85;-34.546;-54.199
0;0.295;0.056;0.839;253.296;-30.029;-57.19
0;0.262;-0.005;0.8;240.417;-32.776;-57.19
0;0.264;-0.169;0.728;225.83;-46.631;-55.237
0;0.276;-0.186;0.66;221.985;-57.983;-53.101
0;0.266;-0.179;0.56;226.074;-63.843;-58.533
0;0.187;-0.069;0.476;226.501;-63.782;-69.336
0;0.077;-0.031;0.447;222.9;-64.636;-74.524
0;0.016;-0.107;0.441;217.468;-69.458;-69.946
0;-0.013;-0.11;0.415;210.876;-66.528;-65.613
0;-0.007;-0.169;0.242;211.914;-52.49;-69.153
0;-0.035;-0.226;0.132;211.121;-43.701;-75.684
0;-0.106;-0.176;0.01;203.003;-40.161;-80.322
0;-0.216;-0.115;-0.01;196.655;-41.565;-79.102
0;-0.266;-0.176;0.024;194.214;-41.87;-71.777
0;-0.212;-0.306;-0.095;185.12;-32.532;-70.313
0;-0.231;-0.385;-0.183;175.354;-25.94;-76.355
0;-0.335;-0.352;-0.138;174.622;-28.259;-79.59
0;-0.384;-0.372;-0.168;176.086;-29.053;-78.979
0;-0.402;-0.412;-0.382;179.443;-23.743;-79.651
0;-0.449;-0.447;-0.63;185.425;-21.545;-83.496
0;-0.538;-0.426;-0.865;188.354;-29.053;-88.379
0;-0.643;-0.32;-1.103;184.692;-43.03;-91.064
0;-0.788;-0.239;-1.383;177.612;-64.514;-94.055
0;-0.906;-0.227;-1.718;171.448;-91.736;-95.032
0;-1.027;-0.19;-2.011;158.203;-124.023;-90.759
0;-1.127;-0.173;-2.196;128.479;-156.372;-80.139
0;-1.192;-0.124;-2.232;86.609;-181.396;-60.059
0;-1.238;-0.172;-2.159;47.302;-182.617;-33.875
0;-1.218;-0.3;-2.003;15.93;-147.278;-8.484
0;-1.093;-0.449;-1.775;-16.785;-82.092;12.268
0;-0.873;-0.504;-1.496;-45.776;-12.573;32.776
0;-0.687;-0.56;-1.165;-62.5;39.063;49.377
0;-0.522;-0.685;-0.911;-75.867;72.266;57.556
0;-0.379;-0.789;-0.668;-87.952;86.365;61.279
0;-0.259;-0.839;-0.485;-97.412;86.182;60.974
0;-0.195;-0.862;-0.361;-101.929;74.463;53.04
0;-0.181;-0.881;-0.314;-99.854;57.068;40.344
0;-0.193;-0.867;-0.347;-94.971;37.231;27.466
0;-0.234;-0.851;-0.405;-94.36;15.137;15.198
0;-0.275;-0.823;-0.475;-98.999;-6.409;5.249
0;-0.328;-0.718;-0.489;-106.995;-23.682;-1.282
0;-0.4;-0.592;-0.476;-115.906;-32.593;-4.639
0;-0.443;-0.543;-0.476;-123.901;-32.349;-3.418
0;-0.451;-0.544;-0.453;-132.507;-24.536;0.793
0;-0.405;-0.539;-0.406;-142.761;-10.132;4.028
0;-0.374;-0.553;-0.333;-153.259;6.897;4.15
0;-0.336;-0.597;-0.281;-161.438;24.658;0.793
0;-0.31;-0.573;-0.214;-166.443;40.894;-3.601
0;-0.293;-0.526;-0.135;-169.373;56.519;-8.911
0;-0.293;-0.416;-0.047;-171.448;70.068;-13.306
0;-0.361;-0.239;0.099;-169.8;79.468;-13.062
0;-0.414;-0.256;0.155;-165.161;84.778;-5.31
0;-0.394;-0.31;0.183;-163.513;83.435;8.606
0;-0.324;-0.373;0.201;-168.945;74.463;20.63
0;-0.268;-0.407;0.231;-178.284;59.875;24.963
0;-0.27;-0.389;0.306;-187.073;45.593;22.4
0;-0.319;-0.36;0.376;-190.735;40.833;17.151
0;-0.321;-0.362;0.411;-190.735;47.119;13.062
0;-0.312;-0.386;0.462;-190.979;56.519;9.094
0;-0.291;-0.386;0.507;-192.627;68.42;3.784
0;-0.259;-0.375;0.583;-192.383;81.36;-0.977
0;-0.23;-0.34;0.654;-189.514;96.008;-3.845
0;-0.22;-0.175;0.73;-185.913;110.229;-2.991
0;-0.255;0.008;0.882;-181.152;117.31;5.798
0;-0.271;0.034;0.992;-177.246;112.366;25.696
0;-0.214;-0.032;1.052;-180.603;93.872;49.194
0;-0.133;-0.113;1.124;-186.157;68.97;65.063
0;-0.042;-0.197;1.208;-188.049;46.692;70.496
0;0.012;-0.211;1.233;-184.509;36.133;68.909
0;0.086;-0.203;1.245;-173.523;38.147;61.707
0;0.124;-0.207;1.32;-159.546;50.964;53.04
0;0.206;-0.289;1.373;-149.78;74.768;44.495
0;0.225;-0.413;1.363;-150.208;101.99;35.645
0;0.231;-0.539;1.378;-157.104;126.709;28.748
0;0.321;-0.5;1.428;-168.762;149.536;30.518
0;0.392;-0.371;1.606;-180.847;170.044;35.889
0;0.439;-0.276;1.714;-192.383;194.214;41.016
0;0.453;-0.207;1.782;-198.303;205.383;47.791
0;0.659;-0.201;1.914;-197.815;201.965;52.856
0;0.452;0.066;1.925;-195.19;220.764;52.063
0;0.552;0.501;1.342;-194.58;166.138;28.015
0;0.834;0.092;1.35;-146.118;83.191;15.32
0;0.532;0.005;1.522;-98.389;12.39;22.461
0;0.331;-0.127;1.792;-77.271;-11.169;27.1
0;0.156;-0.091;1.612;-78.125;4.883;18.738
0;0.363;-0.189;1.396;-85.938;1.587;4.272
0;0.486;-0.266;1.287;-84.778;-29.297;5.798
0;0.474;-0.283;1.478;-82.336;-72.083;27.161
0;0.186;-0.148;1.507;-85.815;-87.341;49.316
0;0.034;0.021;1.526;-88.257;-91.431;45.532
0;0.052;0.038;1.573;-86.792;-65.063;46.448
0;0.152;0.042;1.512;-76.111;-25.94;43.335
0;0.051;0.143;1.404;-50.842;7.568;34.851
0;0.045;0.111;1.266;-29.236;44.861;31.25
0;0.103;0.049;1.063;-14.893;76.538;27.71
0;0.113;-0.029;0.849;-14.038;97.656;20.691
0;0.132;-0.088;0.718;-18.066;111.145;16.785
0;0.157;-0.112;0.658;-25.085;112.976;15.137
0;0.181;-0.11;0.636;-32.166;104.37;13.123
0;0.241;-0.101;0.662;-39.063;90.942;10.925
0;0.292;-0.09;0.706;-44.617;71.899;8.85
0;0.306;-0.09;0.752;-48.096;51.147;9.521
0;0.244;-0.101;0.761;-53.162;31.494;13.611
1;-0.525;-0.968;1.432;17.517;76.05;-25.391
1;-0.614;-1.17;1.336;19.226;93.201;-21.79
1;-0.694;-1.35;1.238;24.17;96.68;-11.841
1;-0.745;-1.452;1.14;29.114;90.637;4.639
1;-0.764;-1.587;1.044;31.372;82.947;26.367
1;-0.719;-1.646;0.953;27.954;77.209;45.227
1;-0.677;-1.638;0.846;19.104;71.899;62.622
1;-0.672;-1.566;0.711;6.165;65.613;82.458
1;-0.676;-1.442;0.613;-7.568;56.152;106.445
1;-0.641;-1.254;0.542;-17.578;45.105;133.179
1;-0.61;-1.043;0.49;-22.949;32.471;161.804
1;-0.549;-0.781;0.406;-26.428;22.888;189.697
1;-0.417;-0.375;0.269;-29.236;18.799;213.135
1;-0.299;0.189;0.114;-31.799;20.386;226.379
1;-0.278;0.653;0.039;-35.095;21.179;225.586
1;-0.229;1.01;0.024;-42.48;16.846;215.576
1;-0.123;1.275;0.027;-49.194;11.719;205.688
1;-0.108;1.465;0.042;-47.241;11.536;198.669
1;-0.192;1.607;0.03;-37.537;16.174;189.087
1;-0.208;1.696;-0.064;-29.907;25.635;180.237
1;-0.185;1.835;-0.111;-34.912;25.452;183.105
1;-0.001;2.116;0.008;-52.612;5.554;203.43
1;0.242;2.414;0.334;-76.965;-29.358;223.816
1;0.449;2.643;0.851;-102.966;-69.824;219.727
1;0.795;2.776;1.453;-119.507;-85.815;193.97
1;1.105;2.751;1.958;-114.99;-66.772;160.217
1;1.331;2.668;2.107;-88.135;-25.33;121.948
1;1.386;2.444;1.955;-41.443;23.987;81.543
1;1.225;2.109;1.614;7.385;53.711;38.33
1;1.002;1.791;1.274;45.288;56.519;-4.272
1;0.789;1.502;1;71.533;39.917;-36.743
1;0.537;1.249;0.819;87.708;11.169;-57.373
1;0.372;1.131;0.697;93.384;-17.029;-74.097
1;0.235;1.07;0.618;91.492;-36.377;-85.022
1;0.162;1.018;0.562;85.205;-43.518;-92.346
1;0.134;0.948;0.531;77.393;-35.339;-96.313
1;0.118;0.922;0.51;65.979;-20.752;-97.9
1;0.078;0.92;0.514;50.354;-8.179;-99.548
1;0.006;0.942;0.555;37.17;-1.343;-99.304
1;0.011;1.006;0.639;30.762;1.465;-95.459
1;0.078;1.039;0.737;32.654;1.709;-92.896
1;0.111;1.058;0.818;44.25;-2.563;-94.238
1;0.119;0.997;0.853;61.584;-8.362;-97.534
1;0.072;0.906;0.835;79.834;-9.705;-100.037
1;0.028;0.827;0.76;93.933;-6.042;-101.257
1;0.008;0.753;0.674;100.586;-1.892;-100.464
1;0.015;0.647;0.61;99.731;-1.526;-99.976
1;0.002;0.533;0.581;92.224;-5.188;-100.708
1;0.026;0.4;0.585;79.285;-11.292;-102.295
1;0.035;0.245;0.573;61.89;-14.709;-103.394
1;0.044;0.066;0.559;42.542;-17.151;-104.736
1;0.056;-0.108;0.569;24.719;-23.376;-105.774
1;0.055;-0.237;0.595;10.742;-32.471;-103.76
1;0.002;-0.286;0.664;1.343;-42.786;-97.168
1;-0.058;-0.316;0.779;-3.662;-54.626;-87.036
1;-0.101;-0.372;0.863;-2.686;-62.073;-76.172
1;-0.158;-0.374;0.921;0.732;-66.04;-65.063
1;-0.211;-0.336;0.979;0.854;-71.594;-53.711
1;-0.264;-0.29;1.065;-3.662;-74.036;-41.809
1;-0.25;-0.298;1.138;-13.062;-67.505;-30.64
1;-0.187;-0.331;1.18;-23.499;-49.194;-21.667
1;-0.121;-0.366;1.231;-32.654;-25.696;-21.79
1;-0.106;-0.406;1.236;-37.17;0.366;-31.006
1;-0.123;-0.47;1.216;-33.936;25.513;-43.457
1;-0.175;-0.514;1.195;-24.78;46.448;-51.636
1;-0.179;-0.594;1.177;-15.869;56.03;-55.969
1;-0.203;-0.661;1.166;-11.536;54.993;-60.974
1;-0.265;-0.682;1.163;-9.705;48.828;-65.186
1;-0.326;-0.716;1.182;-5.493;43.884;-64.026
1;-0.369;-0.763;1.191;-0.671;40.588;-56.03
1;-0.392;-0.81;1.173;1.526;38.147;-46.997
1;-0.413;-0.849;1.151;1.343;36.377;-39.49
1;-0.422;-0.847;1.121;-0.183;36.072;-30.823
1;-0.404;-0.836;1.083;-3.052;37.109;-20.264
1;-0.364;-0.783;1.037;-7.08;38.635;-8.118
1;-0.291;-0.732;1.001;-12.207;38.635;2.808
1;-0.209;-0.667;0.971;-17.456;36.499;13.916
1;-0.124;-0.554;0.954;-23.01;30.396;24.902
1;-0.018;-0.414;0.944;-27.344;20.874;33.936
1;0.073;-0.294;0.987;-26.917;10.193;38.574
1;0.114;-0.198;1.043;-20.752;0.183;38.757
1;0.153;-0.142;1.044;-10.193;-5.066;35.156
1;0.182;-0.115;1.012;2.38;-4.333;29.48
1;0.179;-0.111;0.981;12.695;-3.845;24.597
1;0.155;-0.101;0.958;17.761;-4.639;23.987
1;0.168;-0.092;0.897;19.226;-4.578;27.649
1;0.198;-0.072;0.868;16.174;-7.263;31.616
1;0.22;-0.042;0.887;8.423;-14.038;33.447
1;0.231;-0.008;0.89;2.258;-18.005;35.4
1;0.257;0.039;0.892;-0.732;-18.982;36.865
1;0.274;0.084;0.926;-2.014;-20.752;34.607
1;0.3;0.126;0.94;-1.099;-22.095;30.518
1;0.341;0.171;0.946;1.465;-20.874;25.818
1;0.356;0.19;0.958;6.104;-19.897;18.188
1;0.339;0.168;0.958;13.306;-19.653;8.667
1;0.31;0.138;0.946;20.63;-18.799;0.61
1;0.289;0.097;0.92;26.123;-15.564;-3.784
1;0.267;0.073;0.904;27.893;-13.916;-7.324
1;0.243;0.047;0.873;26.428;-12.512;-9.583
1;0.241;0.016;0.833;22.888;-8.545;-8.911
1;0.234;-0.015;0.811;17.09;-4.822;-6.348
1;0.228;-0.051;0.809;10.62;-3.418;-3.357
1;0.231;-0.063;0.844;4.578;-3.357;-1.77
1;0.21;-0.064;0.883;0.122;-5.92;-1.648
1;0.195;-0.043;0.918;-3.418;-11.719;-1.526
1;0.195;-0.006;0.959;-5.798;-20.996;-1.587
1;0.198;0.016;0.999;-6.47;-28.503;-0.916
1;0.187;0.04;1.043;-7.202;-34.241;-0.61
